,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Jackson u7.5 Rebs,JoeDellera,-128,0.75,1.3359375,16.4482,Memphis Grizzlies,J.Jackson,Chicago Bulls,0,0.5859375,N,0.6,1,0.2,0,0.4,0
1,M.Bridges o2.5 3pt M,SBK5065,-120,0.6,1.1,20.1841,Brooklyn Nets,M.Bridges,Utah Jazz,1,0.5000000000000001,N,0.5652173913043478,1,0.8,1,0.6,1
2,M.Bridges o2.5 3pt M,JoeDellera,-130,0.75,1.3269230769230769,16.4482,Brooklyn Nets,M.Bridges,Utah Jazz,1,0.5769230769230769,N,0.5652173913043478,1,0.8,1,0.6,1
3,M.Bridges o3.5 3pt M,JoeDellera,210,0.25,0.775,0.0,Brooklyn Nets,M.Bridges,Utah Jazz,1,0.525,N,0.30434782608695654,0,0.6,1,0.3,0
4,M.Bridges o4.5 3pt M,JoeDellera,500,0.15,0.8999999999999999,0.0,Brooklyn Nets,M.Bridges,Utah Jazz,1,0.7499999999999999,N,0.08695652173913043,0,0.4,0,0.2,0
5,J.McDaniels o13.5 Pts,JoeDellera,-104,0.6,1.176923076923077,16.4482,Minnesota Timberwolves,J.McDaniels,Portland Trail Blazers,1,0.576923076923077,N,0.42105263157894735,0,0.4,0,0.7,1
6,D.Murray o19.5 Pts,JoeMetz,-108,1.08,2.08,-6.865,Atlanta Hawks,D.Murray,Dallas Mavericks,1,1.0,Y,0.5492957746478874,1,0.8,1,0.5,0
7,Q.Grimes o13.5 Pts,SBK5065,-105,0.53,1.0347619047619048,20.1841,New York Knicks,Q.Grimes,Washington Wizards,1,0.5047619047619047,Y,0.29411764705882354,0,1.0,1,0.6,1
8,D.Russell o5.5 Ast,JoeDellera,-120,0.5,0.9166666666666669,16.4482,Los Angeles Lakers,D.Russell,Houston Rockets,0,0.4166666666666667,N,0.6428571428571429,1,0.6,1,0.7,1
9,G.Antetokounmpo o11.5 Rebs,JoeDellera,-140,0.75,1.2857142857142858,16.4482,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,1,0.5357142857142858,Y,0.5645161290322581,1,0.4,0,0.5,0
10,G.Antetokounmpo o11.5 Rebs,PropBomb,-115,1.15,2.1499999999999995,9.919,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,1,0.9999999999999996,Y,0.5645161290322581,1,0.4,0,0.5,0
11,J.Harden o10.5 Ast,JoeMetz,104,1.0,2.04,-6.865,Philadelphia 76ers,J.Harden,Milwaukee Bucks,0,1.04,N,0.5357142857142857,1,0.6,1,0.6,1
12,D.Green o14.5 Rebs+Ast,JoeMetz,105,1.0,2.05,-6.865,Golden State Warriors,D.Green,Denver Nuggets,0,1.0499999999999998,Y,0.4142857142857143,0,0.8,1,0.4,0
