,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Ball o3.5 3pt M,SBK5065,120,0.5,1.1,0,Charlotte Hornets,L.Ball,Chicago Bulls,1.0,0.6000000000000001,N,0.7083333333333334,1,0.4,0,0.6,1
1,L.Ball o3.5 3pt M,JoeDellera,120,0.5,1.1,0,Charlotte Hornets,L.Ball,Chicago Bulls,1.0,0.6000000000000001,N,0.7083333333333334,1,0.4,0,0.6,1
2,T.Rozier u29.5 Pts+Rebs+Ast,PropBetGuy,-113,1.13,2.13,0,Charlotte Hornets,T.Rozier,Chicago Bulls,1.0,1.0,N,0.43902439024390244,0,0.2,0,0.5,0
3,Z.LaVine o8.5 Rebs+Ast,JoeDellera,-130,0.38,0.6723076923076923,0,Chicago Bulls,Z.LaVine,Charlotte Hornets,0.0,0.2923076923076922,Y,0.5227272727272727,1,0.6,1,0.6,1
4,R.Williams o16.5 Pts+Rebs,GreenDotDaily,-126,0.79,1.416984126984127,0,Boston Celtics,R.Williams,New York Knicks,1.0,0.626984126984127,Y,0.5555555555555556,1,0.8,1,0.7,1
5,J.Brown o26.5 Pts,GreenDotDaily,-110,0.5,0.9545454545454546,0,Boston Celtics,J.Brown,New York Knicks,1.0,0.4545454545454546,N,0.4772727272727273,0,0.4,0,0.5,0
6,J.Randle o2.5 3pt M,GreenDotDaily,-115,0.35,0.6543478260869564,0,New York Knicks,J.Randle,Boston Celtics,0.0,0.3043478260869564,Y,0.47058823529411764,0,0.6,1,0.4,0
7,C.Johnson o2.5 3pt M,JoeDellera,-110,0.45,0.8590909090909091,0,Phoenix Suns,C.Johnson,Dallas Mavericks,1.0,0.4090909090909091,Y,0.5,0,0.4,0,0.5,0
8,D.Ayton o17.5 Pts,CharlieDiSturco,-115,0.5,0.934782608695652,0,Phoenix Suns,D.Ayton,Dallas Mavericks,1.0,0.434782608695652,Y,0.47619047619047616,0,0.8,1,0.5,0
9,D.Ayton o17.5 Pts,PropBomb,-115,1.0,1.869565217391304,0,Phoenix Suns,D.Ayton,Dallas Mavericks,1.0,0.869565217391304,Y,0.47619047619047616,0,0.8,1,0.5,0
10,D.Ayton o17.5 Pts,SBK5065,-115,0.5,0.934782608695652,0,Phoenix Suns,D.Ayton,Dallas Mavericks,1.0,0.434782608695652,Y,0.47619047619047616,0,0.8,1,0.5,0
11,S.Dinwiddie o2.5 3pt M,SBK5065,116,0.58,1.2528,0,Dallas Mavericks,S.Dinwiddie,Phoenix Suns,0.0,0.6728,Y,0.5714285714285714,1,0.8,1,0.6,1
12,L.Doncic u34.5 Pts,SBK5065,106,0.53,1.0918,0,Dallas Mavericks,L.Doncic,Phoenix Suns,0.0,0.5618000000000001,Y,0.5555555555555556,1,0.8,1,0.7,1
13,D.Garland o2.5 3pt M,SBK5065,-117,0.43,0.7975213675213675,0,Cleveland Cavaliers,D.Garland,Houston Rockets,0.0,0.3675213675213675,Y,0.38095238095238093,0,0.6,1,0.5,0
14,D.Garland o24.5 Pts,JoeMetz,-105,1.0,1.9523809523809523,0,Cleveland Cavaliers,D.Garland,Houston Rockets,0.0,0.9523809523809524,Y,0.23809523809523808,0,0.4,0,0.4,0
15,D.Garland o2.5 3pt M,JoeDellera,-115,0.43,0.8039130434782608,0,Cleveland Cavaliers,D.Garland,Houston Rockets,0.0,0.3739130434782607,Y,0.38095238095238093,0,0.6,1,0.5,0
16,D.Garland o1.5 Stl,JoeDellera,140,0.7,1.68,0,Cleveland Cavaliers,D.Garland,Houston Rockets,0.0,0.98,Y,0.40476190476190477,0,1.0,1,0.5,0
17,K.Bates-Diop o14.5 Pts,JoeDellera,340,0.1,0.44,0,San Antonio Spurs,K.Bates-Diop,Los Angeles Clippers,0.0,0.3399999999999999,N,0.11428571428571428,0,0.0,0,0.0,0
18,D.McDermott o10.5 Pts,PropBomb,-127,1.0,1.7874015748031495,0,San Antonio Spurs,D.McDermott,Los Angeles Clippers,0.0,0.7874015748031495,Y,0.4418604651162791,0,0.4,0,0.5,0
19,K.Bates-Diop o9.5 Pts,JoeDellera,-110,0.41,0.7827272727272727,0,San Antonio Spurs,K.Bates-Diop,Los Angeles Clippers,0.0,0.3727272727272727,Y,0.42857142857142855,0,0.4,0,0.3,0
20,K.Bates-Diop o9.5 Pts,SBK5065,-108,0.52,1.0014814814814816,0,San Antonio Spurs,K.Bates-Diop,Los Angeles Clippers,0.0,0.4814814814814816,Y,0.42857142857142855,0,0.4,0,0.3,0
21,K.Irving o29.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,Brooklyn Nets,K.Irving,Detroit Pistons,1.0,0.4166666666666668,Y,0.3783783783783784,0,1.0,1,0.5,0
