,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,E.Mobley u18.5 Pts+Ast,PropBetGuy,-110,1.1,2.1,0,Cleveland Cavaliers,E.Mobley,Memphis Grizzlies,0.0,1.0,N,0.4666666666666667,0,0.0,0,0.3,0
1,D.Garland u24.5 Pts,PropBomb,-122,1.0,1.819672131147541,0,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,0.0,0.819672131147541,Y,0.7894736842105263,1,0.6,1,0.7,1
2,D.Garland u8.5 Ast,SBK5065,-130,1.0,1.7692307692307692,0,Cleveland Cavaliers,D.Garland,Memphis Grizzlies,0.0,0.7692307692307692,N,0.6052631578947368,1,0.2,0,0.6,1
3,K.Love o1.5 Ast,JoeDellera,-110,0.4,0.7636363636363637,0,Cleveland Cavaliers,K.Love,Memphis Grizzlies,0.0,0.3636363636363636,N,0.5128205128205128,1,0.6,1,0.5,0
4,J.Jackson o2.5 Blk,SBK5065,125,0.63,1.4175,0,Memphis Grizzlies,J.Jackson,Cleveland Cavaliers,1.0,0.7875,Y,0.6551724137931034,1,0.6,1,0.8,1
5,D.Bane o7.5 Rebs+Ast,JoeDellera,-135,0.37,0.644074074074074,0,Memphis Grizzlies,D.Bane,Cleveland Cavaliers,1.0,0.274074074074074,Y,0.76,1,1.0,1,0.8,1
6,J.Jackson o2.5 Blk,JoeDellera,125,0.63,1.4175,0,Memphis Grizzlies,J.Jackson,Cleveland Cavaliers,1.0,0.7875,Y,0.6551724137931034,1,0.6,1,0.8,1
7,T.McConnell o12.5 Rebs+Ast,JoeMetz,100,1.0,2.0,0,Indiana Pacers,T.McConnell,Oklahoma City Thunder,0.0,1.0,N,0.1590909090909091,0,0.8,1,0.5,0
8,S.Gilgeous-Alexander o29.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0,Oklahoma City Thunder,S.Gilgeous-Alexander,Indiana Pacers,1.0,0.5043478260869564,N,0.6097560975609756,1,0.2,0,0.4,0
9,T.McConnell o12.5 Rebs+Ast,JoeDellera,-102,0.25,0.4950980392156863,0,Indiana Pacers,T.McConnell,Oklahoma City Thunder,0.0,0.2450980392156863,N,0.1590909090909091,0,0.8,1,0.5,0
10,T.McConnell o4.5 Rebs,JoeDellera,120,0.35,0.77,0,Indiana Pacers,T.McConnell,Oklahoma City Thunder,0.0,0.42,N,0.18181818181818182,0,0.8,1,0.5,0
11,A.Nembhard o16.5 Pts+Ast,JoeDellera,-119,0.42,0.7729411764705882,0,Indiana Pacers,A.Nembhard,Oklahoma City Thunder,0.0,0.3529411764705882,Y,0.19047619047619047,0,0.2,0,0.2,0
12,L.Doncic o2.5 3pt M,JoeDellera,-150,0.75,1.25,0,Dallas Mavericks,L.Doncic,Atlanta Hawks,1.0,0.5,N,0.5121951219512195,1,0.6,1,0.5,0
13,C.Wood o1.5 Blk,JoeDellera,140,0.84,2.016,0,Dallas Mavericks,C.Wood,Atlanta Hawks,1.0,1.1760000000000002,Y,0.3333333333333333,0,0.6,1,0.6,1
14,T.Murphy o2.5 3pt M,JoeDellera,160,0.4,1.04,0,New Orleans Pelicans,T.Murphy,Miami Heat,1.0,0.64,N,0.4418604651162791,0,0.6,1,0.3,0
15,T.Murphy o3.5 3pt M,SBK5065,450,0.15,0.825,0,New Orleans Pelicans,T.Murphy,Miami Heat,1.0,0.6749999999999999,N,0.18604651162790697,0,0.0,0,0.0,0
16,D.Daniels o2.5 Ast,JoeDellera,-125,0.2,0.36,0,New Orleans Pelicans,D.Daniels,Miami Heat,1.0,0.1599999999999999,Y,0.32432432432432434,0,1.0,1,0.7,1
17,T.Murphy o2.5 3pt M,SBK5065,160,0.5,1.3,0,New Orleans Pelicans,T.Murphy,Miami Heat,1.0,0.8,N,0.4418604651162791,0,0.6,1,0.3,0
18,D.Daniels o2.5 Ast,SBK5065,-125,0.8,1.4400000000000002,0,New Orleans Pelicans,D.Daniels,Miami Heat,1.0,0.6400000000000001,Y,0.32432432432432434,0,1.0,1,0.7,1
19,T.Murphy o2.5 3pt M,PropBomb,155,1.0,2.55,0,New Orleans Pelicans,T.Murphy,Miami Heat,1.0,1.5499999999999998,N,0.4418604651162791,0,0.6,1,0.3,0
20,B.Adebayo o9.5 Rebs,JoeDellera,-140,0.65,1.1142857142857143,0,Miami Heat,B.Adebayo,New Orleans Pelicans,0.0,0.4642857142857143,N,0.5476190476190477,1,0.8,1,0.7,1
21,M.Plumlee o27.5 Pts+Rebs+Ast,PropBetGuy,-122,1.22,2.22,0,Charlotte Hornets,M.Plumlee,Houston Rockets,0.0,1.0000000000000002,N,0.3191489361702128,0,0.6,1,0.7,1
22,J.Brunson u27.5 Pts,JoeDellera,-120,0.15,0.275,0,New York Knicks,J.Brunson,Washington Wizards,1.0,0.125,N,0.7727272727272727,1,0.6,1,0.5,0
23,A.Edwards o34.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,0,Minnesota Timberwolves,A.Edwards,Denver Nuggets,0.0,1.0000000000000002,N,0.5319148936170213,1,0.8,1,0.6,1
