,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Mitchell u15.5 Pts,SBK5065,-125,0.63,1.134,18.5844,Sacramento Kings,D.Mitchell,Miami Heat,0.0,0.5039999999999999,N,0.8571428571428571,1,0.8,1,0.8571428571428571,1
1,H.Barnes o4.5 Rebs,SBK5065,-130,0.65,1.15,18.5844,Sacramento Kings,H.Barnes,Miami Heat,0.0,0.4999999999999999,Y,0.5714285714285714,1,0.4,0,0.5714285714285714,1
2,T.Herro u6.5 Rebs,SBK5065,-140,0.7,1.2,18.5844,Miami Heat,T.Herro,Sacramento Kings,1.0,0.5,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
3,K.Huerter o15.5 Pts,SBK5065,-103,0.52,1.0248543689320389,18.5844,Sacramento Kings,K.Huerter,Miami Heat,0.0,0.5048543689320388,Y,0.7142857142857143,1,0.6,1,0.7142857142857143,1
4,B.Adebayo o19.5 Pts,SBK5065,-125,0.63,1.134,18.5844,Miami Heat,B.Adebayo,Sacramento Kings,1.0,0.5039999999999999,Y,0.3333333333333333,0,0.6,1,0.3333333333333333,0
5,K.Murray o16.5 Pts,charliedisturco,-115,1.15,2.1499999999999995,-1.025,Sacramento Kings,K.Murray,Miami Heat,0.0,0.9999999999999996,N,0.5,0,0.4,0,0.5,0
6,D.Sabonis o15.5 Pts,charliedisturco,-104,1.04,2.04,-1.025,Sacramento Kings,D.Sabonis,Miami Heat,0.0,1.0,Y,0.42857142857142855,0,0.6,1,0.42857142857142855,0
7,H.Barnes o21.5 Pts+Rebs+Ast,Noto,-115,1.15,2.1499999999999995,0.0,Sacramento Kings,H.Barnes,Miami Heat,0.0,0.9999999999999996,N,0.2857142857142857,0,0.4,0,0.2857142857142857,0
8,D.Mitchell o22.5 Pts+Rebs+Ast,JoeMetz,-105,2.1,4.1,13.8227,Sacramento Kings,D.Mitchell,Miami Heat,0.0,2.0,Y,0.14285714285714285,0,0.2,0,0.14285714285714285,0
9,D.Mitchell o5.5 Ast,JoeMetz,-112,1.12,2.12,13.8227,Sacramento Kings,D.Mitchell,Miami Heat,0.0,1.0,Y,0.0,0,0.0,0,0.0,0
10,D.Mitchell o9.5 Ast,JoeMetz,640,0.25,1.85,13.8227,Sacramento Kings,D.Mitchell,Miami Heat,0.0,1.6,N,0.0,0,0.0,0,0.0,0
11,D.Mitchell o7.5 Ast,JoeMetz,270,0.5,1.85,13.8227,Sacramento Kings,D.Mitchell,Miami Heat,0.0,1.35,N,0.0,0,0.0,0,0.0,0
12,K.Murray o2.5 3pt M,JoeDellera,-125,1.0,1.8,5.4311,Sacramento Kings,K.Murray,Miami Heat,0.0,0.8,N,0.6666666666666666,1,0.6,1,0.6666666666666666,1
13,D.Mitchell o4.5 Ast,JoeDellera,-139,0.5,0.8597122302158273,5.4311,Sacramento Kings,D.Mitchell,Miami Heat,0.0,0.3597122302158273,Y,0.0,0,0.0,0,0.0,0
14,D.Mitchell o6.5 Ast,JoeDellera,260,0.1,0.36,5.4311,Sacramento Kings,D.Mitchell,Miami Heat,0.0,0.26,N,0.0,0,0.0,0,0.0,0
15,J.Brunson o17.5 Pts,SBK5065,-122,0.61,1.11,18.5844,New York Knicks,J.Brunson,Atlanta Hawks,1.0,0.5000000000000001,Y,0.42857142857142855,0,0.6,1,0.42857142857142855,0
