,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Avdija u4.5 Ast,The_Oddsmaker,-125,1.25,2.25,1.0,Washington Wizards,D.Avdija,Boston Celtics,1,1.0,N,0.8108108108108109,1,0.2,0,0.5,0
1,D.Avdija o1.5 3pt M,GDAWG5000,150,0.5,1.25,-1.2794000000000003,Washington Wizards,D.Avdija,Boston Celtics,1,0.75,Y,0.21621621621621623,0,0.6,1,0.3,0
2,D.Avdija o26.5 Pts+Rebs+Ast,JoeMetz,-125,1.25,2.25,-12.825,Washington Wizards,D.Avdija,Boston Celtics,1,1.0,Y,0.1891891891891892,0,1.0,1,0.5,0
3,T.Herro o4.5 Ast,SBK5065,-130,0.65,1.15,0.0,Miami Heat,T.Herro,Toronto Raptors,0,0.4999999999999999,Y,0.43548387096774194,0,0.2,0,0.3,0
4,P.Siakam o4.5 Ast,JoeDellera,-135,0.55,0.9574074074074076,0.0,Toronto Raptors,P.Siakam,Miami Heat,1,0.4074074074074074,Y,0.7424242424242424,1,0.8,1,0.7,1
5,P.Siakam u22.5 Pts,JoeMetz,-109,1.09,2.0900000000000003,-12.825,Toronto Raptors,P.Siakam,Miami Heat,1,1.0000000000000002,N,0.3787878787878788,0,0.4,0,0.5,0
6,T.Young o25.5 Pts,PropBetGuy,-120,1.2,2.2,11.2422,Atlanta Hawks,T.Young,Cleveland Cavaliers,1,1.0000000000000002,N,0.5507246376811594,1,0.6,1,0.6,1
7,D.Garland o21.5 Pts,PropBomb,-125,1.25,2.25,7.283099999999999,Cleveland Cavaliers,D.Garland,Atlanta Hawks,0,1.0,Y,0.42424242424242425,0,0.4,0,0.4,0
8,J.Williams o24.5 Pts+Ast,SBK5065,-105,1.05,2.05,13.1785,Oklahoma City Thunder,J.Williams,Charlotte Hornets,1,0.9999999999999998,Y,0.12280701754385964,0,0.4,0,0.2,0
9,N.Richards o9.5 Rebs,SBK5065,-130,0.65,1.15,0.0,Charlotte Hornets,N.Richards,Oklahoma City Thunder,0,0.4999999999999999,Y,0.22950819672131148,0,0.8,1,0.6,1
10,J.Williams o24.5 Pts+Ast,PropBetGuy,-110,1.65,3.15,11.2422,Oklahoma City Thunder,J.Williams,Charlotte Hornets,1,1.5,Y,0.12280701754385964,0,0.4,0,0.2,0
11,N.Richards o9.5 Rebs,JoeDellera,-130,0.5,0.8846153846153846,11.1721,Charlotte Hornets,N.Richards,Oklahoma City Thunder,0,0.3846153846153846,Y,0.22950819672131148,0,0.8,1,0.6,1
12,P.Washington o2.5 3pt M,JoeMetz,145,1.0,2.45,-12.825,Charlotte Hornets,P.Washington,Oklahoma City Thunder,0,1.4500000000000002,Y,0.3472222222222222,0,0.4,0,0.4,0
13,M.Fultz u15.5 Pts,PropBetGuy,-115,1.73,3.2343478260869563,11.2422,Orlando Magic,M.Fultz,Memphis Grizzlies,0,1.5043478260869565,Y,0.6,1,0.8,1,0.6,1
14,L.Kennard u11.5 Pts,PropBomb,-125,1.25,2.25,7.283099999999999,Memphis Grizzlies,L.Kennard,Orlando Magic,1,1.0,N,0.5263157894736842,1,0.2,0,0.3,0
15,T.Jones o27.5 Pts+Rebs+Ast,JoeMetz,-110,1.1,2.1,0.0,Memphis Grizzlies,T.Jones,Orlando Magic,1,1.0,N,0.13333333333333333,0,0.0,0,0.2,0
16,B.Ingram u27.5 Pts,SBK5065,-125,0.63,1.134,13.1785,New Orleans Pelicans,B.Ingram,Golden State Warriors,0,0.5040000000000001,Y,0.6410256410256411,1,0.2,0,0.5,0
17,J.Valanciunas o11.5 Rebs,JoeDellera,-115,0.8,1.4956521739130435,11.1721,New Orleans Pelicans,J.Valanciunas,Golden State Warriors,0,0.6956521739130435,N,0.3835616438356164,0,0.8,1,0.7,1
18,T.Murphy o2.5 3pt M,JoeDellera,-137,0.8,1.383941605839416,0.0,New Orleans Pelicans,T.Murphy,Golden State Warriors,0,0.583941605839416,Y,0.4931506849315068,0,0.8,1,0.8,1
19,T.Murphy o3.5 3pt M,JoeDellera,180,0.4,1.12,0.0,New Orleans Pelicans,T.Murphy,Golden State Warriors,0,0.7199999999999999,Y,0.2602739726027397,0,0.6,1,0.6,1
20,B.Ingram u27.5 Pts,PropBomb,-125,1.25,2.25,7.283099999999999,New Orleans Pelicans,B.Ingram,Golden State Warriors,0,1.0,Y,0.6410256410256411,1,0.2,0,0.5,0
21,J.Poole o2.5 3pt M,GDAWG5000,115,0.5,1.075,-1.2794000000000003,Golden State Warriors,J.Poole,New Orleans Pelicans,1,0.575,N,0.45454545454545453,0,0.4,0,0.4,0
22,J.Poole o3.5 3pt M,GDAWG5000,300,0.3,1.2,0.0,Golden State Warriors,J.Poole,New Orleans Pelicans,1,0.8999999999999999,N,0.24675324675324675,0,0.2,0,0.2,0
23,J.Poole o4.5 3pt M,GDAWG5000,700,0.2,1.6,0.0,Golden State Warriors,J.Poole,New Orleans Pelicans,1,1.4,N,0.15584415584415584,0,0.2,0,0.1,0
24,C.McCollum o5.5 Ast,JoeMetz,-115,1.15,2.1499999999999995,-12.825,New Orleans Pelicans,C.McCollum,Golden State Warriors,0,0.9999999999999996,N,0.5362318840579711,1,0.4,0,0.6,1
