,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Huerter o14.5 Pts,SBK5065,-118,0.59,1.09,17.517899999999997,Sacramento Kings,K.Huerter,Indiana Pacers,0,0.4999999999999999,Y,0.4791666666666667,0,0.4,0,0.4,0
1,K.Huerter o2.5 3pt M,SBK5065,120,0.5,1.1,0.0,Sacramento Kings,K.Huerter,Indiana Pacers,0,0.6000000000000001,N,0.5416666666666666,1,0.2,0,0.2,0
2,T.Haliburton o20.5 Pts,JoeDellera,-105,0.75,1.4642857142857142,12.2735,Indiana Pacers,T.Haliburton,Sacramento Kings,1,0.7142857142857142,N,0.5,0,0.2,0,0.4,0
3,K.Murray o2.5 3pt M,JoeDellera,100,0.75,1.5,0.0,Sacramento Kings,K.Murray,Indiana Pacers,0,0.75,N,0.4897959183673469,0,0.4,0,0.6,1
4,T.Haliburton o20.5 Pts,JoeMetz,-102,1.02,2.02,-2.0200000000000014,Indiana Pacers,T.Haliburton,Sacramento Kings,1,1.0,N,0.5,0,0.2,0,0.4,0
5,T.Rozier o2.5 3pt M,SBK5065,-120,0.6,1.1,17.517899999999997,Charlotte Hornets,T.Rozier,Detroit Pistons,0,0.5000000000000001,N,0.5,0,0.6,1,0.6,1
6,T.Rozier o2.5 3pt M,JoeDellera,-120,0.8,1.4666666666666668,12.2735,Charlotte Hornets,T.Rozier,Detroit Pistons,0,0.6666666666666667,N,0.5,0,0.6,1,0.6,1
7,M.Plumlee o25.5 Pts+Rebs,PropBetGuy,-120,1.2,2.2,-5.959999999999999,Charlotte Hornets,M.Plumlee,Detroit Pistons,0,1.0000000000000002,N,0.3333333333333333,0,0.6,1,0.7,1
8,L.Ball o14.5 Rebs+Ast,JoeMetz,-130,1.3,2.3,-2.0200000000000014,Charlotte Hornets,L.Ball,Detroit Pistons,0,0.9999999999999998,Y,0.4444444444444444,0,0.6,1,0.5,0
9,A.Horford o7.5 Pts,daletanhardt,-113,1.3,2.4504424778761065,1.1953999999999994,Boston Celtics,A.Horford,Phoenix Suns,1,1.1504424778761064,N,0.5952380952380952,1,0.2,0,0.5,0
10,S.Barnes o16.5 Pts,JoeDellera,-110,1.0,1.9090909090909087,12.2735,Toronto Raptors,S.Barnes,Houston Rockets,0,0.9090909090909092,N,0.47058823529411764,0,0.6,1,0.5,0
11,S.Barnes o29.5 Pts+Rebs+Ast,charliedisturco,-102,0.51,1.01,-0.0257,Toronto Raptors,S.Barnes,Houston Rockets,0,0.5,N,0.47058823529411764,0,0.6,1,0.6,1
12,A.Edwards o38.5 Pts+Rebs+Ast,JoeDellera,-120,0.5,0.9166666666666669,12.2735,Minnesota Timberwolves,A.Edwards,Orlando Magic,1,0.4166666666666667,N,0.41818181818181815,0,0.6,1,0.6,1
13,A.Edwards o27.5 Pts,charliedisturco,-105,0.53,1.0347619047619048,-0.0257,Minnesota Timberwolves,A.Edwards,Orlando Magic,1,0.5047619047619047,N,0.4,0,0.4,0,0.5,0
14,A.Edwards o38.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,-5.959999999999999,Minnesota Timberwolves,A.Edwards,Orlando Magic,1,1.0000000000000002,N,0.41818181818181815,0,0.6,1,0.6,1
15,D.Russell o19.5 Pts,JoeMetz,100,1.0,2.0,-2.0200000000000014,Minnesota Timberwolves,D.Russell,Orlando Magic,1,1.0,Y,0.46153846153846156,0,0.6,1,0.6,1
16,J.Embiid o44.5 Pts+Rebs,JoeDellera,-110,0.75,1.431818181818182,12.2735,Philadelphia 76ers,J.Embiid,San Antonio Spurs,0,0.6818181818181819,N,0.41025641025641024,0,0.2,0,0.3,0
17,J.Embiid o10.5 Rebs,JoeDellera,-130,0.5,0.8846153846153846,0.0,Philadelphia 76ers,J.Embiid,San Antonio Spurs,0,0.3846153846153846,N,0.46153846153846156,0,0.6,1,0.4,0
18,T.Harris o1.5 3pt M,JoeDellera,-120,1.0,1.8333333333333333,0.0,Philadelphia 76ers,T.Harris,San Antonio Spurs,0,0.8333333333333335,N,0.5531914893617021,1,0.4,0,0.5,0
19,L.Markkanen o35.5 Pts+Rebs,JoeDellera,-120,0.5,0.9166666666666669,0.0,Utah Jazz,L.Markkanen,Atlanta Hawks,1,0.4166666666666667,N,0.42857142857142855,0,0.4,0,0.5,0
20,T.Young Double-Double (Yes),JoeDellera,-127,0.5,0.8937007874015748,0.0,Atlanta Hawks,T.Young,Utah Jazz,0,0.3937007874015747,N,0.5319148936170213,1,0.8,1,0.6,1
21,L.Markkanen o35.5 Pts+Rebs,PropBetGuy,-120,1.2,2.2,-5.959999999999999,Utah Jazz,L.Markkanen,Atlanta Hawks,1,1.0000000000000002,N,0.42857142857142855,0,0.4,0,0.5,0
