,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,B.Beal o5.5 Ast,SBK5065,-110,0.55,1.05,16.8292,Washington Wizards,B.Beal,Minnesota Timberwolves,1,0.5,N,0.4666666666666667,0,0.2,0,0.4,0
1,B.Beal o33.5 Pts+Rebs+Ast,SBK5065,-105,0.53,1.0347619047619048,16.8292,Washington Wizards,B.Beal,Minnesota Timberwolves,1,0.5047619047619047,N,0.6,1,0.8,1,0.6,1
2,R.Gobert o12.5 Pts,SBK5065,-109,0.55,1.0545871559633029,16.8292,Minnesota Timberwolves,R.Gobert,Washington Wizards,0,0.5045871559633028,Y,0.5263157894736842,1,0.6,1,0.7,1
3,K.Towns o4.5 Ast,SBK5065,105,0.5,1.025,16.8292,Minnesota Timberwolves,K.Towns,Washington Wizards,0,0.5249999999999999,N,0.6190476190476191,1,0.6,1,0.4,0
4,M.Morris u18.5 Pts+Rebs+Ast,SBK5065,-112,0.56,1.06,16.8292,Washington Wizards,M.Morris,Minnesota Timberwolves,1,0.5,Y,0.5,0,0.6,1,0.6,1
5,R.Gobert o11.5 Rebs,SBK5065,-115,0.58,1.0843478260869563,16.8292,Minnesota Timberwolves,R.Gobert,Washington Wizards,0,0.5043478260869564,N,0.5263157894736842,1,0.4,0,0.4,0
6,B.Beal o22.5 Pts,PropBetGuy,-125,1.25,2.25,-22.2857,Washington Wizards,B.Beal,Minnesota Timberwolves,1,1.0,N,0.6,1,0.8,1,0.6,1
7,K.Irving u4.5 Ast,SBK5065,-114,0.57,1.0699999999999998,0.0,Brooklyn Nets,K.Irving,Orlando Magic,1,0.4999999999999999,Y,0.5,0,0.8,1,0.6,1
8,K.Irving o22.5 Pts,JoeDellera,-125,0.5,0.9,-7.1434,Brooklyn Nets,K.Irving,Orlando Magic,1,0.4,N,0.5714285714285714,1,0.4,0,0.5,0
9,P.Washington o14.5 Pts,SBK5065,-125,1.25,2.25,16.8292,Charlotte Hornets,P.Washington,Boston Celtics,0,1.0,Y,0.5238095238095238,1,0.8,1,0.5,0
10,P.Washington o19.5 Pts+Ast,SBK5065,130,0.5,1.15,16.8292,Charlotte Hornets,P.Washington,Boston Celtics,0,0.6499999999999999,N,0.38095238095238093,0,0.4,0,0.3,0
11,T.Murphy o2.5 3pt M,JoeDellera,135,1.0,2.35,-7.1434,New Orleans Pelicans,T.Murphy,Oklahoma City Thunder,1,1.35,N,0.5555555555555556,1,0.4,0,0.4,0
12,A.Gordon u10.5 Rebs+Ast,JoeDellera,-125,0.25,0.45,-7.1434,Denver Nuggets,A.Gordon,Houston Rockets,1,0.2,Y,0.7058823529411765,1,0.8,1,0.8,1
13,P.Williams o9.5 Pts,ChicagoFlow,-120,1.2,2.2,0.0,Chicago Bulls,P.Williams,Utah Jazz,0,1.0000000000000002,N,0.55,1,0.8,1,0.7,1
14,N.Vucevic o11.5 Rebs,PropBetGuy,-118,1.18,2.18,-22.2857,Chicago Bulls,N.Vucevic,Utah Jazz,0,1.0000000000000002,N,0.55,1,0.6,1,0.5,0
15,D.Sabonis o5.5 Ast,JoeDellera,-140,0.75,1.2857142857142858,-7.1434,Sacramento Kings,D.Sabonis,Phoenix Suns,1,0.5357142857142858,Y,0.7894736842105263,1,1.0,1,0.9,1
16,S.Gilgeous-Alexander u36.5 Pts+Ast,NicholaskMartin,-115,1.0,1.869565217391304,0.7116,Oklahoma City Thunder,S.Gilgeous-Alexander,New Orleans Pelicans,0,0.869565217391304,Y,0.35,0,0.4,0,0.4,0
