,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,9,9,9,J.Poole u3.5 3pt M,PropBomb,-120,1.2,2.2,13.808700000000002,Golden State Warriors,J.Poole,Philadelphia 76ers,0,1.0000000000000002
