,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
12,12.0,12.0,22.0,22,22,22,R.Westbrook o26.5 Pts+Rebs+Ast,PropBetGuy,-110,1.1,2.1,0.0,Los Angeles Lakers,R.Westbrook,Denver Nuggets,1,1.0,0.725,1.0,1.0,1.0,0.9,1.0
0,,,,0,0,0,K.Hayes o20.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,-13.85,Detroit Pistons,K.Hayes,Sacramento Kings,1,1.0000000000000002,,,,,,
12,,,,12,12,12,L.Stevens o13.5 Pts+Rebs+Ast,SBK5065,-115,0.58,1.0843478260869563,7.367800000000001,Cleveland Cavaliers,L.Stevens,Indiana Pacers,1,0.5043478260869564,,,,,,
22,,,,22,22,22,R.Westbrook o26.5 Pts+Rebs+Ast,PropBetGuy,-110,1.1,2.1,0.0,Los Angeles Lakers,R.Westbrook,Denver Nuggets,1,1.0,,,,,,
