,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,0,0,Z.Williamson o32.5 Pts+Ast,PropBetGuy,-125,1.0,1.8,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.8
