,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,8,R.Hachimura u13.5 Pts+Rebs,Los Angeles Lakers,PropBomb,-125,1.25,2.25,0,R.Hachimura,Golden State Warriors,1,1.0,0.4418604651162791,0.0,0.8,1.0,0.5,0.0
8,8,R.Hachimura u13.5 Pts+Rebs,Los Angeles Lakers,PropBomb,-125,1.25,2.25,0,R.Hachimura,Golden State Warriors,1,1.0,,,,,,
