,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
9,9,9,9,K.Kuzma u4.5 Ast,SBK5065,-140,0.7,1.2,8.4506,Washington Wizards,K.Kuzma,Indiana Pacers,0,0.5
16,16,16,16,R.O'Neale o3.5 Ast,JoeDellera,-136,1.0,1.7352941176470589,0.0,Brooklyn Nets,R.O'Neale,Atlanta Hawks,1,0.7352941176470589
28,28,28,28,D.Sabonis o6.5 Ast,SBK5065,112,0.5,1.06,8.4506,Sacramento Kings,D.Sabonis,Cleveland Cavaliers,0,0.56
2,2,2,2,F.Wagner o2.5 Ast,SBK5065,-105,0.53,1.0347619047619048,8.4506,Orlando Magic,F.Wagner,Toronto Raptors,1,0.5047619047619047
6,6,6,6,T.Haliburton o10.5 Ast,esidery_,-110,0.5,0.9545454545454546,0.0,Indiana Pacers,T.Haliburton,Washington Wizards,1,0.4545454545454546
29,29,29,29,J.Harden o8.5 Ast,JoeDellera,-130,0.75,1.3269230769230769,1.422,Philadelphia 76ers,J.Harden,Los Angeles Lakers,1,0.5769230769230769
