,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,7,J.Butler o0.5 3pt M,Miami Heat,GreenDotDaily,-120,1.0,1.8333333333333333,0,J.Butler,Atlanta Hawks,1,0.8333333333333335
1,9,J.Butler o0.5 3pt M,Miami Heat,GDAWG5000,-105,0.53,1.0347619047619048,0,J.Butler,Atlanta Hawks,1,0.5047619047619047
