,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,8,A.Reaves o7.5 Rebs+Ast,Los Angeles Lakers,JoeDellera,-111,0.5,0.9504504504504504,0,A.Reaves,Utah Jazz,0,0.4504504504504505
