,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Melton o1.5 Stl+Blk,JoeDellera,-130,1.0,D.Melton,Philadelphia 76ers,Toronto Raptors,1,1.7692307692307692,0.7692307692307692,1.0,1,1.0,1,1.0,1
1,D.Melton o1.5 Stl+Blk,SBK5065,-130,1.0,D.Melton,Philadelphia 76ers,Toronto Raptors,1,1.7692307692307692,0.7692307692307692,1.0,1,1.0,1,1.0,1
