,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,K.Kuzma o21.5 Pts,kylemurray03,-110,0.91,1.7372727272727273,Washington Wizards,K.Kuzma,Milwaukee Bucks,1,0.8272727272727273,Y,0.5833333333333334,1,0.4,0,0.6,1
1,1,G.Antetokounmpo o11.5 Rebs,kylemurray03,-115,0.87,1.6265217391304347,Milwaukee Bucks,G.Antetokounmpo,Washington Wizards,0,0.7565217391304347,Y,0.3333333333333333,0,0.4,0,0.3,0
2,2,G.Antetokounmpo o4.5 Ast,cowhitchurch,-150,1.0,1.6666666666666663,Milwaukee Bucks,G.Antetokounmpo,Washington Wizards,0,0.6666666666666665,Y,0.4166666666666667,0,0.6,1,0.5,0
3,3,G.Antetokounmpo o5.5 Ast,cowhitchurch,135,0.68,1.598,Milwaukee Bucks,G.Antetokounmpo,Washington Wizards,0,0.918,Y,0.3333333333333333,0,0.6,1,0.4,0
4,4,G.Antetokounmpo o5.5 Ast,JoeDellera,118,0.3,0.6539999999999999,Milwaukee Bucks,G.Antetokounmpo,Washington Wizards,0,0.3539999999999999,Y,0.3333333333333333,0,0.6,1,0.4,0
5,5,G.Antetokounmpo o4.5 Ast,JoeDellera,-140,0.71,1.217142857142857,Milwaukee Bucks,G.Antetokounmpo,Washington Wizards,0,0.5071428571428571,Y,0.4166666666666667,0,0.6,1,0.5,0
6,6,D.Fox o35.5 Pts+Ast,the_degenerates,-113,1.13,2.13,Sacramento Kings,D.Fox,New Orleans Pelicans,0,1.0,N,0.5714285714285714,1,0.6,1,0.5714285714285714,1
7,7,D.Fox u28.5 Pts,JoeMetz,-102,1.0,1.9803921568627447,Sacramento Kings,D.Fox,New Orleans Pelicans,0,0.9803921568627452,Y,0.4285714285714285,0,0.4,0,0.4285714285714285,0
8,8,D.Sabonis o19.5 Rebs+Ast,JoeDellera,-115,1.0,1.869565217391304,Sacramento Kings,D.Sabonis,New Orleans Pelicans,0,0.8695652173913042,N,0.5,0,0.6,1,0.5,0
9,9,T.Mann u8.5 Pts,SBK5065,-120,0.83,1.5216666666666667,Los Angeles Clippers,T.Mann,San Antonio Spurs,0,0.6916666666666668,Y,0.8,1,0.8,1,0.8,1
10,10,Z.Collins o3.5 Ast,Noto,-160,1.6,2.6,San Antonio Spurs,Z.Collins,Los Angeles Clippers,1,1.0,N,0.6153846153846154,1,0.6,1,0.6,1
11,11,I.Zubac o9.5 Pts,cowhitchurch,-120,0.6,1.1,Los Angeles Clippers,I.Zubac,San Antonio Spurs,0,0.5000000000000001,N,0.4545454545454545,0,0.6,1,0.4,0
12,12,I.Zubac o9.5 Pts,JoeDellera,-118,1.0,1.847457627118644,Los Angeles Clippers,I.Zubac,San Antonio Spurs,0,0.847457627118644,N,0.4545454545454545,0,0.6,1,0.4,0
13,13,C.Paul u25.5 Pts+Rebs+Ast,SBK5065,-115,0.86,1.6078260869565215,Golden State Warriors,C.Paul,Houston Rockets,1,0.7478260869565215,N,0.7142857142857143,1,0.6,1,0.7,1
14,14,A.Sengun o33.5 Pts+Rebs+Ast,the_degenerates,-120,1.0,1.8333333333333333,Houston Rockets,A.Sengun,Golden State Warriors,0,0.8333333333333335,Y,0.5454545454545454,1,0.8,1,0.6,1
15,15,J.Ivey u13.5 Pts,SBK5065,-115,0.3,0.5608695652173913,Detroit Pistons,J.Ivey,Denver Nuggets,1,0.2608695652173913,N,0.8,1,1.0,1,0.8,1
16,16,A.Edwards o24.5 Pts,JoeMetz,-115,1.15,2.1499999999999995,Minnesota Timberwolves,A.Edwards,New York Knicks,1,0.9999999999999996,N,0.5833333333333334,1,0.4,0,0.6,1
17,17,M.Conley u5.5 Ast,Noto,-135,1.0,1.7407407407407407,Minnesota Timberwolves,M.Conley,New York Knicks,1,0.7407407407407407,Y,0.5833333333333334,1,0.4,0,0.5,0
18,18,M.Williams o11.5 Pts,kylemurray03,-110,0.91,1.7372727272727273,Charlotte Hornets,M.Williams,Boston Celtics,1,0.8272727272727273,Y,0.5,0,0.2,0,0.5,0
19,19,J.Tatum o26.5 Pts,JoeDellera,-118,0.85,1.5703389830508474,Boston Celtics,J.Tatum,Charlotte Hornets,0,0.7203389830508474,Y,0.6153846153846154,1,0.6,1,0.6,1
