,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,D.Fox o26.5 Pts,PropBetGuy,-115,1.0,1.869565217391304,Sacramento Kings,D.Fox,Los Angeles Lakers,0.0,0.8695652173913042,Y,0.75,1,0.75,1,0.75,1
1,1,D.Fox o25.5 Pts,GreenDotDaily,-120,0.83,1.5216666666666667,Sacramento Kings,D.Fox,Los Angeles Lakers,0.0,0.6916666666666668,Y,0.75,1,0.75,1,0.75,1
2,2,D.Fox o29.5 Pts,cowhitchurch,185,0.5,1.425,Sacramento Kings,D.Fox,Los Angeles Lakers,0.0,0.925,N,0.5,0,0.5,0,0.5,0
3,3,D.Fox o26.5 Pts,cowhitchurch,-120,0.5,0.9166666666666669,Sacramento Kings,D.Fox,Los Angeles Lakers,0.0,0.4166666666666667,Y,0.75,1,0.75,1,0.75,1
4,4,D.Fox o26.5 Pts,TheBMatt,-115,0.65,1.2152173913043478,Sacramento Kings,D.Fox,Los Angeles Lakers,0.0,0.5652173913043478,Y,0.75,1,0.75,1,0.75,1
5,5,D.Fox o25.5 Pts,JoeDellera,-105,1.0,1.9523809523809523,Sacramento Kings,D.Fox,Los Angeles Lakers,0.0,0.9523809523809524,Y,0.75,1,0.75,1,0.75,1
6,6,D.Fox o29.5 Pts,JoeDellera,200,0.25,0.75,Sacramento Kings,D.Fox,Los Angeles Lakers,0.0,0.5,N,0.5,0,0.5,0,0.5,0
7,7,D.Lively o9.5 Pts,the_degenerates,-107,1.0,1.9345794392523368,Dallas Mavericks,D.Lively,Washington Wizards,0.0,0.9345794392523366,Y,0.4,0,0.6,1,0.4,0
8,8,K.Kuzma o24.5 Pts,OldManWhoBets,-102,0.5,0.9901960784313726,Washington Wizards,K.Kuzma,Dallas Mavericks,1.0,0.4901960784313726,N,0.5,0,0.6,1,0.5,0
9,9,D.Gafford o9.5 Pts,OldManWhoBets,-118,0.42,0.7759322033898305,Washington Wizards,D.Gafford,Dallas Mavericks,1.0,0.3559322033898305,Y,0.5,0,0.6,1,0.5,0
10,10,D.Gafford o6.5 Rebs,OldManWhoBets,-138,0.36,0.6208695652173913,Washington Wizards,D.Gafford,Dallas Mavericks,1.0,0.2608695652173913,Y,0.5,0,0.6,1,0.5,0
11,11,D.Lively o9.5 Pts,OldManWhoBets,-106,0.47,0.9133962264150944,Dallas Mavericks,D.Lively,Washington Wizards,0.0,0.4433962264150943,Y,0.4,0,0.6,1,0.4,0
12,12,J.Poole o19.5 Pts+Rebs,SBK5065,-125,0.5,0.9,Washington Wizards,J.Poole,Dallas Mavericks,1.0,0.4,Y,0.4,0,0.2,0,0.4,0
13,13,D.Lively o6.5 Rebs,Noto,-133,1.5,2.6278195488721803,Dallas Mavericks,D.Lively,Washington Wizards,0.0,1.1278195488721805,Y,0.4,0,0.4,0,0.4,0
14,14,L.Doncic o28.5 Pts,JoeDellera,-125,1.25,2.25,Dallas Mavericks,L.Doncic,Washington Wizards,0.0,1.0,N,0.7272727272727273,1,0.8,1,0.7,1
15,15,P.Beverley o2.5 Rebs,SBK5065,-130,0.65,1.15,Philadelphia 76ers,P.Beverley,Boston Celtics,1.0,0.4999999999999999,N,0.6,1,0.6,1,0.6,1
16,16,P.Beverley o4.5 Rebs,SBK5065,450,0.15,0.825,Philadelphia 76ers,P.Beverley,Boston Celtics,1.0,0.6749999999999999,N,0.4,0,0.4,0,0.4,0
17,17,T.Maxey o32.5 Pts+Ast,the_degenerates,-110,1.1,2.1,Philadelphia 76ers,T.Maxey,Boston Celtics,1.0,1.0,N,0.5,0,0.6,1,0.5,0
18,18,D.Wade u6.5 Pts,SBK5065,-128,0.5,0.890625,Cleveland Cavaliers,D.Wade,Portland Trail Blazers,0.0,0.390625,Y,0.7777777777777778,1,0.8,1,0.7777777777777778,1
19,19,D.Mitchell o29.5 Pts,SportsBookBreakers,-125,0.8,1.4400000000000002,Cleveland Cavaliers,D.Mitchell,Portland Trail Blazers,0.0,0.6400000000000001,Y,0.4444444444444444,0,0.4,0,0.4444444444444444,0
20,20,S.Mays o0.5 Stl,SBK5065,-135,0.5,0.8703703703703703,Portland Trail Blazers,S.Mays,Cleveland Cavaliers,1.0,0.3703703703703703,Y,0.4444444444444444,0,0.6,1,0.4444444444444444,0
21,21,J.Nurkic o5.5 Ast,SBK5065,475,0.1,0.5750000000000001,Phoenix Suns,J.Nurkic,Minnesota Timberwolves,1.0,0.4750000000000001,N,0.4,0,0.6,1,0.4,0
22,22,J.Nurkic o4.5 Ast,SBK5065,330,0.15,0.6449999999999999,Phoenix Suns,J.Nurkic,Minnesota Timberwolves,1.0,0.4949999999999999,N,0.5,0,0.8,1,0.5,0
23,23,K.Towns o8.5 Rebs,OldManWhoBets,104,0.5,1.02,Minnesota Timberwolves,K.Towns,Phoenix Suns,0.0,0.52,N,0.7,1,0.8,1,0.7,1
24,24,R.Gobert o14.5 Rebs,JoeDellera,340,0.25,1.1,Minnesota Timberwolves,R.Gobert,Phoenix Suns,0.0,0.8500000000000001,N,0.1,0,0.2,0,0.1,0
25,25,R.Gobert o11.5 Rebs,JoeDellera,100,1.0,2.0,Minnesota Timberwolves,R.Gobert,Phoenix Suns,0.0,1.0,N,0.7,1,0.6,1,0.7,1
26,26,J.Randle o22.5 Pts,OldManWhoBets,-120,0.42,0.77,New York Knicks,J.Randle,Atlanta Hawks,0.0,0.35,Y,0.4,0,0.8,1,0.4,0
27,28,Q.Grimes o9.5 Pts,JoeDellera,140,0.7,1.68,New York Knicks,Q.Grimes,Atlanta Hawks,0.0,0.98,Y,0.7142857142857143,1,0.6,1,0.7142857142857143,1
28,29,D.Schroder o14.5 Pts,SBK5065,-118,0.59,1.09,Toronto Raptors,D.Schroder,Milwaukee Bucks,1.0,0.4999999999999999,N,0.3,0,0.4,0,0.3,0
29,30,D.Schroder o14.5 Pts,JoeDellera,-118,1.0,1.847457627118644,Toronto Raptors,D.Schroder,Milwaukee Bucks,1.0,0.847457627118644,N,0.5,0,0.4,0,0.5,0
30,31,D.Schroder o14.5 Pts,GreenDotDaily,-140,1.0,1.7142857142857144,Toronto Raptors,D.Schroder,Milwaukee Bucks,1.0,0.7142857142857144,N,0.5,0,0.4,0,0.5,0
31,32,D.Lillard u29.5 Pts+Ast,PropBetGuy,-120,1.2,2.2,Milwaukee Bucks,D.Lillard,Toronto Raptors,0.0,1.0000000000000002,N,0.5,0,0.4,0,0.5,0
