,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,A.Nesmith o15.5 Pts+Rebs,charliedisturco,-120,0.5,A.Nesmith,Indiana Pacers,Boston Celtics,1,0.9166666666666669,0.4166666666666667,0.5056179775280899,1,0.4,0,0.5,0,Y
1,1,M.Turner u1.5 Blk,GDAWG5000,-125,0.63,M.Turner,Indiana Pacers,Boston Celtics,1,1.134,0.5040000000000001,0.4574468085106383,0,0.4,0,0.4,0,Y
2,2,M.Turner u1.5 Blk,SBK5065,-128,0.5,M.Turner,Indiana Pacers,Boston Celtics,1,0.890625,0.390625,0.4574468085106383,0,0.4,0,0.4,0,Y
3,3,P.Pritchard o2.5 Ast,MikeRandle,100,1.0,P.Pritchard,Boston Celtics,Indiana Pacers,0,2.0,1.0,0.5578947368421052,1,0.2,0,0.5,0,N
4,4,T.McConnell o14.5 Pts,VegasRefund,-120,1.2,T.McConnell,Indiana Pacers,Boston Celtics,1,2.2,1.0000000000000002,0.2727272727272727,0,0.4,0,0.4,0,Y
5,5,P.Siakam o22.5 Pts,VegasRefund,-118,1.18,P.Siakam,Indiana Pacers,Boston Celtics,1,2.18,0.9999999999999998,0.3859649122807017,0,0.6,1,0.4,0,N
6,6,J.Holiday o25.5 Pts+Rebs+Ast,the_degenerates,-102,1.02,J.Holiday,Boston Celtics,Indiana Pacers,0,2.02,1.0,0.3292682926829268,0,0.8,1,0.5,0,Y
7,7,P.Siakam o22.5 Pts,the_degenerates,-125,1.25,P.Siakam,Indiana Pacers,Boston Celtics,1,2.25,1.0,0.3859649122807017,0,0.6,1,0.4,0,N
8,8,D.White o2.5 3pt M,charliedisturco,-150,0.75,D.White,Boston Celtics,Indiana Pacers,0,1.25,0.5,0.5581395348837209,1,0.6,1,0.7,1,N
9,9,A.Nembhard o6.5 Ast,JoeDellera,-130,1.0,A.Nembhard,Indiana Pacers,Boston Celtics,1,1.7692307692307692,0.7692307692307692,0.1666666666666666,0,0.4,0,0.2,0,Y
10,10,A.Nembhard o6.5 Ast,VegasRefund,-130,1.3,A.Nembhard,Indiana Pacers,Boston Celtics,1,2.3,0.9999999999999998,0.1666666666666666,0,0.4,0,0.2,0,Y
11,11,M.Turner u1.5 Blk,JoeDellera,-120,1.0,M.Turner,Indiana Pacers,Boston Celtics,1,1.8333333333333333,0.8333333333333335,0.4574468085106383,0,0.4,0,0.4,0,Y
