,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Looney o9.5 Rebs,kylemurray03,-135,0.74,1.288148148148148,Golden State Warriors,K.Looney,Phoenix Suns,1,0.548148148148148,Y,1.0,1,1.0,1,1.0,1
1,S.Curry u30.5 Pts,kylemurray03,-130,0.77,1.3623076923076922,Golden State Warriors,S.Curry,Phoenix Suns,1,0.5923076923076922,Y,1.0,1,1.0,1,1.0,1
2,J.Nurkic o2.5 Ast,SBK5065,-110,0.5,0.9545454545454546,Phoenix Suns,J.Nurkic,Golden State Warriors,0,0.4545454545454546,Y,1.0,1,1.0,1,1.0,1
3,J.Nurkic o3.5 Ast,JoeDellera,230,0.25,0.825,Phoenix Suns,J.Nurkic,Golden State Warriors,0,0.575,N,0.0,0,0.0,0,0.0,0
4,J.Nurkic o2.5 Ast,JoeDellera,125,1.25,2.8125,Phoenix Suns,J.Nurkic,Golden State Warriors,0,1.5625,Y,1.0,1,1.0,1,1.0,1
5,A.Reaves o14.5 Pts,SportsBookBreakers,-115,1.0,1.869565217391304,Los Angeles Lakers,A.Reaves,Denver Nuggets,0,0.8695652173913042,N,0.0,0,0.0,0,0.0,0
6,J.Murray o21.5 Pts,JoeMetz,-113,1.13,2.13,Denver Nuggets,J.Murray,Los Angeles Lakers,1,1.0,N,0.0,0,0.0,0,0.0,0
7,D.Russell o18.5 Pts,HPBasketball,290,0.25,0.975,Los Angeles Lakers,D.Russell,Denver Nuggets,0,0.725,N,0.0,0,0.0,0,0.0,0
8,A.Davis o23.5 Pts,JoeMetz,-110,1.1,2.1,Los Angeles Lakers,A.Davis,Denver Nuggets,0,1.0,N,0.0,0,0.0,0,0.0,0
9,A.Davis o23.5 Pts,kylemurray03,-120,1.0,1.8333333333333333,Los Angeles Lakers,A.Davis,Denver Nuggets,0,0.8333333333333335,N,0.0,0,0.0,0,0.0,0
10,N.Jokic u26.5 Pts,kylemurray03,-120,1.0,1.8333333333333333,Denver Nuggets,N.Jokic,Los Angeles Lakers,1,0.8333333333333335,N,0.0,0,0.0,0,0.0,0
11,M.Porter o13.5 Pts,kylemurray03,-105,1.0,1.9523809523809523,Denver Nuggets,M.Porter,Los Angeles Lakers,1,0.9523809523809524,N,0.0,0,0.0,0,0.0,0
12,D.Russell o5.5 Ast,Noto,115,1.15,2.4725,Los Angeles Lakers,D.Russell,Denver Nuggets,0,1.3224999999999998,Y,1.0,1,1.0,1,1.0,1
13,A.Reaves o22.5 Pts+Rebs+Ast,HPBasketball,-104,0.5,0.9807692307692308,Los Angeles Lakers,A.Reaves,Denver Nuggets,0,0.4807692307692308,Y,1.0,1,1.0,1,1.0,1
14,A.Reaves o3.5 Ast,JoeDellera,-132,0.76,1.3357575757575757,Los Angeles Lakers,A.Reaves,Denver Nuggets,0,0.5757575757575757,Y,1.0,1,1.0,1,1.0,1
