,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,C.Paul o11.5 Ast,charliedisturco,330,0.83,3.5689999999999995,Golden State Warriors,C.Paul,Sacramento Kings,0,2.7389999999999994,Y,0.0,0,0.0,0,0.0,0
1,J.Kuminga o9.5 Pts,PropBetGuy,-122,1.0,1.819672131147541,Golden State Warriors,J.Kuminga,Sacramento Kings,0,0.819672131147541,Y,1.0,1,1.0,1,1.0,1
2,C.Paul o8.5 Ast,SBK5065,-125,0.5,0.9,Golden State Warriors,C.Paul,Sacramento Kings,0,0.4,Y,1.0,1,1.0,1,1.0,1
3,C.Paul o8.5 Ast,cowhitchurch,-112,1.0,1.8928571428571428,Golden State Warriors,C.Paul,Sacramento Kings,0,0.8928571428571428,Y,1.0,1,1.0,1,1.0,1
4,C.Paul o9.5 Ast,cowhitchurch,130,0.65,1.495,Golden State Warriors,C.Paul,Sacramento Kings,0,0.8449999999999999,Y,0.0,0,0.0,0,0.0,0
5,C.Paul o9.5 Ast,charliedisturco,130,0.65,1.495,Golden State Warriors,C.Paul,Sacramento Kings,0,0.8449999999999999,Y,0.0,0,0.0,0,0.0,0
6,C.Paul o11.5 Ast,JoeDellera,390,0.98,4.8020000000000005,Golden State Warriors,C.Paul,Sacramento Kings,0,3.822000000000001,Y,0.0,0,0.0,0,0.0,0
7,D.Sabonis o12.5 Rebs,JoeDellera,-120,0.83,1.5216666666666667,Sacramento Kings,D.Sabonis,Golden State Warriors,1,0.6916666666666668,Y,0.0,0,0.0,0,0.0,0
8,C.Paul o8.5 Ast,JoeDellera,-112,0.89,1.684642857142857,Golden State Warriors,C.Paul,Sacramento Kings,0,0.7946428571428571,Y,1.0,1,1.0,1,1.0,1
9,D.Sabonis o37.5 Pts+Rebs+Ast,PropBetGuy,-120,1.0,1.8333333333333333,Sacramento Kings,D.Sabonis,Golden State Warriors,1,0.8333333333333335,Y,1.0,1,1.0,1,1.0,1
