,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
10,T.Rozier o20.5 Pts,OldManWhoBets,-115,0.5,0.934782608695652,Charlotte Hornets,T.Rozier,Detroit Pistons,1,0.4347826086956521,N,1.0,1,1.0,1,1.0,1
11,M.Williams o9.5 Rebs,OldManWhoBets,-130,0.5,0.8846153846153846,Charlotte Hornets,M.Williams,Detroit Pistons,1,0.3846153846153846,N,1.0,1,1.0,1,1.0,1
12,L.Ball o7.5 Ast,OldManWhoBets,-124,0.4,0.7225806451612904,Charlotte Hornets,L.Ball,Detroit Pistons,1,0.3225806451612903,Y,1.0,1,1.0,1,1.0,1
13,J.Duren o10.5 Rebs,kylemurray03,108,1.08,2.2464000000000004,Detroit Pistons,J.Duren,Charlotte Hornets,0,1.1664000000000003,Y,1.0,1,1.0,1,1.0,1
14,C.Cunningham o28.5 Pts+Ast,the_degenerates,-105,1.05,2.05,Detroit Pistons,C.Cunningham,Charlotte Hornets,0,0.9999999999999998,N,1.0,1,1.0,1,1.0,1
15,A.Thompson o5.5 Rebs,cowhitchurch,111,1.39,2.9329,Detroit Pistons,A.Thompson,Charlotte Hornets,0,1.5429000000000002,Y,1.0,1,1.0,1,1.0,1
16,A.Thompson o5.5 Rebs,PropBetGuy,-120,1.0,1.8333333333333333,Detroit Pistons,A.Thompson,Charlotte Hornets,0,0.8333333333333335,Y,1.0,1,1.0,1,1.0,1
17,N.Vucevic o14.5 Pts,OldManWhoBets,-125,0.5,0.9,Chicago Bulls,N.Vucevic,Toronto Raptors,1,0.4,N,0.0,0,0.0,0,0.0,0
18,D.Schroder o5.5 Ast,Noto,-125,1.0,1.8,Toronto Raptors,D.Schroder,Chicago Bulls,0,0.8,Y,1.0,1,1.0,1,1.0,1
19,D.Schroder o18.5 Pts+Ast,charliedisturco,-115,0.5,0.934782608695652,Toronto Raptors,D.Schroder,Chicago Bulls,0,0.4347826086956521,Y,1.0,1,1.0,1,1.0,1
20,D.Schroder o5.5 Ast,TheBMatt,-105,0.71,1.386190476190476,Toronto Raptors,D.Schroder,Chicago Bulls,0,0.676190476190476,Y,1.0,1,1.0,1,1.0,1
21,M.Robinson o7.5 Rebs,OldManWhoBets,-124,0.4,0.7225806451612904,New York Knicks,M.Robinson,Atlanta Hawks,0,0.3225806451612903,Y,0.0,0,0.0,0,0.0,0
22,J.Randle o8.5 Rebs,OldManWhoBets,-105,0.48,0.937142857142857,New York Knicks,J.Randle,Atlanta Hawks,0,0.4571428571428571,Y,1.0,1,1.0,1,1.0,1
23,J.Johnson o1.5 Ast,JoeDellera,-110,0.45,0.8590909090909091,Atlanta Hawks,J.Johnson,New York Knicks,1,0.4090909090909091,Y,1.0,1,1.0,1,1.0,1
24,J.Johnson o2.5 Ast,JoeDellera,280,0.25,0.95,Atlanta Hawks,J.Johnson,New York Knicks,1,0.7,N,0.0,0,0.0,0,0.0,0
25,J.Johnson o1.5 Ast,SBK5065,-110,0.5,0.9545454545454546,Atlanta Hawks,J.Johnson,New York Knicks,1,0.4545454545454546,Y,1.0,1,1.0,1,1.0,1
26,T.Young u27.5 Pts,kylemurray03,-110,0.91,1.7372727272727273,Atlanta Hawks,T.Young,New York Knicks,1,0.8272727272727273,Y,1.0,1,1.0,1,1.0,1
27,T.Young u39.5 Pts+Rebs+Ast,PropBetGuy,-115,1.0,1.869565217391304,Atlanta Hawks,T.Young,New York Knicks,1,0.8695652173913042,Y,1.0,1,1.0,1,1.0,1
28,S.Sharpe u20.5 Pts,SBK5065,-120,1.0,1.8333333333333333,Portland Trail Blazers,S.Sharpe,Orlando Magic,1,0.8333333333333335,N,1.0,1,1.0,1,1.0,1
29,M.Thybulle u1.5 Ast,SBK5065,-110,0.5,0.9545454545454546,Portland Trail Blazers,M.Thybulle,Orlando Magic,1,0.4545454545454546,Y,1.0,1,1.0,1,1.0,1
30,W.Carter o8.5 Rebs,OldManWhoBets,-120,0.42,0.77,Orlando Magic,W.Carter,Portland Trail Blazers,0,0.35,Y,0.0,0,0.0,0,0.0,0
31,W.Carter o12.5 Pts,OldManWhoBets,-128,0.5,0.890625,Orlando Magic,W.Carter,Portland Trail Blazers,0,0.390625,N,0.0,0,0.0,0,0.0,0
32,S.Henderson o12.5 Pts,charliedisturco,-105,0.53,1.0347619047619048,Portland Trail Blazers,S.Henderson,Orlando Magic,1,0.5047619047619047,N,0.0,0,0.0,0,0.0,0
33,K.Love o12.5 Pts+Rebs,SBK5065,-120,1.0,1.8333333333333333,Miami Heat,K.Love,Boston Celtics,0,0.8333333333333335,Y,1.0,1,1.0,1,1.0,1
34,J.Brown o19.5 Pts,SportsBookBreakers,-125,0.96,1.728,Boston Celtics,J.Brown,Miami Heat,1,0.768,Y,0.0,0,0.0,0,0.0,0
35,T.Herro o27.5 Pts+Rebs+Ast,cowhitchurch,-120,0.5,0.9166666666666669,Miami Heat,T.Herro,Boston Celtics,0,0.4166666666666667,Y,0.0,0,0.0,0,0.0,0
36,J.Holiday u20.5 Pts+Ast,PropBetGuy,-115,1.15,2.1499999999999995,Boston Celtics,J.Holiday,Miami Heat,1,0.9999999999999996,N,1.0,1,1.0,1,1.0,1
37,D.Sharpe u20.5 Pts+Rebs+Ast,SBK5065,-115,0.5,0.934782608695652,Brooklyn Nets,D.Sharpe,Dallas Mavericks,0,0.4347826086956521,Y,1.0,1,1.0,1,1.0,1
38,D.Vassell o18.5 Pts,OldManWhoBets,102,0.51,1.0302,San Antonio Spurs,D.Vassell,Houston Rockets,1,0.5202,Y,1.0,1,1.0,1,1.0,1
39,T.Jones o9.5 Pts,OldManWhoBets,104,0.5,1.02,San Antonio Spurs,T.Jones,Houston Rockets,1,0.52,N,1.0,1,1.0,1,1.0,1
40,K.Johnson u19.5 Pts,PropBomb,-110,1.32,2.52,San Antonio Spurs,K.Johnson,Houston Rockets,1,1.2,N,1.0,1,1.0,1,1.0,1
41,J.Jackson o1.5 Ast,SBK5065,135,0.68,1.598,Memphis Grizzlies,J.Jackson,Denver Nuggets,1,0.918,Y,1.0,1,1.0,1,1.0,1
42,J.Jackson o18.5 Pts,kylemurray03,-110,0.91,1.7372727272727273,Memphis Grizzlies,J.Jackson,Denver Nuggets,1,0.8272727272727273,Y,0.0,0,0.0,0,0.0,0
43,D.Mitchell o9.5 Ast,SBK5065,1200,0.1,1.3,Cleveland Cavaliers,D.Mitchell,Oklahoma City Thunder,1,1.2,N,0.0,0,0.0,0,0.0,0
44,D.Mitchell o7.5 Ast,SBK5065,320,0.25,1.05,Cleveland Cavaliers,D.Mitchell,Oklahoma City Thunder,1,0.8,N,0.0,0,0.0,0,0.0,0
45,D.Mitchell o9.5 Ast,JoeDellera,1200,0.2,2.6,Cleveland Cavaliers,D.Mitchell,Oklahoma City Thunder,1,2.4,N,0.0,0,0.0,0,0.0,0
46,D.Mitchell o7.5 Ast,JoeDellera,320,1.0,4.2,Cleveland Cavaliers,D.Mitchell,Oklahoma City Thunder,1,3.2,N,0.0,0,0.0,0,0.0,0
47,D.Mitchell o5.5 Ast,SBK5065,-115,0.58,1.0843478260869563,Cleveland Cavaliers,D.Mitchell,Oklahoma City Thunder,1,0.5043478260869564,N,1.0,1,1.0,1,1.0,1
48,P.George o4.5 Rebs,kylemurray03,-110,1.0,1.9090909090909087,Los Angeles Clippers,P.George,Utah Jazz,0,0.9090909090909092,N,0.0,0,0.0,0,0.0,0
49,J.Collins o5.5 Rebs,Noto,-105,1.0,1.9523809523809523,Utah Jazz,J.Collins,Los Angeles Clippers,1,0.9523809523809524,Y,1.0,1,1.0,1,1.0,1
