,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,D.Booker o12.5 Rebs+Ast,Noto,-129,1.29,2.29,Phoenix Suns,D.Booker,Golden State Warriors,1,1.0,N,0.6923076923076923,1,0.8,1,0.7,1
1,1,J.Nurkic o2.5 Ast,SBK5065,-145,0.69,1.1658620689655173,Phoenix Suns,J.Nurkic,Golden State Warriors,1,0.4758620689655173,Y,0.7272727272727273,1,0.8,1,0.6,1
2,2,S.Curry o8.5 Rebs+Ast,kylemurray03,-135,0.74,1.288148148148148,Dallas Mavericks,S.Curry,Los Angeles Lakers,1,0.548148148148148,N,0.0,0,0.0,0,0.0,0
3,3,L.Doncic u33.5 Pts,SportsBookBreakers,-130,0.77,1.3623076923076922,Dallas Mavericks,L.Doncic,Los Angeles Lakers,1,0.5923076923076922,Y,0.5714285714285714,1,0.2,0,0.5,0
4,4,L.James u42.5 Pts+Rebs+Ast,PropBetGuy,-110,1.1,2.1,Los Angeles Lakers,L.James,Dallas Mavericks,0,1.0,N,0.6521739130434783,1,0.6,1,0.8,1
5,5,D.Fox o0.5 Pts,PropBetGuy,-105,1.0,1.9523809523809523,Sacramento Kings,D.Fox,Los Angeles Clippers,0,0.9523809523809524,Y,1.0,1,1.0,1,1.0,1
6,6,P.George o23.5 Pts,the_degenerates,-110,1.1,2.1,Los Angeles Clippers,P.George,Sacramento Kings,1,1.0,N,0.5909090909090909,1,0.4,0,0.5,0
7,7,K.Murray u20.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,Sacramento Kings,K.Murray,Los Angeles Clippers,0,1.0000000000000002,N,0.5882352941176471,1,0.8,1,0.6,1
8,8,P.George o3.5 Ast,JoeDellera,-142,0.5,0.852112676056338,Los Angeles Clippers,P.George,Sacramento Kings,1,0.352112676056338,N,0.5,0,0.6,1,0.6,1
9,9,J.Harden o7.5 Ast,kylemurray03,-120,1.0,1.8333333333333333,Los Angeles Clippers,J.Harden,Sacramento Kings,1,0.8333333333333335,N,0.3529411764705882,0,0.6,1,0.5,0
10,10,C.White o28.5 Pts+Rebs+Ast,the_degenerates,-120,1.0,1.8333333333333333,Chicago Bulls,C.White,Denver Nuggets,1,0.8333333333333335,Y,0.3333333333333333,0,1.0,1,0.7,1
11,11,A.Gordon o6.5 Rebs,daletanhardt,-118,1.02,1.8844067796610169,Denver Nuggets,A.Gordon,Chicago Bulls,0,0.8644067796610169,Y,0.65,1,0.6,1,0.6,1
12,12,N.Jokic o9.5 Ast,GreenDotDaily,102,1.0,2.02,Denver Nuggets,N.Jokic,Chicago Bulls,0,1.02,N,0.4347826086956521,0,0.6,1,0.5,0
13,13,C.White o8.5 Rebs+Ast,Noto,-114,1.0,1.8771929824561404,Chicago Bulls,C.White,Denver Nuggets,1,0.8771929824561404,Y,0.375,0,1.0,1,0.6,1
14,14,N.Jokic o9.5 Ast,JoeDellera,112,1.0,2.12,Denver Nuggets,N.Jokic,Chicago Bulls,0,1.12,N,0.4347826086956521,0,0.6,1,0.5,0
15,15,N.Jokic o9.5 Ast,cowhitchurch,100,1.0,2.0,Denver Nuggets,N.Jokic,Chicago Bulls,0,1.0,N,0.4347826086956521,0,0.6,1,0.5,0
16,16,N.Jokic o9.5 Ast,kylemurray03,-105,1.0,1.9523809523809523,Denver Nuggets,N.Jokic,Chicago Bulls,0,0.9523809523809524,N,0.4347826086956521,0,0.6,1,0.5,0
17,17,P.Pritchard o4.5 Pts,SBK5065,-135,0.74,1.288148148148148,Boston Celtics,P.Pritchard,Cleveland Cavaliers,1,0.548148148148148,Y,0.6190476190476191,1,0.8,1,0.8,1
18,18,D.Mitchell o27.5 Pts,ParlayBanditz,-105,0.95,1.8547619047619048,Cleveland Cavaliers,D.Mitchell,Boston Celtics,0,0.9047619047619048,Y,0.3888888888888889,0,0.2,0,0.3,0
19,19,J.Tatum o25.5 Pts,GreenDotDaily,-120,1.0,1.8333333333333333,Boston Celtics,J.Tatum,Cleveland Cavaliers,1,0.8333333333333335,N,0.5714285714285714,1,0.4,0,0.4,0
20,20,D.Garland u22.5 Pts,SBK5065,-110,0.55,1.05,Cleveland Cavaliers,D.Garland,Boston Celtics,0,0.5,N,0.6111111111111112,1,0.6,1,0.6,1
21,21,J.Tatum o26.5 Pts,iamrahstradamus,-110,1.1,2.1,Boston Celtics,J.Tatum,Cleveland Cavaliers,1,1.0,N,0.5238095238095238,1,0.4,0,0.3,0
22,22,J.Tatum o25.5 Pts,JoeDellera,-115,1.0,1.869565217391304,Boston Celtics,J.Tatum,Cleveland Cavaliers,1,0.8695652173913042,N,0.5714285714285714,1,0.4,0,0.4,0
23,23,J.Tatum o25.5 Pts,cowhitchurch,-120,1.2,2.2,Boston Celtics,J.Tatum,Cleveland Cavaliers,1,1.0000000000000002,N,0.5714285714285714,1,0.4,0,0.4,0
