,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
11,S.Dinwiddie u6.5 Ast,The_Oddsmaker,-125,1.0,1.8,Brooklyn Nets,S.Dinwiddie,Charlotte Hornets,0,0.8,Y,0.5,0,0.5,0,0.5,0
12,L.Walker o9.5 Pts,JoeDellera,200,1.0,3.0,Brooklyn Nets,L.Walker,Charlotte Hornets,0,2.0,Y,1.0,1,1.0,1,1.0,1
13,L.Walker o9.5 Pts,SBK5065,200,0.5,1.5,Brooklyn Nets,L.Walker,Charlotte Hornets,0,1.0,Y,1.0,1,1.0,1,1.0,1
14,L.Walker o6.5 Pts,SBK5065,-130,0.77,1.3623076923076922,Brooklyn Nets,L.Walker,Charlotte Hornets,0,0.5923076923076922,Y,1.0,1,1.0,1,1.0,1
15,B.Simmons o16.5 Rebs+Ast,PropBetGuy,-102,1.0,1.9803921568627447,Brooklyn Nets,B.Simmons,Charlotte Hornets,0,0.9803921568627452,Y,1.0,1,1.0,1,1.0,1
16,M.Bridges u25.5 Pts,SBK5065,-109,0.5,0.9587155963302753,Brooklyn Nets,M.Bridges,Charlotte Hornets,0,0.4587155963302752,Y,1.0,1,1.0,1,1.0,1
17,I.Stewart o8.5 Rebs,kylemurray03,100,1.0,2.0,Detroit Pistons,I.Stewart,Oklahoma City Thunder,0,1.0,N,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
18,C.Holmgren o6.5 Rebs,kylemurray03,100,1.0,2.0,Oklahoma City Thunder,C.Holmgren,Detroit Pistons,1,1.0,N,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
19,C.Holmgren o1.5 Blk,kylemurray03,-120,0.83,1.5216666666666667,Oklahoma City Thunder,C.Holmgren,Detroit Pistons,1,0.6916666666666668,Y,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
20,C.Cunningham o6.5 Ast,the_degenerates,-120,1.2,2.2,Detroit Pistons,C.Cunningham,Oklahoma City Thunder,0,1.0000000000000002,N,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
21,A.Thompson o7.5 Rebs,JoeDellera,-107,0.93,1.799158878504673,Detroit Pistons,A.Thompson,Oklahoma City Thunder,0,0.869158878504673,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
22,J.Brown o20.5 Pts,the_degenerates,-110,1.0,1.9090909090909087,Boston Celtics,J.Brown,Washington Wizards,0,0.9090909090909092,Y,0.5,0,0.5,0,0.5,0
23,J.Holiday u6.5 Ast,SBK5065,-110,0.5,0.9545454545454546,Boston Celtics,J.Holiday,Washington Wizards,0,0.4545454545454546,Y,0.5,0,0.5,0,0.5,0
24,T.Jones u23.5 Pts+Rebs+Ast,PropBetGuy,-120,1.0,1.8333333333333333,Washington Wizards,T.Jones,Boston Celtics,1,0.8333333333333335,Y,0.5,0,0.5,0,0.5,0
25,J.Johnson o11.5 Pts,PropBetGuy,-105,1.0,1.9523809523809523,Atlanta Hawks,J.Johnson,Minnesota Timberwolves,1,0.9523809523809524,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
26,R.Gobert o11.5 Rebs,JoeDellera,105,1.05,2.1525,Minnesota Timberwolves,R.Gobert,Atlanta Hawks,0,1.1024999999999998,Y,1.0,1,1.0,1,1.0,1
27,D.Bane o4.5 Ast,The_Oddsmaker,-124,1.24,2.24,Memphis Grizzlies,D.Bane,Dallas Mavericks,1,0.9999999999999998,N,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
28,D.Bane o29.5 Pts+Ast,PropBetGuy,-122,1.0,1.819672131147541,Memphis Grizzlies,D.Bane,Dallas Mavericks,1,0.819672131147541,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
29,X.Tillman o1.5 Stl+Blk,SBK5065,-135,0.74,1.288148148148148,Memphis Grizzlies,X.Tillman,Dallas Mavericks,1,0.548148148148148,Y,1.0,1,1.0,1,1.0,1
30,A.Gordon o5.5 Rebs,kylemurray03,-105,0.95,1.8547619047619048,Denver Nuggets,A.Gordon,Utah Jazz,1,0.9047619047619048,Y,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
31,N.Jokic u26.5 Pts,SBK5065,-110,0.55,1.05,Denver Nuggets,N.Jokic,Utah Jazz,1,0.5,N,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
