,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,S.Curry u33.5 Pts,kylemurray03,-115,1.0,1.869565217391304,Dallas Mavericks,S.Curry,Memphis Grizzlies,0,0.8695652173913042,Y,1.0,1,1.0,1,1.0,1
1,Z.Williamson o4.5 Ast,JoeDellera,190,0.5,1.45,New Orleans Pelicans,Z.Williamson,Golden State Warriors,1,0.95,N,0.0,0,0.0,0,0.0,0
2,Z.Williamson o6.5 Ast,JoeDellera,825,0.25,2.3125,New Orleans Pelicans,Z.Williamson,Golden State Warriors,1,2.0625,N,0.0,0,0.0,0,0.0,0
3,Z.Williamson o3.5 Ast,JoeDellera,-110,1.0,1.9090909090909087,New Orleans Pelicans,Z.Williamson,Golden State Warriors,1,0.9090909090909092,N,0.0,0,0.0,0,0.0,0
4,Z.Williamson o3.5 Ast,SBK5065,-115,1.15,2.1499999999999995,New Orleans Pelicans,Z.Williamson,Golden State Warriors,1,0.9999999999999996,N,0.0,0,0.0,0,0.0,0
5,B.Brown u13.5 Pts,SBK5065,-125,0.63,1.134,Indiana Pacers,B.Brown,Chicago Bulls,1,0.5040000000000001,N,0.5,0,0.5,0,0.5,0
6,B.Mathurin o13.5 Pts,SBK5065,-125,0.5,0.9,Indiana Pacers,B.Mathurin,Chicago Bulls,1,0.4,Y,0.5,0,0.5,0,0.5,0
7,T.Haliburton o12.5 Ast,JoeDellera,280,0.42,1.596,Indiana Pacers,T.Haliburton,Chicago Bulls,1,1.176,Y,0.5,0,0.5,0,0.5,0
8,T.Haliburton o14.5 Ast,JoeDellera,950,0.15,1.575,Indiana Pacers,T.Haliburton,Chicago Bulls,1,1.425,N,0.0,0,0.0,0,0.0,0
9,T.Haliburton o9.5 Ast,JoeDellera,-140,0.71,1.217142857142857,Indiana Pacers,T.Haliburton,Chicago Bulls,1,0.5071428571428571,Y,1.0,1,1.0,1,1.0,1
10,P.Banchero u30.5 Pts+Rebs+Ast,PropBetGuy,-110,1.0,1.9090909090909087,Orlando Magic,P.Banchero,Los Angeles Lakers,0,0.9090909090909092,Y,1.0,1,1.0,1,1.0,1
