,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Brown o5.5 Rebs,Noto,-105,1.05,2.05,Boston Celtics,J.Brown,Philadelphia 76ers,0,0.9999999999999998,N,0.8333333333333334,1,0.8,1,0.8333333333333334,1
1,J.Holiday o4.5 Rebs,GreenDotDaily,-175,0.57,0.8957142857142856,Denver Nuggets,J.Holiday,Golden State Warriors,1,0.3257142857142856,N,0.0,0,0.0,0,0.0,0
2,D.Melton o1.5 Stl+Blk,SBK5065,115,0.5,1.075,Philadelphia 76ers,D.Melton,Boston Celtics,1,0.575,N,1.0,1,1.0,1,1.0,1
3,K.Oubre u21.5 Pts+Rebs,cowhitchurch,-120,0.6,1.1,Philadelphia 76ers,K.Oubre,Boston Celtics,1,0.5000000000000001,N,0.3333333333333333,0,0.4,0,0.3333333333333333,0
4,J.Holiday u5.5 Ast,cowhitchurch,116,0.58,1.2528,Denver Nuggets,J.Holiday,Golden State Warriors,1,0.6728,Y,1.0,1,1.0,1,1.0,1
5,J.Holiday o4.5 Rebs,cowhitchurch,-108,1.0,1.925925925925926,Denver Nuggets,J.Holiday,Golden State Warriors,1,0.925925925925926,N,0.0,0,0.0,0,0.0,0
6,J.Embiid o34.5 Pts+Ast,FanRacingOnline,-110,0.55,1.05,Philadelphia 76ers,J.Embiid,Boston Celtics,1,0.5,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
7,K.Oubre u21.5 Pts+Rebs,PropBetGuy,-120,1.2,2.2,Philadelphia 76ers,K.Oubre,Boston Celtics,1,1.0000000000000002,N,0.3333333333333333,0,0.4,0,0.3333333333333333,0
8,J.Holiday o4.5 Rebs,JoeDellera,-145,0.69,1.1658620689655173,Denver Nuggets,J.Holiday,Golden State Warriors,1,0.4758620689655173,N,0.0,0,0.0,0,0.0,0
9,J.Holiday o4.5 Rebs,SBK5065,-145,0.69,1.1658620689655173,Denver Nuggets,J.Holiday,Golden State Warriors,1,0.4758620689655173,N,0.0,0,0.0,0,0.0,0
10,J.Holiday u6.5 Ast,JoeDellera,-150,0.17,0.2833333333333333,Denver Nuggets,J.Holiday,Golden State Warriors,1,0.1133333333333333,Y,1.0,1,1.0,1,1.0,1
11,J.Holiday u6.5 Ast,SBK5065,-145,0.69,1.1658620689655173,Denver Nuggets,J.Holiday,Golden State Warriors,1,0.4758620689655173,Y,1.0,1,1.0,1,1.0,1
12,J.Allen o21.5 Pts+Rebs,cowhitchurch,-125,0.63,1.134,Cleveland Cavaliers,J.Allen,Oklahoma City Thunder,0,0.5040000000000001,N,0.0,0,0.0,0,0.0,0
