,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,Z.Williams o9.5 Pts,SBK5065,200,0.2,0.6000000000000001,Memphis Grizzlies,Z.Williams,Boston Celtics,1,0.4000000000000001,N,0.4545454545454545,0,0.4,0,0.5,0
1,1,D.Bane u36.5 Pts+Rebs+Ast,PropBetGuy,-118,1.18,2.18,Memphis Grizzlies,D.Bane,Boston Celtics,1,0.9999999999999998,N,0.5,0,0.6,1,0.5,0
2,2,K.George o9.5 Pts,SBK5065,-115,1.0,1.869565217391304,Utah Jazz,K.George,Phoenix Suns,1,0.8695652173913042,N,0.25,0,0.4,0,0.3,0
3,3,D.Booker o39.5 Pts+Ast,JoeDellera,170,0.2,0.54,Phoenix Suns,D.Booker,Utah Jazz,0,0.34,N,0.5,0,0.5,0,0.5,0
4,4,D.Booker o34.5 Pts+Ast,JoeDellera,-122,1.0,1.819672131147541,Phoenix Suns,D.Booker,Utah Jazz,0,0.819672131147541,N,1.0,1,1.0,1,1.0,1
5,5,L.Walker o12.5 Pts,JoeDellera,-102,0.5,0.9901960784313726,Brooklyn Nets,L.Walker,Philadelphia 76ers,1,0.4901960784313726,Y,0.7272727272727273,1,0.6,1,0.7,1
6,6,L.Walker o12.5 Pts,SBK5065,-102,1.0,1.9803921568627447,Brooklyn Nets,L.Walker,Philadelphia 76ers,1,0.9803921568627452,Y,0.7272727272727273,1,0.6,1,0.7,1
7,7,N.Claxton u8.5 Rebs,SBK5065,-125,0.75,1.35,Brooklyn Nets,N.Claxton,Philadelphia 76ers,1,0.6000000000000001,N,0.75,1,0.75,1,0.75,1
8,8,O.Toppin u11.5 Pts,SBK5065,-125,0.5,0.9,Indiana Pacers,O.Toppin,Orlando Magic,1,0.4,Y,0.7272727272727273,1,0.4,0,0.7,1
9,9,J.Green o18.5 Pts,the_degenerates,-115,1.15,2.1499999999999995,Houston Rockets,J.Green,Los Angeles Lakers,0,0.9999999999999996,N,0.35,0,0.2,0,0.4,0
10,10,J.Ivey o3.5 Ast,SBK5065,-118,0.5,0.923728813559322,Detroit Pistons,J.Ivey,Toronto Raptors,0,0.423728813559322,Y,0.2222222222222222,0,0.2,0,0.2222222222222222,0
11,11,D.Sabonis o32.5 Pts+Rebs,the_degenerates,-120,1.0,1.8333333333333333,Sacramento Kings,D.Sabonis,Dallas Mavericks,0,0.8333333333333335,Y,0.5454545454545454,1,0.6,1,0.5,0
