,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,A.Edwards o2.5 3pt M,GDAWG5000,-115,0.58,A.Edwards,Minnesota Timberwolves,Denver Nuggets,1,1.0843478260869563,0.5043478260869564,0.4431818181818182,0,0.6,1,0.5,0,Y
1,1,J.McDaniels o9.5 Pts,VegasRefund,-108,1.08,J.McDaniels,Minnesota Timberwolves,Denver Nuggets,1,2.08,1.0,0.5308641975308642,1,0.4,0,0.4,0,Y
2,2,N.Reid o9.5 Pts,VegasRefund,-108,1.08,N.Reid,Minnesota Timberwolves,Denver Nuggets,1,2.08,1.0,0.6777777777777778,1,0.6,1,0.6,1,Y
3,3,A.Edwards o29.5 Pts,VegasRefund,-105,1.05,A.Edwards,Minnesota Timberwolves,Denver Nuggets,1,2.05,0.9999999999999998,0.3863636363636363,0,0.4,0,0.5,0,N
4,4,J.Murray o19.5 Pts,VegasRefund,-105,1.05,J.Murray,Denver Nuggets,Minnesota Timberwolves,0,2.05,0.9999999999999998,0.5942028985507246,1,0.2,0,0.6,1,N
5,5,C.Braun o9.5 Pts+Rebs,ActionIsland,-136,0.5,C.Braun,Denver Nuggets,Minnesota Timberwolves,0,0.8676470588235294,0.3676470588235294,0.5217391304347826,1,0.4,0,0.3,0,N
6,6,N.Jokic o38.5 Pts+Ast,ActionIsland,100,0.5,N.Jokic,Denver Nuggets,Minnesota Timberwolves,0,1.0,0.5,0.3707865168539326,0,0.6,1,0.5,0,N
7,7,R.Gobert o12.5 Rebs,ActionIsland,108,0.5,R.Gobert,Minnesota Timberwolves,Denver Nuggets,1,1.04,0.54,0.5357142857142857,1,0.4,0,0.5,0,Y
8,8,A.Edwards o2.5 3pt M,ActionIsland,-125,0.5,A.Edwards,Minnesota Timberwolves,Denver Nuggets,1,0.9,0.4,0.4431818181818182,0,0.6,1,0.5,0,Y
9,9,A.Edwards o29.5 Pts,ActionIsland,-122,0.5,A.Edwards,Minnesota Timberwolves,Denver Nuggets,1,0.9098360655737704,0.4098360655737705,0.3863636363636363,0,0.4,0,0.5,0,N
10,10,C.Braun o9.5 Pts+Rebs,GDAWG5000,100,0.5,C.Braun,Denver Nuggets,Minnesota Timberwolves,0,1.0,0.5,0.5217391304347826,1,0.4,0,0.3,0,N
11,11,M.Porter o2.5 3pt M,charliedisturco,116,0.5,M.Porter,Denver Nuggets,Minnesota Timberwolves,0,1.08,0.5800000000000001,0.4945054945054945,0,0.4,0,0.6,1,N
12,12,N.Jokic o8.5 Ast,the_degenerates,-127,1.27,N.Jokic,Denver Nuggets,Minnesota Timberwolves,0,2.27,1.0,0.5280898876404494,1,0.6,1,0.7,1,N
13,13,A.Edwards o29.5 Pts,the_degenerates,-102,1.02,A.Edwards,Minnesota Timberwolves,Denver Nuggets,1,2.02,1.0,0.3863636363636363,0,0.4,0,0.5,0,N
14,14,M.Porter o13.5 Pts,SportsBookBreakers,-110,1.0,M.Porter,Denver Nuggets,Minnesota Timberwolves,0,1.9090909090909087,0.9090909090909092,0.6483516483516484,1,0.4,0,0.7,1,N
15,15,A.Edwards u5.5 Ast,GreenDotDaily,110,1.0,A.Edwards,Minnesota Timberwolves,Denver Nuggets,1,2.1,1.1,0.625,1,0.6,1,0.5,0,Y
16,16,C.Braun o9.5 Pts+Rebs,GreenDotDaily,100,1.0,C.Braun,Denver Nuggets,Minnesota Timberwolves,0,2.0,1.0,0.5217391304347826,1,0.4,0,0.3,0,N
17,17,J.Murray o1.5 3pt M,ChrisRaybon,-122,1.0,J.Murray,Denver Nuggets,Minnesota Timberwolves,0,1.819672131147541,0.819672131147541,0.6666666666666666,1,0.6,1,0.5,0,Y
18,18,C.Braun o9.5 Pts+Rebs,JoeDellera,100,1.5,C.Braun,Denver Nuggets,Minnesota Timberwolves,0,3.0,1.5,0.5217391304347826,1,0.4,0,0.3,0,N
19,19,N.Jokic o11.5 Rebs,kylemurray03,-117,1.17,N.Jokic,Denver Nuggets,Minnesota Timberwolves,0,2.17,1.0,0.5842696629213483,1,0.4,0,0.7,1,N
20,20,K.Towns o6.5 Rebs,kylemurray03,-125,1.25,K.Towns,Minnesota Timberwolves,Denver Nuggets,1,2.25,1.0,0.6619718309859155,1,0.4,0,0.6,1,Y
21,21,M.Porter o5.5 Rebs,kylemurray03,-120,1.2,M.Porter,Denver Nuggets,Minnesota Timberwolves,0,2.2,1.0000000000000002,0.6703296703296703,1,0.4,0,0.6,1,Y
22,22,J.Murray o24.5 Pts+Ast,kylemurray03,-120,1.2,J.Murray,Denver Nuggets,Minnesota Timberwolves,0,2.2,1.0000000000000002,0.6956521739130435,1,0.4,0,0.7,1,N
23,23,A.Gordon u14.5 Pts,kylemurray03,-115,1.22,A.Gordon,Denver Nuggets,Minnesota Timberwolves,0,2.280869565217391,1.0608695652173912,0.5180722891566265,1,0.4,0,0.6,1,Y
24,24,A.Edwards u6.5 Ast,kylemurray03,-130,1.3,A.Edwards,Minnesota Timberwolves,Denver Nuggets,1,2.3,0.9999999999999998,0.7386363636363636,1,0.6,1,0.7,1,Y
