,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,D.Gafford o13.5 Pts+Rebs,GDAWG5000,-115,0.57,D.Gafford,Dallas Mavericks,Toronto Raptors,0,1.0656521739130431,0.4956521739130434,0.5,0,0.4,0,0.5,0,Y
1,1,K.Irving o4.5 Ast,kylemurray03,-138,1.38,K.Irving,Dallas Mavericks,Toronto Raptors,0,2.38,1.0,0.6388888888888888,1,0.2,0,0.5,0,N
2,2,J.Poeltl o20.5 Pts+Rebs,the_degenerates,-115,1.15,J.Poeltl,Toronto Raptors,Dallas Mavericks,1,2.1499999999999995,0.9999999999999996,0.4680851063829787,0,0.6,1,0.7,1,Y
3,3,D.Gafford o13.5 Pts+Rebs,charliedisturco,-115,0.58,D.Gafford,Dallas Mavericks,Toronto Raptors,0,1.0843478260869563,0.5043478260869564,0.5,0,0.4,0,0.5,0,Y
4,4,D.Gafford o13.5 Pts+Rebs,TheBMatt,-110,0.75,D.Gafford,Dallas Mavericks,Toronto Raptors,0,1.431818181818182,0.6818181818181819,0.5,0,0.4,0,0.5,0,Y
5,5,S.Barnes o7.5 Rebs,JoeDellera,-136,1.0,S.Barnes,Toronto Raptors,Dallas Mavericks,1,1.7352941176470589,0.7352941176470589,0.5689655172413793,1,0.8,1,0.6,1,Y
6,6,S.Barnes o7.5 Rebs,TheBMatt,-122,1.22,S.Barnes,Toronto Raptors,Dallas Mavericks,1,2.22,1.0000000000000002,0.5689655172413793,1,0.8,1,0.6,1,Y
7,7,L.Doncic o17.5 Rebs+Ast,kylemurray03,-132,1.32,L.Doncic,Dallas Mavericks,Toronto Raptors,0,2.3200000000000003,1.0000000000000002,0.56,1,0.6,1,0.6,1,Y
8,8,T.McConnell u8.5 Pts,PropBomb,-120,1.2,T.McConnell,Indiana Pacers,New Orleans Pelicans,1,2.2,1.0000000000000002,0.5510204081632653,1,0.4,0,0.4,0,Y
9,9,Z.Williamson o23.5 Pts,GDAWG5000,-110,0.55,Z.Williamson,New Orleans Pelicans,Indiana Pacers,0,1.05,0.5,0.4583333333333333,0,0.4,0,0.4,0,N
10,10,T.Murphy u2.5 3pt M,SBK5065,-111,0.56,T.Murphy,New Orleans Pelicans,Indiana Pacers,0,1.0645045045045047,0.5045045045045047,0.5294117647058824,1,0.4,0,0.5,0,Y
11,11,A.Nembhard o3.5 Ast,kylemurray03,-130,1.3,A.Nembhard,Indiana Pacers,New Orleans Pelicans,1,2.3,0.9999999999999998,0.6222222222222222,1,0.6,1,0.5,0,N
12,12,K.Leonard o26.5 Pts,GoldBoys,-115,1.15,K.Leonard,Los Angeles Clippers,Los Angeles Lakers,1,2.1499999999999995,0.9999999999999996,0.3137254901960784,0,0.0,0,0.3,0,N
13,13,K.Leonard o36.5 Pts+Rebs+Ast,the_degenerates,-120,1.2,K.Leonard,Los Angeles Clippers,Los Angeles Lakers,1,2.2,1.0000000000000002,0.3725490196078431,0,0.0,0,0.4,0,Y
14,14,N.Powell o18.5 Pts,JoeDellera,-125,1.0,N.Powell,Los Angeles Clippers,Los Angeles Lakers,1,1.8,0.8,0.2181818181818181,0,0.6,1,0.3,0,N
16,16,N.Powell o18.5 Pts,PropBetGuy,-120,1.2,N.Powell,Los Angeles Clippers,Los Angeles Lakers,1,2.2,1.0000000000000002,0.2181818181818181,0,0.6,1,0.3,0,N
17,17,L.James o1.5 3pt M,GDAWG5000,-120,0.6,L.James,Los Angeles Lakers,Los Angeles Clippers,0,1.1,0.5000000000000001,0.6923076923076923,1,1.0,1,0.9,1,Y
18,18,D.Russell o5.5 Ast,kylemurray03,102,1.0,D.Russell,Los Angeles Lakers,Los Angeles Clippers,0,2.02,1.02,0.5818181818181818,1,0.8,1,0.6,1,Y
19,19,L.Stevens o4.5 Rebs,kylemurray03,110,0.91,L.Stevens,Memphis Grizzlies,Minnesota Timberwolves,0,1.9110000000000005,1.0010000000000003,1.0,1,1.0,1,1.0,1,N
20,20,L.Stevens o10.5 Pts+Rebs,TheBMatt,-122,0.75,L.Stevens,Memphis Grizzlies,Minnesota Timberwolves,0,1.3647540983606556,0.6147540983606556,1.0,1,1.0,1,1.0,1,N
21,21,L.Stevens o10.5 Pts+Rebs,SBK5065,-122,0.61,L.Stevens,Memphis Grizzlies,Minnesota Timberwolves,0,1.11,0.5000000000000001,1.0,1,1.0,1,1.0,1,N
22,22,L.Stevens o11.5 Pts+Rebs,SBK5065,-105,1.05,L.Stevens,Memphis Grizzlies,Minnesota Timberwolves,0,2.05,0.9999999999999998,1.0,1,1.0,1,1.0,1,N
30,30,J.Allen u16.5 Pts,SBK5065,-110,0.55,J.Allen,Cleveland Cavaliers,Chicago Bulls,0,1.05,0.5,0.5576923076923077,1,0.2,0,0.3,0,Y
31,31,N.Vucevic u10.5 Rebs,SBK5065,-120,0.6,N.Vucevic,Chicago Bulls,Cleveland Cavaliers,1,1.1,0.5000000000000001,0.5471698113207547,1,0.4,0,0.4,0,N
32,32,D.DeRozan u4.5 Rebs,SBK5065,-135,1.35,D.DeRozan,Chicago Bulls,Cleveland Cavaliers,1,2.35,1.0,0.6428571428571429,1,0.8,1,0.7,1,N
