,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,1,P.George o2.5 Ast,Noto,-175,1.0,1.5714285714285714,Los Angeles Clippers,P.George,Denver Nuggets,1,0.5714285714285714,Y,0.6470588235294118,1,0.8,1,0.6,1
1,2,M.Christie o3.5 Rebs,SBK5065,-115,0.58,1.0843478260869563,Los Angeles Lakers,M.Christie,Philadelphia 76ers,0,0.5043478260869564,N,0.6666666666666666,1,0.8,1,0.7,1
2,3,D.Russell o14.5 Pts,SBK5065,-105,0.53,1.0347619047619048,Los Angeles Lakers,D.Russell,Philadelphia 76ers,0,0.5047619047619047,N,0.3333333333333333,0,0.4,0,0.4,0
3,4,P.Beverley o2.5 Rebs,SBK5065,130,0.65,1.495,Philadelphia 76ers,P.Beverley,Los Angeles Lakers,1,0.8449999999999999,Y,0.5294117647058824,1,0.4,0,0.6,1
4,5,A.Davis o23.5 Pts,the_degenerates,-104,1.04,2.04,Los Angeles Lakers,A.Davis,Philadelphia 76ers,0,1.0,N,0.5,0,0.4,0,0.4,0
5,6,D.Melton o22.5 Pts+Rebs+Ast,the_degenerates,-106,1.06,2.06,Philadelphia 76ers,D.Melton,Los Angeles Lakers,1,1.0,N,0.5625,1,0.6,1,0.4,0
6,7,D.Melton o13.5 Pts,cowhitchurch,-113,0.57,1.074424778761062,Philadelphia 76ers,D.Melton,Los Angeles Lakers,1,0.504424778761062,N,0.375,0,0.8,1,0.6,1
7,8,D.Melton o13.5 Pts,JoeDellera,-115,1.0,1.869565217391304,Philadelphia 76ers,D.Melton,Los Angeles Lakers,1,0.8695652173913042,N,0.4375,0,0.8,1,0.6,1
8,9,O.Yurtseven u1.5 Ast,SBK5065,-190,1.0,1.526315789473684,Utah Jazz,O.Yurtseven,New Orleans Pelicans,1,0.5263157894736841,N,0.4375,0,0.8,1,0.6,1
9,10,W.Kessler o1.5 Blk,SBK5065,-140,0.5,0.8571428571428572,Utah Jazz,W.Kessler,New Orleans Pelicans,1,0.3571428571428572,Y,1.0,1,1.0,1,1.0,1
10,11,W.Kessler o1.5 Blk,JoeDellera,-140,0.71,1.217142857142857,Utah Jazz,W.Kessler,New Orleans Pelicans,1,0.5071428571428571,Y,0.5555555555555556,1,1.0,1,0.5555555555555556,1
11,12,C.Cunningham o31.5 Pts+Ast,the_degenerates,-111,1.0,1.900900900900901,Detroit Pistons,C.Cunningham,Washington Wizards,1,0.900900900900901,Y,0.5555555555555556,1,1.0,1,0.5555555555555556,1
12,13,A.Thompson o8.5 Rebs,JoeDellera,-120,0.5,0.9166666666666669,Detroit Pistons,A.Thompson,Washington Wizards,1,0.4166666666666667,N,0.5,0,0.4,0,0.4,0
13,14,A.Thompson o8.5 Rebs,SBK5065,-120,0.8,1.4666666666666668,Detroit Pistons,A.Thompson,Washington Wizards,1,0.6666666666666667,N,0.5625,1,0.4,0,0.6,1
14,15,D.Ayton u11.5 Rebs,Noto,-115,1.15,2.1499999999999995,Portland Trail Blazers,D.Ayton,Indiana Pacers,0,0.9999999999999996,N,0.5625,1,0.4,0,0.6,1
