,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,R.Westbrook o5.5 Rebs,kylemurray03,103,1.0,2.03,Los Angeles Clippers,R.Westbrook,New York Knicks,0,1.0300000000000002,N,0.8,1,0.8,1,0.8,1
1,J.Harden o9.5 Ast,JoeDellera,1225,0.1,1.3250000000000002,Los Angeles Clippers,J.Harden,New York Knicks,0,1.225,N,0.0,0,0.0,0,0.0,0
2,J.Harden o7.5 Ast,JoeDellera,350,0.25,1.125,Los Angeles Clippers,J.Harden,New York Knicks,0,0.875,N,0.0,0,0.0,0,0.0,0
3,J.Harden o5.5 Ast,JoeDellera,-105,1.19,2.3233333333333333,Los Angeles Clippers,J.Harden,New York Knicks,0,1.1333333333333333,Y,1.0,1,1.0,1,1.0,1
4,K.Leonard o22.5 Pts,JoeDellera,-110,0.5,0.9545454545454546,Los Angeles Clippers,K.Leonard,New York Knicks,0,0.4545454545454546,N,0.6,1,0.6,1,0.6,1
5,J.Holiday o4.5 Rebs,SBK5065,-109,0.92,1.7640366972477066,Boston Celtics,J.Holiday,Minnesota Timberwolves,0,0.8440366972477066,Y,0.8,1,0.8,1,0.8,1
6,R.Gobert o11.5 Rebs,HPBasketball,105,0.53,1.0865,Minnesota Timberwolves,R.Gobert,Boston Celtics,1,0.5565,Y,0.8,1,0.8,1,0.8,1
7,K.Towns u34.5 Pts+Rebs+Ast,PropBetGuy,-120,1.0,1.8333333333333333,Minnesota Timberwolves,K.Towns,Boston Celtics,1,0.8333333333333335,Y,1.0,1,1.0,1,1.0,1
8,J.Tatum u29.5 Pts,JoeMetz,-110,1.1,2.1,Boston Celtics,J.Tatum,Minnesota Timberwolves,0,1.0,N,0.2,0,0.2,0,0.2,0
9,R.Gobert o14.5 Rebs,JoeDellera,400,0.4,2.0,Minnesota Timberwolves,R.Gobert,Boston Celtics,1,1.6,N,0.0,0,0.0,0,0.0,0
10,R.Gobert o11.5 Rebs,JoeDellera,105,1.05,2.1525,Minnesota Timberwolves,R.Gobert,Boston Celtics,1,1.1024999999999998,Y,0.8,1,0.8,1,0.8,1
11,A.Black u9.5 Pts,SBK5065,-130,0.77,1.3623076923076922,Orlando Magic,A.Black,Dallas Mavericks,1,0.5923076923076922,Y,0.75,1,0.75,1,0.75,1
12,K.Irving u7.5 Ast,kylemurray03,105,1.0,2.05,Dallas Mavericks,K.Irving,Orlando Magic,0,1.0499999999999998,N,0.75,1,0.75,1,0.75,1
13,L.Doncic u31.5 Pts,SportsBookBreakers,-115,1.04,1.9443478260869564,Dallas Mavericks,L.Doncic,Orlando Magic,0,0.9043478260869564,Y,0.3333333333333333,0,0.4,0,0.3333333333333333,0
14,D.Melton o1.5 Stl+Blk,HPBasketball,-120,0.6,1.1,Philadelphia 76ers,D.Melton,Washington Wizards,1,0.5000000000000001,N,1.0,1,1.0,1,1.0,1
15,K.Kuzma o5.5 Rebs,SBK5065,-132,0.5,0.8787878787878788,Washington Wizards,K.Kuzma,Philadelphia 76ers,0,0.3787878787878788,Y,0.4,0,0.4,0,0.4,0
16,J.Embiid o28.5 Pts,PropBomb,-114,1.0,1.8771929824561404,Philadelphia 76ers,J.Embiid,Washington Wizards,1,0.8771929824561404,Y,0.4,0,0.4,0,0.4,0
17,J.Embiid o40.5 Pts+Rebs,the_degenerates,-115,2.0,3.739130434782608,Philadelphia 76ers,J.Embiid,Washington Wizards,1,1.7391304347826084,Y,0.6,1,0.6,1,0.6,1
18,T.Maxey o21.5 Pts,kylemurray03,-135,0.74,1.288148148148148,Philadelphia 76ers,T.Maxey,Washington Wizards,1,0.548148148148148,Y,0.8,1,0.8,1,0.8,1
19,D.Melton o1.5 Stl+Blk,JoeDellera,-120,0.5,0.9166666666666669,Philadelphia 76ers,D.Melton,Washington Wizards,1,0.4166666666666667,N,1.0,1,1.0,1,1.0,1
20,D.Melton o1.5 Stl+Blk,SBK5065,-125,0.63,1.134,Philadelphia 76ers,D.Melton,Washington Wizards,1,0.5040000000000001,N,1.0,1,1.0,1,1.0,1
21,M.Porter o6.5 Rebs,HPBasketball,-105,0.5,0.9761904761904762,Denver Nuggets,M.Porter,New Orleans Pelicans,1,0.4761904761904761,Y,0.5714285714285714,1,0.4,0,0.5714285714285714,1
22,N.Jokic o50.5 Pts+Rebs+Ast,the_degenerates,-110,1.0,1.9090909090909087,Denver Nuggets,N.Jokic,New Orleans Pelicans,1,0.9090909090909092,Y,0.42857142857142855,0,0.4,0,0.42857142857142855,0
23,N.Jokic o21.5 Rebs+Ast,JoeDellera,-105,0.71,1.386190476190476,Denver Nuggets,N.Jokic,New Orleans Pelicans,1,0.676190476190476,Y,0.42857142857142855,0,0.4,0,0.42857142857142855,0
24,M.Bridges o21.5 Pts,JoeMetz,-103,1.0,1.970873786407767,Brooklyn Nets,M.Bridges,Milwaukee Bucks,1,0.970873786407767,Y,0.16666666666666666,0,0.2,0,0.16666666666666666,0
25,B.Simmons o8.5 Rebs,kylemurray03,-115,0.87,1.6265217391304347,Brooklyn Nets,B.Simmons,Milwaukee Bucks,1,0.7565217391304347,Y,1.0,1,1.0,1,1.0,1
26,C.Thomas o21.5 Pts,PropBetGuy,-113,1.0,1.8849557522123892,Brooklyn Nets,C.Thomas,Milwaukee Bucks,1,0.8849557522123894,Y,0.6666666666666666,1,0.6,1,0.6666666666666666,1
27,T.Herro o23.5 Pts,the_degenerates,-113,1.13,2.13,Miami Heat,T.Herro,Los Angeles Lakers,1,1.0,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
28,A.Thompson o7.5 Rebs,SBK5065,-120,0.6,1.1,Detroit Pistons,A.Thompson,Golden State Warriors,1,0.5000000000000001,N,0.5714285714285714,1,0.6,1,0.5714285714285714,1
29,C.Cunningham o5.5 Ast,kylemurray03,-139,1.0,1.7194244604316546,Detroit Pistons,C.Cunningham,Golden State Warriors,1,0.7194244604316546,N,0.7142857142857143,1,0.6,1,0.7142857142857143,1
30,N.Vucevic u32.5 Pts+Rebs+Ast,SBK5065,-120,0.5,0.9166666666666669,Chicago Bulls,N.Vucevic,Utah Jazz,1,0.4166666666666667,Y,0.7142857142857143,1,0.6,1,0.7142857142857143,1
31,N.Vucevic u32.5 Pts+Rebs+Ast,PropBetGuy,-125,1.0,1.8,Chicago Bulls,N.Vucevic,Utah Jazz,1,0.8,Y,0.7142857142857143,1,0.6,1,0.7142857142857143,1
