,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,J.Tatum o35.5 Pts+Ast,SBK5065,-115,0.5,0.934782608695652,Boston Celtics,J.Tatum,Atlanta Hawks,1,0.4347826086956521,Y,0.25,0,0.2,0,0.2,0
1,1,J.Tatum o35.5 Pts+Ast,JoeDellera,-115,0.87,1.6265217391304347,Boston Celtics,J.Tatum,Atlanta Hawks,1,0.7565217391304347,Y,0.25,0,0.2,0,0.2,0
2,2,J.Nurkic o3.5 Ast,JoeDellera,120,0.6,1.32,Phoenix Suns,J.Nurkic,New York Knicks,0,0.7200000000000001,Y,0.5625,1,0.4,0,0.6,1
3,3,J.Nurkic o3.5 Ast,SBK5065,120,0.6,1.32,Phoenix Suns,J.Nurkic,New York Knicks,0,0.7200000000000001,Y,0.5625,1,0.4,0,0.6,1
4,4,D.Booker o39.5 Pts+Rebs+Ast,the_degenerates,-115,1.0,1.869565217391304,Phoenix Suns,D.Booker,New York Knicks,0,0.8695652173913042,Y,0.75,1,0.6,1,0.75,1
5,5,L.Ball o39.5 Pts+Rebs+Ast,the_degenerates,-117,1.17,2.17,Charlotte Hornets,L.Ball,Orlando Magic,0,1.0,N,0.5714285714285714,1,1.0,1,0.8,1
6,6,L.Ball o33.5 Pts+Ast,PropBetGuy,-120,1.2,2.2,Charlotte Hornets,L.Ball,Orlando Magic,0,1.0000000000000002,N,0.5714285714285714,1,1.0,1,0.8,1
7,7,A.Edwards o30.5 Pts+Ast,cowhitchurch,-125,0.5,0.9,Minnesota Timberwolves,A.Edwards,Memphis Grizzlies,0,0.4,Y,0.5333333333333333,1,0.4,0,0.6,1
8,8,A.Edwards o30.5 Pts+Ast,JoeDellera,-120,0.42,0.77,Minnesota Timberwolves,A.Edwards,Memphis Grizzlies,0,0.35,Y,0.5333333333333333,1,0.4,0,0.6,1
9,9,J.Allen o22.5 Pts+Rebs,PropBetGuy,-120,1.2,2.2,Cleveland Cavaliers,J.Allen,Toronto Raptors,1,1.0000000000000002,N,0.1818181818181818,0,0.4,0,0.2,0
