,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Schroder o15.5 Pts,SBK5065,-115,0.58,1.0843478260869563,Toronto Raptors,D.Schroder,Washington Wizards,1,0.5043478260869564,N,0.4444444444444444,0,0.6,1,0.4444444444444444,0
1,S.Barnes o28.5 Pts+Rebs,the_degenerates,-120,1.2,2.2,Toronto Raptors,S.Barnes,Washington Wizards,1,1.0000000000000002,N,0.6666666666666666,1,0.6,1,0.6666666666666666,1
2,J.Poeltl o21.5 Pts+Rebs,the_degenerates,-118,2.36,4.359999999999999,Toronto Raptors,J.Poeltl,Washington Wizards,1,2.0,N,0.3333333333333333,0,0.4,0,0.3333333333333333,0
3,B.Coulibaly o10.5 Pts,JoeDellera,360,0.5,2.3,Washington Wizards,B.Coulibaly,Toronto Raptors,0,1.7999999999999998,N,0.1111111111111111,0,0.2,0,0.1111111111111111,0
4,B.Coulibaly o6.5 Pts,JoeDellera,-115,0.43,0.8039130434782608,Washington Wizards,B.Coulibaly,Toronto Raptors,0,0.3739130434782607,Y,0.5555555555555556,1,0.8,1,0.5555555555555556,1
5,B.Coulibaly o6.5 Pts,PropBetGuy,-115,1.0,1.869565217391304,Washington Wizards,B.Coulibaly,Toronto Raptors,0,0.8695652173913042,Y,0.5555555555555556,1,0.8,1,0.5555555555555556,1
6,S.Barnes o34.5 Pts+Rebs+Ast,cowhitchurch,-112,0.56,1.06,Toronto Raptors,S.Barnes,Washington Wizards,1,0.5,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
7,D.Avdija o20.5 Pts+Rebs+Ast,JoeMetz,-102,1.0,1.9803921568627447,Washington Wizards,D.Avdija,Toronto Raptors,0,0.9803921568627452,Y,0.6666666666666666,1,0.8,1,0.6666666666666666,1
8,S.Barnes o33.5 Pts+Rebs+Ast,JoeDellera,-113,1.0,1.8849557522123892,Toronto Raptors,S.Barnes,Washington Wizards,1,0.8849557522123894,N,0.7777777777777778,1,0.8,1,0.7777777777777778,1
9,S.Barnes o33.5 Pts+Rebs+Ast,PropBetGuy,-113,1.13,2.13,Toronto Raptors,S.Barnes,Washington Wizards,1,1.0,N,0.7777777777777778,1,0.8,1,0.7777777777777778,1
10,K.Huerter u17.5 Pts+Ast,SBK5065,-130,0.65,1.15,Sacramento Kings,K.Huerter,Cleveland Cavaliers,1,0.4999999999999999,N,0.75,1,0.6,1,0.75,1
11,D.Sabonis o31.5 Pts+Rebs,the_degenerates,-111,1.0,1.900900900900901,Sacramento Kings,D.Sabonis,Cleveland Cavaliers,1,0.900900900900901,Y,0.5,0,0.4,0,0.5,0
12,I.Quickley o12.5 Pts,SBK5065,-105,1.05,2.05,New York Knicks,I.Quickley,Boston Celtics,0,0.9999999999999998,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
13,J.Holiday o5.5 Rebs,Noto,101,1.01,2.0301,Boston Celtics,J.Holiday,New York Knicks,1,1.0201,Y,0.5555555555555556,1,0.6,1,0.5555555555555556,1
14,D.DeRozan u5.5 Ast,SBK5065,-135,0.68,1.1837037037037037,Chicago Bulls,D.DeRozan,Milwaukee Bucks,0,0.5037037037037037,N,0.7,1,0.6,1,0.7,1
15,K.Middleton u3.5 Ast,Noto,107,1.07,2.2149000000000005,Milwaukee Bucks,K.Middleton,Chicago Bulls,1,1.1449000000000005,Y,0.14285714285714285,0,0.2,0,0.14285714285714285,0
16,B.Lopez o10.5 Pts,cowhitchurch,-102,0.5,0.9901960784313726,Milwaukee Bucks,B.Lopez,Chicago Bulls,1,0.4901960784313726,Y,0.5555555555555556,1,0.4,0,0.5555555555555556,1
17,B.Lopez o10.5 Pts,JoeDellera,-115,0.5,0.934782608695652,Milwaukee Bucks,B.Lopez,Chicago Bulls,1,0.4347826086956521,Y,0.5555555555555556,1,0.4,0,0.5555555555555556,1
