,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Melton o9.5 Pts,kylemurray03,-125,0.8,1.4400000000000002,Philadelphia 76ers,D.Melton,Milwaukee Bucks,0,0.6400000000000001,Y,1.0,1,1.0,1,1.0,1
1,J.Embiid o28.5 Pts,kylemurray03,-130,1.0,1.7692307692307692,Philadelphia 76ers,J.Embiid,Milwaukee Bucks,0,0.7692307692307692,N,0.0,0,0.0,0,0.0,0
2,P.Reed o4.5 Pts,kylemurray03,135,1.0,2.35,Philadelphia 76ers,P.Reed,Milwaukee Bucks,0,1.35,N,0.0,0,0.0,0,0.0,0
3,G.Antetokounmpo o11.5 Rebs,SportsBookBreakers,100,1.5,3.0,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,1,1.5,Y,1.0,1,1.0,1,1.0,1
4,D.Melton o1.5 Stl+Blk,JoeDellera,-135,0.37,0.644074074074074,Philadelphia 76ers,D.Melton,Milwaukee Bucks,0,0.274074074074074,Y,1.0,1,1.0,1,1.0,1
5,D.Melton o1.5 Stl+Blk,SBK5065,-135,0.74,1.288148148148148,Philadelphia 76ers,D.Melton,Milwaukee Bucks,0,0.548148148148148,Y,1.0,1,1.0,1,1.0,1
6,G.Antetokounmpo o44.5 Pts+Rebs+Ast,the_degenerates,-105,1.05,2.05,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,1,0.9999999999999998,N,0.0,0,0.0,0,0.0,0
7,T.Maxey o22.5 Pts,cowhitchurch,136,0.68,1.6048000000000002,Philadelphia 76ers,T.Maxey,Milwaukee Bucks,0,0.9248000000000002,Y,1.0,1,1.0,1,1.0,1
8,G.Antetokounmpo o11.5 Rebs,cowhitchurch,100,0.5,1.0,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,1,0.5,Y,1.0,1,1.0,1,1.0,1
9,J.Embiid o4.5 Ast,cowhitchurch,-115,0.5,0.934782608695652,Philadelphia 76ers,J.Embiid,Milwaukee Bucks,0,0.4347826086956521,Y,1.0,1,1.0,1,1.0,1
10,D.Melton o1.5 Stl,HPBasketball,145,1.0,2.45,Philadelphia 76ers,D.Melton,Milwaukee Bucks,0,1.4500000000000002,Y,1.0,1,1.0,1,1.0,1
11,T.Harris o23.5 Pts+Rebs+Ast,GDAWG5000,-110,0.5,0.9545454545454546,Philadelphia 76ers,T.Harris,Milwaukee Bucks,0,0.4545454545454546,Y,1.0,1,1.0,1,1.0,1
12,J.Embiid o4.5 Ast,JoeDellera,-115,0.87,1.6265217391304347,Philadelphia 76ers,J.Embiid,Milwaukee Bucks,0,0.7565217391304347,Y,1.0,1,1.0,1,1.0,1
13,T.Maxey o4.5 Ast,SBK5065,-120,0.5,0.9166666666666669,Philadelphia 76ers,T.Maxey,Milwaukee Bucks,0,0.4166666666666667,Y,1.0,1,1.0,1,1.0,1
14,T.Maxey o4.5 Ast,JoeDellera,-120,0.21,0.385,Philadelphia 76ers,T.Maxey,Milwaukee Bucks,0,0.175,Y,1.0,1,1.0,1,1.0,1
15,T.Maxey o26.5 Pts+Ast,SBK5065,-110,0.5,0.9545454545454546,Philadelphia 76ers,T.Maxey,Milwaukee Bucks,0,0.4545454545454546,Y,1.0,1,1.0,1,1.0,1
16,T.Maxey o26.5 Pts+Ast,JoeDellera,-110,0.45,0.8590909090909091,Philadelphia 76ers,T.Maxey,Milwaukee Bucks,0,0.4090909090909091,Y,1.0,1,1.0,1,1.0,1
17,G.Antetokounmpo o10.5 Rebs,JoeDellera,-120,0.29,0.5316666666666666,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,1,0.2416666666666666,Y,1.0,1,1.0,1,1.0,1
18,G.Antetokounmpo o10.5 Rebs,PropBetGuy,-125,1.0,1.8,Milwaukee Bucks,G.Antetokounmpo,Philadelphia 76ers,1,0.8,Y,1.0,1,1.0,1,1.0,1
19,J.Okogie o4.5 Rebs,kylemurray03,110,1.1,2.3100000000000005,Phoenix Suns,J.Okogie,Los Angeles Lakers,0,1.2100000000000004,Y,1.0,1,1.0,1,1.0,1
20,J.Nurkic o8.5 Rebs,kylemurray03,-155,0.65,1.0693548387096774,Phoenix Suns,J.Nurkic,Los Angeles Lakers,0,0.4193548387096774,Y,1.0,1,1.0,1,1.0,1
21,D.Eubanks o5.5 Rebs,OldManWhoBets,-105,0.5,0.9761904761904762,Phoenix Suns,D.Eubanks,Los Angeles Lakers,0,0.4761904761904761,N,1.0,1,1.0,1,1.0,1
22,J.Nurkic o8.5 Rebs,OldManWhoBets,-134,0.37,0.6461194029850746,Phoenix Suns,J.Nurkic,Los Angeles Lakers,0,0.2761194029850746,Y,1.0,1,1.0,1,1.0,1
23,E.Gordon o13.5 Pts,PropBetGuy,-120,1.0,1.8333333333333333,Phoenix Suns,E.Gordon,Los Angeles Lakers,0,0.8333333333333335,Y,0.0,0,0.0,0,0.0,0
24,J.Nurkic o8.5 Rebs,cowhitchurch,-134,0.5,0.8731343283582089,Phoenix Suns,J.Nurkic,Los Angeles Lakers,0,0.3731343283582089,Y,1.0,1,1.0,1,1.0,1
25,J.Nurkic o8.5 Rebs,JoeDellera,-135,0.74,1.288148148148148,Phoenix Suns,J.Nurkic,Los Angeles Lakers,0,0.548148148148148,Y,1.0,1,1.0,1,1.0,1
