,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,C.Anthony o12.5 Pts,SBK5065,-105,0.53,1.0347619047619048,Orlando Magic,C.Anthony,Chicago Bulls,0,0.5047619047619047,N,0.5454545454545454,1,0.4,0,0.5,0
1,1,A.Drummond o4.5 Pts,SBK5065,-125,0.5,0.9,Chicago Bulls,A.Drummond,Orlando Magic,1,0.4,Y,0.75,1,0.6,1,0.7,1
2,2,I.Zubac o7.5 Rebs,SBK5065,-135,0.68,1.1837037037037037,Los Angeles Clippers,I.Zubac,Houston Rockets,1,0.5037037037037037,N,0.7,1,0.6,1,0.7,1
3,3,J.Green o19.5 Pts,the_degenerates,-108,1.0,1.925925925925926,Houston Rockets,J.Green,Los Angeles Clippers,0,0.925925925925926,Y,0.3333333333333333,0,0.2,0,0.3,0
4,4,M.Robinson o7.5 Pts,SBK5065,-125,0.63,1.134,New York Knicks,M.Robinson,Washington Wizards,0,0.5040000000000001,N,0.4545454545454545,0,0.6,1,0.5,0
5,5,B.Coulibaly o11.5 Pts+Rebs,PropBetGuy,-120,1.2,2.2,Washington Wizards,B.Coulibaly,New York Knicks,1,1.0000000000000002,N,0.6363636363636364,1,0.8,1,0.7,1
6,6,T.Maxey u26.5 Pts,PropBetGuy,-115,1.0,1.869565217391304,Philadelphia 76ers,T.Maxey,Atlanta Hawks,0,0.8695652173913042,Y,0.5454545454545454,1,0.4,0,0.6,1
7,7,T.Young o9.5 Ast,SportsBookBreakers,100,1.0,2.0,Atlanta Hawks,T.Young,Philadelphia 76ers,1,1.0,Y,0.7,1,0.8,1,0.7,1
8,8,M.Porter o17.5 Pts,SBK5065,-122,0.5,0.9098360655737704,Denver Nuggets,M.Porter,New Orleans Pelicans,0,0.4098360655737705,Y,0.4545454545454545,0,0.6,1,0.5,0
9,9,N.Jokic o12.5 Rebs,the_degenerates,-130,1.0,1.7692307692307692,Denver Nuggets,N.Jokic,New Orleans Pelicans,0,0.7692307692307692,Y,0.7272727272727273,1,1.0,1,0.7,1
10,10,N.Jokic o12.5 Rebs,cowhitchurch,100,1.25,2.5,Denver Nuggets,N.Jokic,New Orleans Pelicans,0,1.25,Y,0.7272727272727273,1,1.0,1,0.7,1
11,11,N.Jokic o12.5 Rebs,ChrisRaybon,-120,0.83,1.5216666666666667,Denver Nuggets,N.Jokic,New Orleans Pelicans,0,0.6916666666666668,Y,0.7272727272727273,1,1.0,1,0.7,1
12,12,A.Davis o23.5 Pts,PropBetGuy,-120,1.2,2.2,Los Angeles Lakers,A.Davis,Portland Trail Blazers,0,1.0000000000000002,N,0.5454545454545454,1,0.2,0,0.6,1
13,13,K.George o14.5 Pts,SBK5065,600,0.6,4.2,Utah Jazz,K.George,Phoenix Suns,1,3.6,Y,0.0909090909090909,0,0.2,0,0.1,0
14,14,K.George o8.5 Pts,SBK5065,-122,0.5,0.9098360655737704,Utah Jazz,K.George,Phoenix Suns,1,0.4098360655737705,Y,0.2727272727272727,0,0.2,0,0.3,0
15,15,J.Okogie u6.5 Pts,SBK5065,-120,0.5,0.9166666666666669,Phoenix Suns,J.Okogie,Utah Jazz,0,0.4166666666666667,Y,0.2727272727272727,0,0.2,0,0.3,0
16,16,M.Flynn o5.5 Pts,SBK5065,-120,0.6,1.1,Toronto Raptors,M.Flynn,Boston Celtics,1,0.5000000000000001,N,0.6363636363636364,1,0.8,1,0.7,1
17,17,J.Poeltl u8.5 Rebs,SBK5065,-105,0.71,1.386190476190476,Toronto Raptors,J.Poeltl,Boston Celtics,1,0.676190476190476,Y,0.4545454545454545,0,0.6,1,0.5,0
18,18,C.LeVert o4.5 Ast,TheBMatt,140,0.5,1.2,Cleveland Cavaliers,C.LeVert,Detroit Pistons,1,0.7,N,0.5,0,0.4,0,0.5,0
19,19,D.Sabonis o11.5 Rebs,JoeDellera,-130,1.0,1.7692307692307692,Sacramento Kings,D.Sabonis,San Antonio Spurs,0,0.7692307692307692,Y,0.6,1,0.4,0,0.6,1
