,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,A.Nembhard u7.5 Ast,SBK5065,-110,1.0,1.9090909090909087,Indiana Pacers,A.Nembhard,Miami Heat,0,0.9090909090909092,N,0.8571428571428571,1,1.0,1,0.9,1
1,1,T.McConnell o7.5 Rebs+Ast,SBK5065,-115,1.0,1.869565217391304,Indiana Pacers,T.McConnell,Miami Heat,0,0.8695652173913042,Y,0.3636363636363636,0,0.4,0,0.4,0
2,2,K.Love o5.5 Rebs,SBK5065,-130,1.0,1.7692307692307692,Miami Heat,K.Love,Indiana Pacers,1,0.7692307692307692,N,0.6923076923076923,1,1.0,1,0.7,1
3,4,D.Saric o10.5 Pts,SBK5065,-105,0.53,1.0347619047619048,Golden State Warriors,D.Saric,Los Angeles Clippers,0,0.5047619047619047,N,0.5,0,0.8,1,0.7,1
4,5,D.Saric o18.5 Pts+Rebs+Ast,SBK5065,-115,0.58,1.0843478260869563,Golden State Warriors,D.Saric,Los Angeles Clippers,0,0.5043478260869564,N,0.5263157894736842,1,0.8,1,0.7,1
5,6,A.Wiggins u20.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,Oklahoma City Thunder,A.Wiggins,Dallas Mavericks,0,1.0000000000000002,Y,0.5263157894736842,1,0.8,1,0.7,1
6,7,M.Conley u7.5 Ast,SBK5065,-135,1.0,1.7407407407407407,Minnesota Timberwolves,M.Conley,Charlotte Hornets,0,0.7407407407407407,N,1.0,1,1.0,1,1.0,1
7,8,M.Conley u7.5 Ast,kylemurray03,-120,1.0,1.8333333333333333,Minnesota Timberwolves,M.Conley,Charlotte Hornets,0,0.8333333333333335,N,0.6666666666666666,1,0.2,0,0.4,0
8,9,C.Johnson u15.5 Pts,SBK5065,-115,0.5,0.934782608695652,Brooklyn Nets,C.Johnson,Orlando Magic,1,0.4347826086956521,Y,0.6666666666666666,1,0.2,0,0.4,0
9,10,C.Johnson u15.5 Pts,PropBetGuy,-110,1.0,1.9090909090909087,Brooklyn Nets,C.Johnson,Orlando Magic,1,0.9090909090909092,Y,0.5454545454545454,1,0.4,0,0.5,0
10,11,T.Young o27.5 Pts,the_degenerates,-107,1.0,1.9345794392523368,Atlanta Hawks,T.Young,Milwaukee Bucks,0,0.9345794392523366,Y,0.5454545454545454,1,0.4,0,0.5,0
11,12,K.Middleton o3.5 Ast,kylemurray03,-115,1.0,1.869565217391304,Milwaukee Bucks,K.Middleton,Atlanta Hawks,1,0.8695652173913042,N,0.2941176470588235,0,0.6,1,0.5,0
12,13,M.Brogdon o27.5 Pts+Ast,kylemurray03,-110,0.91,1.7372727272727273,Portland Trail Blazers,M.Brogdon,Utah Jazz,0,0.8272727272727273,Y,0.6666666666666666,1,0.6,1,0.6,1
13,14,J.Grant o22.5 Pts,kylemurray03,-120,1.0,1.8333333333333333,Portland Trail Blazers,J.Grant,Utah Jazz,0,0.8333333333333335,N,0.3846153846153846,0,0.6,1,0.5,0
14,15,A.Davis o24.5 Pts,JoeDellera,-110,0.91,1.7372727272727273,Los Angeles Lakers,A.Davis,Houston Rockets,1,0.8272727272727273,Y,0.5555555555555556,1,0.6,1,0.6,1
15,16,A.Sengun o25.5 Pts+Ast,kylemurray03,-111,0.9,1.7108108108108109,Houston Rockets,A.Sengun,Los Angeles Lakers,0,0.8108108108108109,Y,0.5789473684210527,1,0.6,1,0.5,0
16,17,L.Doncic u35.5 Pts,SBK5065,-110,0.8,1.5272727272727271,Dallas Mavericks,L.Doncic,Oklahoma City Thunder,1,0.7272727272727273,N,0.6875,1,0.8,1,0.8,1
17,18,C.Holmgren o17.5 Pts,JoeDellera,-115,1.0,1.869565217391304,Oklahoma City Thunder,C.Holmgren,Dallas Mavericks,0,0.8695652173913042,N,0.8235294117647058,1,0.8,1,0.8,1
18,19,J.Nurkic u22.5 Pts+Rebs,SBK5065,-120,1.0,1.8333333333333333,Phoenix Suns,J.Nurkic,Memphis Grizzlies,1,0.8333333333333335,N,0.4444444444444444,0,0.6,1,0.5,0
19,20,J.Nurkic u13.5 Pts,SBK5065,-120,0.6,1.1,Phoenix Suns,J.Nurkic,Memphis Grizzlies,1,0.5000000000000001,N,0.5789473684210527,1,0.6,1,0.6,1
20,21,D.Fox o5.5 Ast,kylemurray03,-120,0.83,1.5216666666666667,Sacramento Kings,D.Fox,Denver Nuggets,1,0.6916666666666668,Y,0.5789473684210527,1,0.6,1,0.5,0
