,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,P.Siakam o32.5 Pts+Rebs+Ast,the_degenerates,-122,1.22,P.Siakam,Indiana Pacers,Golden State Warriors,1,2.22,1.0000000000000002,0.3636363636363636,0,0.4,0,0.4,0,N
1,1,J.Kuminga o20.5 Pts,PropBetGuy,-115,1.15,J.Kuminga,Golden State Warriors,Indiana Pacers,0,2.1499999999999995,0.9999999999999996,0.2340425531914893,0,0.6,1,0.7,1,N
2,2,T.Haliburton o7.5 Ast,JoeDellera,-140,1.0,T.Haliburton,Indiana Pacers,Golden State Warriors,1,1.7142857142857144,0.7142857142857144,0.8,1,0.2,0,0.4,0,Y
3,3,S.Curry o3.5 3pt M,JoeDellera,-135,0.75,S.Curry,Golden State Warriors,Indiana Pacers,0,1.3055555555555556,0.5555555555555556,0.7555555555555555,1,0.8,1,0.8,1,Y
4,4,S.Curry o3.5 3pt M,charliedisturco,-145,0.73,S.Curry,Golden State Warriors,Indiana Pacers,0,1.233448275862069,0.5034482758620691,0.7555555555555555,1,0.8,1,0.8,1,Y
5,5,S.Curry o4.5 3pt M,JoeDellera,160,0.25,S.Curry,Golden State Warriors,Indiana Pacers,0,0.65,0.4,0.5333333333333333,1,0.4,0,0.6,1,Y
6,6,D.Green o5.5 Rebs,kylemurray03,-120,1.2,D.Green,Golden State Warriors,Indiana Pacers,0,2.2,1.0000000000000002,0.5416666666666666,1,1.0,1,0.7,1,Y
7,7,M.McBride o2.5 3pt M,JoeDellera,-145,0.5,M.McBride,New York Knicks,Dallas Mavericks,1,0.8448275862068966,0.3448275862068966,0.1842105263157894,0,0.4,0,0.3,0,N
8,8,M.McBride o2.5 3pt M,SBK5065,-110,1.0,M.McBride,New York Knicks,Dallas Mavericks,1,1.9090909090909087,0.9090909090909092,0.1842105263157894,0,0.4,0,0.3,0,N
9,9,L.Doncic u9.5 Ast,JoeDellera,-115,1.0,L.Doncic,Dallas Mavericks,New York Knicks,0,1.869565217391304,0.8695652173913042,0.5348837209302325,1,0.4,0,0.5,0,N
10,10,M.McBride o3.5 3pt M,JoeDellera,220,0.25,M.McBride,New York Knicks,Dallas Mavericks,1,0.8,0.55,0.131578947368421,0,0.0,0,0.1,0,N
11,11,L.Doncic u9.5 Ast,SBK5065,100,1.0,L.Doncic,Dallas Mavericks,New York Knicks,0,2.0,1.0,0.5348837209302325,1,0.4,0,0.5,0,N
12,12,M.Porter o20.5 Pts+Rebs,the_degenerates,-105,1.05,M.Porter,Denver Nuggets,Los Angeles Lakers,0,2.05,0.9999999999999998,0.6470588235294118,1,0.6,1,0.6,1,Y
13,13,N.Jokic o11.5 Rebs,JoeDellera,-131,1.1,N.Jokic,Denver Nuggets,Los Angeles Lakers,0,1.9396946564885496,0.8396946564885497,0.5510204081632653,1,0.6,1,0.8,1,Y
14,14,B.Simmons o6.5 Rebs,kylemurray03,-140,2.8,B.Simmons,Brooklyn Nets,Cleveland Cavaliers,1,4.8,2.0,1.0,1,1.0,1,1.0,1,N
15,15,E.Mobley o7.5 Rebs,kylemurray03,-105,1.05,E.Mobley,Cleveland Cavaliers,Brooklyn Nets,0,2.05,0.9999999999999998,0.7692307692307693,1,0.8,1,0.8,1,Y
16,16,B.Simmons o12.5 Rebs+Ast,JoeDellera,-115,1.0,B.Simmons,Brooklyn Nets,Cleveland Cavaliers,1,1.869565217391304,0.8695652173913042,1.0,1,1.0,1,1.0,1,N
18,18,G.Antetokounmpo u53.5 Pts+Rebs+Ast,kylemurray03,-123,1.23,G.Antetokounmpo,Milwaukee Bucks,Minnesota Timberwolves,1,2.23,1.0,0.7551020408163265,1,0.8,1,0.7,1,Y
