,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,J.Harden o4.5 Rebs,kylemurray03,-130,0.77,1.3623076923076922,Los Angeles Clippers,J.Harden,New Orleans Pelicans,1,0.5923076923076922,Y,0.5,0,0.4,0,0.5,0
1,1,H.Jones o1.5 Stl,kylemurray03,-129,1.0,1.7751937984496124,New Orleans Pelicans,H.Jones,Los Angeles Clippers,0,0.7751937984496124,N,0.6666666666666666,1,0.8,1,0.8,1
2,2,P.George o8.5 Rebs+Ast,kylemurray03,-127,0.79,1.4120472440944882,Los Angeles Clippers,P.George,New Orleans Pelicans,1,0.6220472440944882,Y,0.6923076923076923,1,1.0,1,0.7,1
3,3,D.Sabonis o5.5 Ast,kylemurray03,-140,1.0,1.7142857142857144,Sacramento Kings,D.Sabonis,Minnesota Timberwolves,0,0.7142857142857144,N,0.7142857142857143,1,1.0,1,0.8,1
4,4,R.Gobert o11.5 Rebs,cowhitchurch,-115,1.15,2.1499999999999995,Minnesota Timberwolves,R.Gobert,Sacramento Kings,1,0.9999999999999996,N,0.5,0,0.2,0,0.3,0
5,5,R.Gobert o11.5 Rebs,SBK5065,-115,0.58,1.0843478260869563,Minnesota Timberwolves,R.Gobert,Sacramento Kings,1,0.5043478260869564,N,0.5,0,0.2,0,0.3,0
6,6,R.Gobert o11.5 Rebs,JoeDellera,-115,0.5,0.934782608695652,Minnesota Timberwolves,R.Gobert,Sacramento Kings,1,0.4347826086956521,N,0.5,0,0.2,0,0.3,0
7,7,R.Gobert o13.5 Rebs,JoeDellera,200,0.5,1.5,Minnesota Timberwolves,R.Gobert,Sacramento Kings,1,1.0,N,0.1428571428571428,0,0.0,0,0.1,0
8,8,R.Gobert o11.5 Rebs,PropBetGuy,-115,1.15,2.1499999999999995,Minnesota Timberwolves,R.Gobert,Sacramento Kings,1,0.9999999999999996,N,0.5,0,0.2,0,0.3,0
9,9,E.Gordon o12.5 Pts,SBK5065,-115,1.0,1.869565217391304,Phoenix Suns,E.Gordon,Memphis Grizzlies,0,0.8695652173913042,Y,0.7142857142857143,1,0.8,1,0.7,1
10,10,E.Gordon o12.5 Pts,JoeDellera,-105,0.95,1.8547619047619048,Phoenix Suns,E.Gordon,Memphis Grizzlies,0,0.9047619047619048,Y,0.7142857142857143,1,0.8,1,0.7,1
11,11,L.Shamet o6.5 Pts,SBK5065,-120,0.67,1.2283333333333335,Washington Wizards,L.Shamet,Milwaukee Bucks,0,0.5583333333333335,Y,0.6,1,0.4,0,0.6,1
12,12,D.Gafford o9.5 Pts,SBK5065,-125,0.63,1.134,Washington Wizards,D.Gafford,Milwaukee Bucks,0,0.5040000000000001,N,0.6666666666666666,1,1.0,1,0.7,1
13,13,K.Kuzma u5.5 Ast,SBK5065,-146,0.5,0.8424657534246576,Washington Wizards,K.Kuzma,Milwaukee Bucks,0,0.3424657534246575,Y,0.7857142857142857,1,0.6,1,0.8,1
14,14,K.Kuzma u5.5 Ast,kylemurray03,-135,0.74,1.288148148148148,Washington Wizards,K.Kuzma,Milwaukee Bucks,0,0.548148148148148,Y,0.7857142857142857,1,0.6,1,0.8,1
15,15,K.Kuzma u5.8 Ast,kylemurray03,-130,0.77,1.3623076923076922,Washington Wizards,K.Kuzma,Milwaukee Bucks,0,0.5923076923076922,Y,0.7857142857142857,1,0.6,1,0.8,1
16,16,K.Kuzma o28.5 Pts+Rebs,kylemurray03,-115,1.0,1.869565217391304,Washington Wizards,K.Kuzma,Milwaukee Bucks,0,0.8695652173913042,N,0.4285714285714285,0,0.4,0,0.4,0
17,17,J.Richardson u11.5 Pts,SBK5065,-125,0.63,1.134,Miami Heat,J.Richardson,New York Knicks,0,0.5040000000000001,N,0.75,1,0.8,1,0.7,1
18,18,B.Adebayo u10.5 Rebs,SBK5065,-130,1.0,1.7692307692307692,Miami Heat,B.Adebayo,New York Knicks,0,0.7692307692307692,N,0.4615384615384615,0,0.4,0,0.3,0
19,19,B.Adebayo u31.5 Pts+Rebs,JoeDellera,-120,0.6,1.1,Miami Heat,B.Adebayo,New York Knicks,0,0.5000000000000001,N,0.3076923076923077,0,0.2,0,0.2,0
