,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
20,20,C.Paul o7.5 Ast,SBK5065,-130,0.5,0.8846153846153846,Golden State Warriors,C.Paul,San Antonio Spurs,1,0.3846153846153846,Y,0.5,0,0.6,1,0.4,0
21,21,C.Paul u9.5 Ast,kylemurray03,-110,1.0,1.9090909090909087,Golden State Warriors,C.Paul,San Antonio Spurs,1,0.9090909090909092,N,0.75,1,0.6,1,0.8,1
22,22,A.Sengun o4.5 Ast,kylemurray03,-110,0.91,1.7372727272727273,Houston Rockets,A.Sengun,Denver Nuggets,1,0.8272727272727273,Y,0.6153846153846154,1,0.6,1,0.5,0
23,23,N.Jokic o8.5 Ast,kylemurray03,-150,1.0,1.6666666666666663,Denver Nuggets,N.Jokic,Houston Rockets,0,0.6666666666666665,N,0.6,1,0.6,1,0.7,1
24,24,N.Jokic o42.5 Pts+Rebs,the_degenerates,-110,1.0,1.9090909090909087,Denver Nuggets,N.Jokic,Houston Rockets,0,0.9090909090909092,Y,0.4666666666666667,0,0.4,0,0.7,1
25,25,P.Banchero o19.5 Pts,the_degenerates,100,1.0,2.0,Orlando Magic,P.Banchero,Boston Celtics,1,1.0,Y,0.4666666666666667,0,0.6,1,0.6,1
26,26,M.Bagley o12.5 Pts+Rebs,SBK5065,-115,1.15,2.1499999999999995,Detroit Pistons,M.Bagley,Indiana Pacers,0,0.9999999999999996,N,0.7333333333333333,1,0.6,1,0.6,1
27,27,M.Bagley o8.5 Pts,SBK5065,-115,0.58,1.0843478260869563,Detroit Pistons,M.Bagley,Indiana Pacers,0,0.5043478260869564,N,0.6666666666666666,1,0.6,1,0.6,1
28,28,A.Thompson o8.5 Rebs,PropBetGuy,-120,1.2,2.2,Detroit Pistons,A.Thompson,Indiana Pacers,0,1.0000000000000002,N,0.6,1,0.6,1,0.6,1
29,29,T.Haliburton o25.5 Pts,cowhitchurch,-105,1.0,1.9523809523809523,Indiana Pacers,T.Haliburton,Detroit Pistons,1,0.9523809523809524,Y,0.3846153846153846,0,0.6,1,0.5,0
30,30,D.Schroder o5.5 Ast,kylemurray03,-140,1.0,1.7142857142857144,Toronto Raptors,D.Schroder,Chicago Bulls,1,0.7142857142857144,N,0.6666666666666666,1,0.4,0,0.5,0
