,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,J.Hart o24.5 Pts+Rebs,the_degenerates,-108,1.08,J.Hart,New York Knicks,Philadelphia 76ers,1,2.08,1.0,0.2195121951219512,0,0.6,1,0.5,0,Y
1,1,J.Hart o10.5 Rebs,SBK5065,-122,0.61,J.Hart,New York Knicks,Philadelphia 76ers,1,1.11,0.5000000000000001,0.2804878048780488,0,0.6,1,0.4,0,Y
2,2,I.Hartenstein u2.5 Ast,GDAWG5000,102,0.5,I.Hartenstein,New York Knicks,Philadelphia 76ers,1,1.01,0.51,0.6052631578947368,1,0.2,0,0.3,0,N
3,3,I.Hartenstein u2.5 Ast,The_Oddsmaker,102,1.0,I.Hartenstein,New York Knicks,Philadelphia 76ers,1,2.02,1.02,0.6052631578947368,1,0.2,0,0.3,0,N
4,4,J.Brunson o30.5 Pts,charliedisturco,-115,0.58,J.Brunson,New York Knicks,Philadelphia 76ers,1,1.0843478260869563,0.5043478260869564,0.3974358974358974,0,0.6,1,0.6,1,N
5,5,J.Brunson o30.5 Pts,kylemurray03,-115,1.15,J.Brunson,New York Knicks,Philadelphia 76ers,1,2.1499999999999995,0.9999999999999996,0.3974358974358974,0,0.6,1,0.6,1,N
6,6,J.Brunson o2.5 3pt M,GreenDotDaily,-125,1.0,J.Brunson,New York Knicks,Philadelphia 76ers,1,1.8,0.8,0.4743589743589743,0,0.6,1,0.4,0,N
7,7,J.Embiid o30.5 Pts,gneiffer07,-102,1.02,J.Embiid,Philadelphia 76ers,New York Knicks,0,2.02,1.0,0.6829268292682927,1,0.4,0,0.4,0,Y
8,8,J.Embiid u16.5 Rebs+Ast,PropBetGuy,-122,1.22,J.Embiid,Philadelphia 76ers,New York Knicks,0,2.22,1.0000000000000002,0.4390243902439024,0,0.4,0,0.6,1,Y
9,9,J.Brunson o2.5 3pt M,GDAWG5000,-122,0.61,J.Brunson,New York Knicks,Philadelphia 76ers,1,1.11,0.5000000000000001,0.4743589743589743,0,0.6,1,0.4,0,N
10,10,M.Robinson o12.5 Pts+Rebs,JoeDellera,-129,1.29,M.Robinson,New York Knicks,Philadelphia 76ers,1,2.29,1.0,0.59375,1,0.4,0,0.3,0,N
13,13,L.James o25.5 Pts,the_degenerates,-105,1.05,L.James,Los Angeles Lakers,Denver Nuggets,0,2.05,0.9999999999999998,0.4324324324324324,0,0.8,1,0.5,0,Y
14,14,A.Reaves u4.5 Ast,GDAWG5000,-105,0.53,A.Reaves,Los Angeles Lakers,Denver Nuggets,0,1.0347619047619048,0.5047619047619047,0.4352941176470588,0,0.6,1,0.5,0,Y
15,15,A.Reaves u4.5 Ast,The_Oddsmaker,-105,1.05,A.Reaves,Los Angeles Lakers,Denver Nuggets,0,2.05,0.9999999999999998,0.4352941176470588,0,0.6,1,0.5,0,Y
16,16,A.Davis o12.5 Rebs,kylemurray03,-125,2.5,A.Davis,Los Angeles Lakers,Denver Nuggets,0,4.5,2.0,0.5569620253164557,1,0.6,1,0.7,1,N
17,17,A.Davis u0.5 3pt M,GreenDotDaily,-120,1.0,A.Davis,Los Angeles Lakers,Denver Nuggets,0,1.8333333333333333,0.8333333333333335,0.7215189873417721,1,0.8,1,0.7,1,Y
18,18,A.Davis o40.5 Pts+Rebs+Ast,gneiffer07,-108,1.08,A.Davis,Los Angeles Lakers,Denver Nuggets,0,2.08,1.0,0.5443037974683544,1,0.6,1,0.5,0,Y
19,19,A.Davis u0.5 3pt M,GDAWG5000,-112,0.56,A.Davis,Los Angeles Lakers,Denver Nuggets,0,1.06,0.5,0.7215189873417721,1,0.8,1,0.7,1,Y
20,20,M.Porter o6.5 Rebs,GDAWG5000,-115,0.58,M.Porter,Denver Nuggets,Los Angeles Lakers,1,1.0843478260869563,0.5043478260869564,0.5609756097560976,1,0.4,0,0.4,0,Y
21,21,M.Porter o6.5 Rebs,TheBMatt,-115,1.15,M.Porter,Denver Nuggets,Los Angeles Lakers,1,2.1499999999999995,0.9999999999999996,0.5609756097560976,1,0.4,0,0.4,0,Y
22,22,C.LeVert o11.5 Pts+Ast,kylemurray03,-122,1.22,C.LeVert,Cleveland Cavaliers,Orlando Magic,1,2.22,1.0000000000000002,0.7971014492753623,1,0.8,1,0.9,1,N
23,23,W.Carter u12.5 Pts+Rebs+Ast,GDAWG5000,-125,0.63,W.Carter,Orlando Magic,Cleveland Cavaliers,0,1.134,0.5040000000000001,0.1964285714285714,0,0.8,1,0.4,0,N
24,24,W.Carter u12.5 Pts+Rebs+Ast,PropBomb,-125,1.25,W.Carter,Orlando Magic,Cleveland Cavaliers,0,2.25,1.0,0.1964285714285714,0,0.8,1,0.4,0,N
25,25,D.Garland o15.5 Pts,gneiffer07,-125,1.25,D.Garland,Cleveland Cavaliers,Orlando Magic,1,2.25,1.0,0.5517241379310345,1,0.8,1,0.4,0,N
26,26,F.Wagner o3.5 Ast,JoeDellera,130,1.0,F.Wagner,Orlando Magic,Cleveland Cavaliers,0,2.3,1.2999999999999998,0.4794520547945205,0,0.0,0,0.2,0,N
