,Unnamed: 0,Play,Expert,Odds,Units,Payout,Teams,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,D.Lillard u26.5 Pts,SBK5065,-120,0.5,0.9166666666666669,Milwaukee Bucks,D.Lillard,Chicago Bulls,0,0.4166666666666667,Y,0.375,0,0.2,0,0.2,0
1,1,D.Lillard u26.5 Pts,PropBomb,-125,1.0,1.8,Milwaukee Bucks,D.Lillard,Chicago Bulls,0,0.8,Y,0.375,0,0.2,0,0.2,0
2,2,M.Beasley o14.5 Pts+Rebs,SBK5065,-104,0.77,1.5103846153846154,Milwaukee Bucks,M.Beasley,Chicago Bulls,0,0.7403846153846154,Y,0.5555555555555556,1,0.8,1,0.6,1
3,3,K.Middleton o3.5 Ast,kylemurray03,-115,1.0,1.869565217391304,Milwaukee Bucks,K.Middleton,Chicago Bulls,0,0.8695652173913042,N,0.7142857142857143,1,0.6,1,0.7,1
4,4,N.Reid u5.5 Rebs,SBK5065,-115,0.87,1.6265217391304347,Minnesota Timberwolves,N.Reid,Utah Jazz,1,0.7565217391304347,Y,0.7647058823529411,1,0.6,1,0.7,1
5,5,T.Haliburton o10.5 Ast,kylemurray03,-135,1.0,1.7407407407407407,Indiana Pacers,T.Haliburton,Miami Heat,0,0.7407407407407407,N,0.6666666666666666,1,0.4,0,0.5,0
6,6,O.Toppin u15.5 Pts+Rebs,PropBetGuy,-115,1.15,2.1499999999999995,Indiana Pacers,O.Toppin,Miami Heat,0,0.9999999999999996,N,0.6875,1,0.4,0,0.5,0
7,7,D.Sharpe u6.5 Pts,SBK5065,-130,0.65,1.15,Brooklyn Nets,D.Sharpe,Charlotte Hornets,1,0.4999999999999999,N,0.6470588235294118,1,0.8,1,0.6,1
8,11,M.Williams o9.5 Rebs,kylemurray03,-110,0.91,1.7372727272727273,Charlotte Hornets,M.Williams,Brooklyn Nets,0,0.8272727272727273,Y,0.4,0,0.8,1,0.4,0
9,12,S.Curry o4.5 Rebs,kylemurray03,-113,0.88,1.6587610619469026,Golden State Warriors,S.Curry,Los Angeles Clippers,1,0.7787610619469026,Y,0.4,0,0.8,1,0.4,0
10,13,S.Curry o4.5 Ast,JoeDellera,-139,0.72,1.2379856115107912,Golden State Warriors,S.Curry,Los Angeles Clippers,1,0.5179856115107913,Y,0.4,0,0.8,1,0.4,0
11,14,S.Curry o5.5 Ast,JoeDellera,135,0.41,0.9635,Golden State Warriors,S.Curry,Los Angeles Clippers,1,0.5535000000000001,Y,0.4375,0,0.6,1,0.5,0
12,15,J.Duren o1.5 Ast,SBK5065,-135,0.5,0.8703703703703703,Detroit Pistons,J.Duren,New York Knicks,0,0.3703703703703703,Y,0.625,1,0.6,1,0.5,0
13,16,J.Randle o21.5 Pts,SportsBookBreakers,-115,1.04,1.9443478260869564,New York Knicks,J.Randle,Detroit Pistons,1,0.9043478260869564,Y,0.375,0,0.6,1,0.3,0
14,17,C.Holmgren o25.5 Pts+Rebs,the_degenerates,-110,1.1,2.1,Oklahoma City Thunder,C.Holmgren,Los Angeles Lakers,1,1.0,N,0.3125,0,0.6,1,0.3,0
15,18,M.Strus o20.5 Pts+Rebs+Ast,the_degenerates,-120,1.2,2.2,Cleveland Cavaliers,M.Strus,Portland Trail Blazers,1,1.0000000000000002,N,0.7272727272727273,1,0.8,1,0.7,1
16,19,J.Grant o23.5 Pts+Ast,kylemurray03,-115,1.0,1.869565217391304,Portland Trail Blazers,J.Grant,Cleveland Cavaliers,0,0.8695652173913042,N,0.4705882352941176,0,0.4,0,0.7,1
