,Unnamed: 0,Play,Expert,Odds,Units,Name,Teams,Opponent,Hmcrt_adv,Payout,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,J.Smith o8.5 Rebs,SBK5065,-132,0.5,J.Smith,Houston Rockets,Atlanta Hawks,1,0.8787878787878788,0.3787878787878788,0.5,0,0.6,1,0.7,1,Y
1,1,T.Young u30.5 Pts,SBK5065,-125,0.5,T.Young,Atlanta Hawks,Houston Rockets,0,0.9,0.4,0.5833333333333334,1,0.2,0,0.3,0,Y
2,2,T.Young u43.5 Pts+Rebs+Ast,PropBetGuy,-110,1.1,T.Young,Atlanta Hawks,Houston Rockets,0,2.1,1.0,0.5833333333333334,1,0.2,0,0.3,0,N
3,3,J.Green u19.5 Pts,SBK5065,-104,0.5,J.Green,Houston Rockets,Atlanta Hawks,1,0.9807692307692308,0.4807692307692308,0.7659574468085106,1,1.0,1,1.0,1,Y
4,4,T.Young o9.5 Ast,SportsBookBreakers,-133,1.02,T.Young,Atlanta Hawks,Houston Rockets,0,1.7869172932330828,0.7669172932330828,0.6666666666666666,1,0.8,1,0.7,1,Y
5,5,D.Fox o29.5 Pts,GarageGuyChase,-115,1.15,D.Fox,Sacramento Kings,Boston Celtics,1,2.1499999999999995,0.9999999999999996,0.5263157894736842,1,0.6,1,0.6,1,N
6,6,J.Holiday o6.5 Rebs,GarageGuyChase,-115,1.0,J.Holiday,Boston Celtics,Sacramento Kings,0,1.869565217391304,0.8695652173913042,0.4583333333333333,0,0.2,0,0.3,0,Y
7,7,H.Barnes o3.5 Rebs,GarageGuyChase,105,1.05,H.Barnes,Sacramento Kings,Boston Celtics,1,2.1525,1.1024999999999998,0.52,1,0.2,0,0.5,0,Y
8,8,D.White o17.5 Pts,GarageGuyChase,-125,1.0,D.White,Boston Celtics,Sacramento Kings,0,1.8,0.8,0.391304347826087,0,0.4,0,0.5,0,Y
9,9,K.Porzingis u8.5 Rebs,SBK5065,-104,0.7,K.Porzingis,Boston Celtics,Sacramento Kings,0,1.373076923076923,0.6730769230769231,0.7894736842105263,1,0.6,1,0.7,1,N
10,10,J.Brown o9.5 Rebs,JoeDellera,900,0.15,J.Brown,Boston Celtics,Sacramento Kings,0,1.5,1.35,0.0,0,0.0,0,0.0,0,N
11,11,J.Brown o5.5 Rebs,JoeDellera,-115,0.5,J.Brown,Boston Celtics,Sacramento Kings,0,0.934782608695652,0.4347826086956521,0.4,0,0.2,0,0.4,0,N
12,12,D.Fox o29.5 Pts,the_degenerates,-108,1.08,D.Fox,Sacramento Kings,Boston Celtics,1,2.08,1.0,0.5263157894736842,1,0.6,1,0.6,1,N
13,13,D.Sabonis o38.5 Pts+Rebs+Ast,cowhitchurch,-120,0.6,D.Sabonis,Sacramento Kings,Boston Celtics,1,1.1,0.5000000000000001,0.56,1,0.6,1,0.5,0,N
14,14,D.Sabonis o38.5 Pts+Rebs+Ast,JoeDellera,-115,1.15,D.Sabonis,Sacramento Kings,Boston Celtics,1,2.1499999999999995,0.9999999999999996,0.56,1,0.6,1,0.5,0,N
