,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,5,5,J.Embiid o3.5 Ast,NicholaskMartin,125,0.75,1.6875,0,Philadelphia 76ers,J.Embiid,Boston Celtics,0,0.9375
1,6,6,J.Embiid o4.5 Ast,JoeDellera,290,0.25,0.975,0,Philadelphia 76ers,J.Embiid,Boston Celtics,0,0.725
2,8,8,J.Embiid o3.5 Ast,SBK5065,140,0.5,1.2,0,Philadelphia 76ers,J.Embiid,Boston Celtics,0,0.7
3,9,9,J.Embiid o3.5 Ast,JoeDellera,140,1.2,2.88,0,Philadelphia 76ers,J.Embiid,Boston Celtics,0,1.68
