Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
K.Porzingis o23.5 Pts+Rebs,Rotowire Sleeper,Boston Celtics,Orlando Magic,0.0,0.7777777777777778,1,0.8,1,0.7777777777777778,1,100,1.5,3.0,1.5,K.Porzingis
J.Jackson o23.5 Pts+Rebs,Rotowire Sleeper,Memphis Grizzlies,Los Angeles Clippers,1.0,0.7037037037037037,1,0.6,1,0.6,1,100,1.5,3.0,1.5,J.Jackson
J.Grant o17.5 Pts+Rebs,Rotowire Sleeper,Portland Trail Blazers,Dallas Mavericks,0.0,0.6153846153846154,1,0.6,1,0.6,1,100,1.5,3.0,1.5,J.Grant
J.Johnson o27.5 Pts+Rebs,PlayerPropSavant_duplicate,Atlanta Hawks,Minnesota Timberwolves,1.0,0.6296296296296297,1,0.4,0,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,J.Johnson
A.Gordon o18.5 Pts+Rebs,Rotowire Sleeper,Denver Nuggets,Phoenix Suns,1.0,0.6,1,0.6,1,0.5,0,100,1.5,3.0,1.5,A.Gordon
G.Antetokounmpo o44.5 Pts+Rebs,the_degenerates,Milwaukee Bucks,Chicago Bulls,0.0,0.5,0,0.6,1,0.5,0,-120,1.2,2.2,1.0000000000000002,G.Antetokounmpo
A.Wiggins o19.5 Pts+Rebs,Rotowire Sleeper_duplicate,Golden State Warriors,Indiana Pacers,1.0,0.6086956521739131,1,0.6,1,0.7,1,100,1.5,3.0,1.5,A.Wiggins
M.Turner o21.5 Pts+Rebs,Rotowire Prizepicks,Indiana Pacers,Golden State Warriors,0.0,0.4444444444444444,0,0.2,0,0.3,0,100,1.5,3.0,1.5,M.Turner
A.Gordon o19.5 Pts+Rebs,Rotowire Sleeper,Denver Nuggets,Phoenix Suns,1.0,0.6,1,0.6,1,0.5,0,100,1.5,3.0,1.5,A.Gordon
B.Mathurin o20.5 Pts+Rebs,Rotowire Prizepicks,Indiana Pacers,Golden State Warriors,0.0,0.5862068965517241,1,0.0,0,0.2,0,100,1.5,3.0,1.5,B.Mathurin
P.Watson o9.5 Pts+Rebs,Rotowire Prizepicks,Denver Nuggets,Phoenix Suns,1.0,0.6153846153846154,1,0.8,1,0.6,1,100,1.5,3.0,1.5,P.Watson
J.Strawther o10.5 Pts+Rebs,ThePropfessor_,Denver Nuggets,Phoenix Suns,1.0,0.5384615384615384,1,0.8,1,0.6,1,-113,1.13,2.13,1.0,J.Strawther
