,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,S.Curry o23.5 Pts,LinesAtLunch,Charlotte Hornets,Miami Heat,1,0.0,0,0.0,0,0.0,0,-112.0,1.12,2.12,1.0,S.Curry,N,3.0
1,S.Curry o23.5 Pts,sandyplashkes,Charlotte Hornets,Miami Heat,1,0.0,0,0.0,0,0.0,0,-112.0,1.12,2.12,1.0,S.Curry,N,3.0
2,J.Williams o11.5 Rebs+Ast,Mjaybrxd,Oklahoma City Thunder,Golden State Warriors,0,0.4705882352941176,0,0.4,0,0.5,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,J.Williams,Y,13.0
3,I.Hartenstein o23.5 Pts+Rebs+Ast,JoeDellera,Oklahoma City Thunder,Golden State Warriors,0,1.0,1,1.0,1,1.0,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,I.Hartenstein,Y,31.0
4,I.Hartenstein o9.5 Rebs,Theotherbabs,Oklahoma City Thunder,Golden State Warriors,0,1.0,1,1.0,1,1.0,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,I.Hartenstein,Y,14.0
5,J.Williams u2.5 3pt M,PvB_Bets,Oklahoma City Thunder,Golden State Warriors,0,0.5294117647058824,1,0.4,0,0.5,0,-130.0,1.0,1.7692307692307692,0.7692307692307692,J.Williams,Y,2.0
6,I.Hartenstein o12.5 Rebs+Ast,ThePropfessor_,Oklahoma City Thunder,Golden State Warriors,0,1.0,1,1.0,1,1.0,1,-117.0,1.17,2.17,1.0,I.Hartenstein,Y,17.0
7,I.Hartenstein o14.5 Rebs,therocketplays,Oklahoma City Thunder,Golden State Warriors,0,0.0,0,0.0,0,0.0,0,750.0,0.25,2.125,1.875,I.Hartenstein,N,14.0
8,I.Hartenstein o9.5 Rebs,therocketplays,Oklahoma City Thunder,Golden State Warriors,0,1.0,1,1.0,1,1.0,1,-105.0,1.05,2.05,0.9999999999999998,I.Hartenstein,Y,14.0
9,I.Hartenstein o9.5 Rebs,Markus_Markets,Oklahoma City Thunder,Golden State Warriors,0,1.0,1,1.0,1,1.0,1,105.0,1.0,2.05,1.0499999999999998,I.Hartenstein,Y,14.0
10,J.Allen u15.5 Pts,PropBomb,Cleveland Cavaliers,Atlanta Hawks,1,0.5555555555555556,1,0.2,0,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Allen,N,17.0
11,D.Garland o30.5 Pts+Rebs+Ast,LinesAtLunch,Cleveland Cavaliers,Atlanta Hawks,1,0.4117647058823529,0,0.6,1,0.5,0,-112.0,1.12,2.12,1.0,D.Garland,N,28.0
12,D.Garland o30.5 Pts+Rebs+Ast,sandyplashkes,Cleveland Cavaliers,Atlanta Hawks,1,0.4117647058823529,0,0.6,1,0.5,0,-112.0,1.12,2.12,1.0,D.Garland,N,28.0
13,E.Mobley o17.5 Pts,Mjaybrxd,Cleveland Cavaliers,Atlanta Hawks,1,0.3529411764705882,0,0.4,0,0.4,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,E.Mobley,Y,22.0
14,E.Mobley o17.5 Pts,RoyalsProps,Cleveland Cavaliers,Atlanta Hawks,1,0.3529411764705882,0,0.4,0,0.4,0,100.0,0.75,1.5,0.75,E.Mobley,Y,22.0
15,J.Jackson o1.5 3pt M,ThePropfessor_,Memphis Grizzlies,Detroit Pistons,1,0.6875,1,1.0,1,0.8,1,-125.0,1.25,2.25,1.0,J.Jackson,N,0.0
16,T.Hardaway u4.5 Rebs+Ast,Markus_Markets,Detroit Pistons,Memphis Grizzlies,0,0.8125,1,1.0,1,0.7,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,T.Hardaway,N,7.0
17,D.Bane o24.5 Pts+Rebs,JoeDellera,Memphis Grizzlies,Detroit Pistons,1,0.2727272727272727,0,0.2,0,0.2,0,-113.0,1.0,1.8849557522123888,0.8849557522123894,D.Bane,N,9.0
18,T.Hardaway u2.5 Rebs,JoeDellera,Detroit Pistons,Memphis Grizzlies,0,0.75,1,1.0,1,0.7,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,T.Hardaway,N,4.0
19,J.Jackson o20.5 Pts,therocketplays,Memphis Grizzlies,Detroit Pistons,1,0.5,0,0.6,1,0.6,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Jackson,N,12.0
20,L.Ball u32.5 Pts,LinesAtLunch,Charlotte Hornets,Miami Heat,1,0.5294117647058824,1,0.4,0,0.5,0,-112.0,1.12,2.12,1.0,L.Ball,Y,32.0
21,L.Ball u32.5 Pts,sandyplashkes,Charlotte Hornets,Miami Heat,1,0.5294117647058824,1,0.4,0,0.5,0,-112.0,1.12,2.12,1.0,L.Ball,Y,32.0
22,T.Herro o22.5 Pts,Mjaybrxd,Miami Heat,Charlotte Hornets,0,0.4666666666666667,0,0.2,0,0.6,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,T.Herro,Y,27.0
23,T.Maxey o27.5 Pts+Ast,Theotherbabs,Philadelphia 76ers,Houston Rockets,1,0.7,1,0.4,0,0.7,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,T.Maxey,Y,49.0
24,J.McCain o20.5 Pts,gneiffer07,Philadelphia 76ers,Houston Rockets,1,0.3125,0,0.4,0,0.5,0,-105.0,1.05,2.05,0.9999999999999998,J.McCain,N,15.0
25,T.Maxey o22.5 Pts,gneiffer07,Philadelphia 76ers,Houston Rockets,1,0.7,1,0.4,0,0.7,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,T.Maxey,Y,39.0
26,J.Brunson o32.5 Pts+Ast,JoeDellera,New York Knicks,Dallas Mavericks,0,0.4117647058823529,0,0.6,1,0.5,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,J.Brunson,Y,44.0
27,M.Bridges o15.5 Pts,RoyalsProps,New York Knicks,Dallas Mavericks,0,0.5294117647058824,1,0.4,0,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,M.Bridges,Y,20.0
28,M.McBride o8.5 Pts,Markus_Markets,New York Knicks,Dallas Mavericks,0,0.6666666666666666,1,0.6,1,0.7,1,-125.0,1.0,1.8,0.8,M.McBride,N,5.0
29,J.Poeltl o26.5 Pts+Rebs,Mjaybrxd,Toronto Raptors,New Orleans Pelicans,0,0.5555555555555556,1,0.8,1,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Poeltl,N,10.0
30,D.Booker u28.5 Pts,MoneylineHacks,Phoenix Suns,Brooklyn Nets,1,0.7058823529411765,1,0.6,1,0.7,1,-105.0,1.0,1.9523809523809523,0.9523809523809524,D.Booker,N,31.0
31,B.Mathurin o18.5 Pts,RoyalsProps,Indiana Pacers,Portland Trail Blazers,1,0.6111111111111112,1,0.4,0,0.6,1,-113.0,1.13,2.13,1.0,B.Mathurin,Y,24.0
32,N.Vucevic o16.5 Pts,gneiffer07,Chicago Bulls,Orlando Magic,0,0.8421052631578947,1,0.8,1,0.8,1,-110.0,1.1,2.1,1.0,N.Vucevic,Y,19.0
33,D.Sabonis o36.5 Pts+Rebs+Ast,gneiffer07,Sacramento Kings,Minnesota Timberwolves,0,0.6875,1,0.6,1,0.8,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,D.Sabonis,Y,44.0
