,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,M.Turner o23.5 Pts+Rebs+Ast,CamIsMoney18,Indiana Pacers,San Antonio Spurs,1.0,0.475,0,0.6,1,0.6,1,-105.0,1.0,1.9523809523809523,0.9523809523809524,M.Turner,N,17.0
1,T.Haliburton o12.5 Rebs+Ast,LinesAtLunch,Indiana Pacers,San Antonio Spurs,1.0,0.5238095238095238,1,0.4,0,0.6,1,-120.0,1.2,2.2,1.0000000000000002,T.Haliburton,N,9.0
2,T.Haliburton o12.5 Rebs+Ast,sandyplashkes,Indiana Pacers,San Antonio Spurs,1.0,0.5238095238095238,1,0.4,0,0.6,1,-120.0,1.2,2.2,1.0000000000000002,T.Haliburton,N,9.0
3,V.Wembanyama o26.5 Pts,JoeDellera,San Antonio Spurs,Indiana Pacers,0.0,0.3611111111111111,0,0.0,0,0.3,0,-115.0,1.0,1.869565217391304,0.8695652173913042,V.Wembanyama,Y,30.0
4,M.Turner o15.5 Pts+Ast,ThePropfessor_,Indiana Pacers,San Antonio Spurs,1.0,0.575,1,0.8,1,0.8,1,-120.0,1.2,2.2,1.0000000000000002,M.Turner,N,14.0
5,T.Young o26.5 Pts,LinesAtLunch,Atlanta Hawks,Toronto Raptors,1.0,0.375,0,0.6,1,0.6,1,100.0,1.0,2.0,1.0,T.Young,N,18.0
6,T.Young o26.5 Pts,sandyplashkes,Atlanta Hawks,Toronto Raptors,1.0,0.375,0,0.6,1,0.6,1,100.0,1.0,2.0,1.0,T.Young,N,18.0
7,N.Jokic o21.5 Rebs+Ast,CamIsMoney18,Denver Nuggets,Sacramento Kings,1.0,0.6756756756756757,1,1.0,1,0.9,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,N.Jokic,Y,39.0
8,D.Fox o33.5 Pts+Rebs+Ast,LinesAtLunch,Sacramento Kings,Denver Nuggets,0.0,0.65,1,0.4,0,0.6,1,-112.0,1.12,2.12,1.0,D.Fox,N,28.0
9,D.Fox o33.5 Pts+Rebs+Ast,sandyplashkes,Sacramento Kings,Denver Nuggets,0.0,0.65,1,0.4,0,0.6,1,-112.0,1.12,2.12,1.0,D.Fox,N,28.0
10,G.Antetokounmpo o12.5 Rebs,LinesAtLunch,Milwaukee Bucks,Miami Heat,1.0,0.4285714285714285,0,0.6,1,0.6,1,-119.0,1.19,2.19,1.0,G.Antetokounmpo,N,12.0
11,K.Ellis o8.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Denver Nuggets,0.0,0.6585365853658537,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,K.Ellis,Y,14.0
12,K.Porzingis o24.5 Pts+Rebs,Rotowire Sleeper,Boston Celtics,Los Angeles Lakers,0.0,0.7368421052631579,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,K.Porzingis,Y,29.0
13,C.Paul o12.5 Pts+Rebs,Rotowire Prizepicks,San Antonio Spurs,Indiana Pacers,0.0,0.6097560975609756,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Paul,N,11.0
14,M.Turner o21.5 Pts+Rebs,Rotowire Prizepicks,Indiana Pacers,San Antonio Spurs,1.0,0.525,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,M.Turner,N,17.0
15,M.Turner o22.5 Pts+Rebs+Ast,Rotowire Sleeper,Indiana Pacers,San Antonio Spurs,1.0,0.5,0,0.6,1,0.6,1,100.0,1.5,3.0,1.5,M.Turner,N,17.0
16,N.Jokic o21.5 Rebs+Ast,ThePropfessor_,Denver Nuggets,Sacramento Kings,1.0,0.6756756756756757,1,1.0,1,0.9,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,N.Jokic,Y,39.0
17,I.Zubac o13.5 Pts,JoeDellera,Los Angeles Clippers,Washington Wizards,1.0,0.5853658536585366,1,0.4,0,0.5,0,-125.0,1.0,1.8,0.8,I.Zubac,N,11.0
18,K.Irving o4.5 Rebs,Rotowire Prizepicks,Dallas Mavericks,Oklahoma City Thunder,0.0,0.4705882352941176,0,0.4,0,0.3,0,100.0,1.5,3.0,1.5,K.Irving,N,3.0
19,D.Sabonis o13.5 Rebs,Rotowire Prizepicks,Sacramento Kings,Denver Nuggets,0.0,0.475,0,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.Sabonis,Y,19.0
20,L.James o6.5 Rebs,JoeDellera,Los Angeles Lakers,Boston Celtics,1.0,0.5526315789473685,1,0.4,0,0.4,0,-115.0,1.0,1.869565217391304,0.8695652173913042,L.James,Y,14.0
21,K.Porzingis o17.5 Pts,Rotowire Sleeper,Boston Celtics,Los Angeles Lakers,0.0,0.7368421052631579,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,K.Porzingis,Y,22.0
22,S.Gilgeous-Alexander o36.5 Pts+Ast,Rotowire Prizepicks,Oklahoma City Thunder,Dallas Mavericks,1.0,0.5476190476190477,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,S.Gilgeous-Alexander,Y,38.0
23,M.Monk o27.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Denver Nuggets,0.0,0.5142857142857142,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,M.Monk,N,24.0
24,D.Vassell o17.5 Pts,ABonARoll,San Antonio Spurs,Indiana Pacers,0.0,0.4615384615384615,0,0.8,1,0.7,1,-128.0,1.0,1.78125,0.78125,D.Vassell,Y,25.0
25,S.Castle o12.5 Pts,Brinson,San Antonio Spurs,Indiana Pacers,0.0,0.35,0,0.6,1,0.4,0,-105.0,1.05,2.05,0.9999999999999998,S.Castle,N,9.0
26,M.Turner o14.5 Pts,the_degenerates,Indiana Pacers,San Antonio Spurs,1.0,0.5,0,0.8,1,0.7,1,-120.0,1.2,2.2,1.0000000000000002,M.Turner,N,14.0
