,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,K.Oubre o14.5 Pts,therocketplays,Philadelphia 76ers,Charlotte Hornets,0.0,0.217391304347826,0,0.2,0,0.1,0,-106.0,1.06,2.06,1.0,K.Oubre,Y,19.0
1,G.Yabusele o19.5 Pts+Rebs,JoeDellera,Philadelphia 76ers,Charlotte Hornets,0.0,0.2608695652173913,0,0.2,0,0.4,0,430.0,0.15,0.7949999999999999,0.6449999999999999,G.Yabusele,N,3.0
2,G.Yabusele o11.5 Pts+Rebs,JoeDellera,Philadelphia 76ers,Charlotte Hornets,0.0,0.6521739130434783,1,0.6,1,0.8,1,-125.0,1.25,2.25,1.0,G.Yabusele,N,3.0
3,G.Dick o18.5 Pts,therocketplays,Toronto Raptors,Chicago Bulls,1.0,0.3809523809523809,0,0.4,0,0.3,0,-118.0,1.18,2.18,0.9999999999999998,G.Dick,Y,27.0
4,I.Zubac o26.5 Pts+Rebs+Ast,Rotowire Sleeper,Los Angeles Clippers,Utah Jazz,1.0,0.7307692307692307,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,I.Zubac,Y,35.0
5,N.Vucevic o31.5 Pts+Rebs+Ast,Rotowire Sleeper,Chicago Bulls,Toronto Raptors,0.0,0.72,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,N.Vucevic,Y,32.0
6,N.Vucevic o28.5 Pts+Rebs,Rotowire Prizepicks,Chicago Bulls,Toronto Raptors,0.0,0.76,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,N.Vucevic,Y,29.0
7,E.Mobley o14.5 Pts,Rotowire Sleeper,Cleveland Cavaliers,Brooklyn Nets,0.0,0.6666666666666666,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,E.Mobley,Y,21.0
8,N.Vucevic o31.5 Pts+Rebs+Ast,Rotowire Prizepicks,Chicago Bulls,Toronto Raptors,0.0,0.72,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,N.Vucevic,Y,32.0
9,J.Collins o25.5 Pts+Rebs+Ast,Rotowire Prizepicks,Utah Jazz,Los Angeles Clippers,0.0,0.6086956521739131,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,J.Collins,N,21.0
