,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,D.Lillard o22.5 Pts,RoyalsProps,Milwaukee Bucks,Cleveland Cavaliers,1.0,0.6,1,0.6,1,0.6,1,-115.0,1.73,3.2343478260869563,1.5043478260869565,D.Lillard,Y,41.0
1,D.Lillard o29.5 Pts,JoeDellera,Milwaukee Bucks,Cleveland Cavaliers,1.0,0.4,0,0.4,0,0.4,0,370.0,0.1,0.47,0.37,D.Lillard,Y,41.0
2,D.Lillard o22.5 Pts,JoeDellera,Milwaukee Bucks,Cleveland Cavaliers,1.0,0.6,1,0.6,1,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,D.Lillard,Y,41.0
3,J.Allen o13.5 Pts,Markus_Markets,Cleveland Cavaliers,Milwaukee Bucks,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,-125.0,1.0,1.8,0.8,J.Allen,Y,15.0
4,E.Mobley o25.5 Pts+Rebs+Ast,kylemurray03,Cleveland Cavaliers,Milwaukee Bucks,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,-113.0,1.13,2.13,1.0,E.Mobley,Y,15.0
5,D.Sabonis o38.5 Pts+Rebs+Ast,GDAWG5000,Sacramento Kings,Toronto Raptors,0.0,0.4,0,0.4,0,0.4,0,-115.0,0.58,1.0843478260869563,0.5043478260869564,D.Sabonis,Y,15.0
6,D.Sabonis o38.5 Pts+Rebs+Ast,JoeDellera,Sacramento Kings,Toronto Raptors,0.0,0.4,0,0.4,0,0.4,0,-115.0,1.0,1.869565217391304,0.8695652173913042,D.Sabonis,Y,15.0
7,D.Sabonis o38.5 Pts+Rebs+Ast,kylemurray03,Sacramento Kings,Toronto Raptors,0.0,0.4,0,0.4,0,0.4,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,D.Sabonis,Y,15.0
8,T.Maxey o3.5 3pt M,Mjaybrxd,Philadelphia 76ers,Memphis Grizzlies,1.0,0.25,0,0.25,0,0.25,0,-115.0,1.0,1.869565217391304,0.8695652173913042,T.Maxey,Y,4.0
9,T.Maxey u6.5 Ast,JoeDellera,Philadelphia 76ers,Memphis Grizzlies,1.0,0.75,1,0.75,1,0.75,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,T.Maxey,Y,6.0
