,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Harden u21.5 Pts,sandyplashkes,Los Angeles Clippers,Denver Nuggets,0.0,0.5294117647058824,1,0.6,1,0.6,1,-118,1.18,2.18,0.9999999999999998,J.Harden,Y,16.0
1,J.Harden o7.5 Ast,Markus_Markets,Los Angeles Clippers,Denver Nuggets,0.0,0.5,0,0.4,0,0.3,0,-130,1.5,2.6538461538461537,1.1538461538461535,J.Harden,N,4.0
2,S.Gilgeous-Alexander u32.5 Pts,sandyplashkes,Oklahoma City Thunder,Cleveland Cavaliers,0.0,0.6,1,0.2,0,0.3,0,-116,1.16,2.16,0.9999999999999998,S.Gilgeous-Alexander,Y,31.0
3,S.Gilgeous-Alexander u32.5 Pts,LinesAtLunch,Oklahoma City Thunder,Cleveland Cavaliers,0.0,0.6,1,0.2,0,0.3,0,-115,1.15,2.1499999999999995,0.9999999999999996,S.Gilgeous-Alexander,Y,31.0
4,J.Allen o10.5 Rebs,TopShelfAction,Cleveland Cavaliers,Oklahoma City Thunder,1.0,0.4857142857142857,0,0.4,0,0.3,0,105,0.9,1.845,0.945,J.Allen,Y,11.0
5,S.Fontecchio o10.5 Pts+Rebs+Ast,Markus_Markets,Detroit Pistons,Brooklyn Nets,0.0,0.4838709677419355,0,0.6,1,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,S.Fontecchio,Y,24.0
6,G.Yabusele o12.5 Pts,therocketplays,Philadelphia 76ers,Washington Wizards,1.0,0.3235294117647059,0,0.6,1,0.4,0,-120,1.2,2.2,1.0000000000000002,G.Yabusele,Y,21.0
7,D.Murray o19.5 Pts,sandyplashkes,New Orleans Pelicans,Portland Trail Blazers,1.0,0.2,0,0.2,0,0.1,0,-124,1.24,2.24,0.9999999999999998,D.Murray,Y,20.0
8,R.Barrett o25.5 Pts+Rebs,Rotowire Sleeper,Toronto Raptors,New York Knicks,0.0,0.6428571428571429,1,0.8,1,0.7,1,100,1.5,3.0,1.5,R.Barrett,N,21.0
9,N.Clowney o11.5 Pts,Rotowire Sleeper,Brooklyn Nets,Detroit Pistons,1.0,0.3461538461538461,0,0.4,0,0.4,0,100,1.5,3.0,1.5,N.Clowney,Y,29.0
10,G.Dick o16.5 Pts+Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,New York Knicks,0.0,0.7333333333333333,1,0.6,1,0.8,1,100,1.5,3.0,1.5,G.Dick,N,9.0
11,J.Williams o5.5 Rebs,Rotowire Prizepicks_duplicate,Oklahoma City Thunder,Cleveland Cavaliers,0.0,0.4883720930232558,0,0.6,1,0.5,0,100,1.5,3.0,1.5,J.Williams,N,5.0
12,S.Fontecchio o10.5 Pts+Rebs+Ast,ThePropfessor_,Detroit Pistons,Brooklyn Nets,0.0,0.4838709677419355,0,0.6,1,0.5,0,-125,1.25,2.25,1.0,S.Fontecchio,Y,24.0
13,I.Quickley o21.5 Pts+Ast,Rotowire Prizepicks,Toronto Raptors,New York Knicks,0.0,0.5,0,0.6,1,0.5,0,100,1.5,3.0,1.5,I.Quickley,Y,27.0
14,M.Beasley o16.5 Pts,gneiffer07,Detroit Pistons,Brooklyn Nets,0.0,0.5277777777777778,1,0.2,0,0.6,1,-105,1.05,2.05,0.9999999999999998,M.Beasley,Y,23.0
15,D.Murray u20.5 Pts,gneiffer07,New Orleans Pelicans,Portland Trail Blazers,1.0,0.85,1,0.8,1,0.9,1,-115,1.15,2.1499999999999995,0.9999999999999996,D.Murray,Y,20.0
16,T.Camara u11.5 Pts,gneiffer07,Portland Trail Blazers,New Orleans Pelicans,0.0,0.6176470588235294,1,0.2,0,0.4,0,-115,1.15,2.1499999999999995,0.9999999999999996,T.Camara,N,15.0
17,N.Clowney o16.5 Pts+Rebs,Rotowire Sleeper,Brooklyn Nets,Detroit Pistons,1.0,0.2692307692307692,0,0.2,0,0.4,0,100,1.5,3.0,1.5,N.Clowney,Y,35.0
18,D.Avdija o19.5 Pts+Ast,Rotowire Prizepicks,Portland Trail Blazers,New Orleans Pelicans,0.0,0.3714285714285714,0,0.6,1,0.7,1,100,1.5,3.0,1.5,D.Avdija,Y,28.0
19,G.Antetokounmpo o28.5 Pts,JoeDellera,Milwaukee Bucks,San Antonio Spurs,1.0,0.6785714285714286,1,0.6,1,0.8,1,-125,1.0,1.8,0.8,G.Antetokounmpo,N,25.0
20,J.Williams u20.5 Pts,JoeDellera_duplicate,Oklahoma City Thunder,Cleveland Cavaliers,0.0,0.6744186046511628,1,1.0,1,1.0,1,100,1.0,2.0,1.0,J.Williams,N,25.0
21,T.Maxey u8.5 Ast,JoeDellera,Philadelphia 76ers,Washington Wizards,1.0,0.8571428571428571,1,0.8,1,0.8,1,-135,1.0,1.7407407407407407,0.7407407407407407,T.Maxey,Y,6.0
22,E.Mobley o19.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Oklahoma City Thunder,1.0,0.5454545454545454,1,0.6,1,0.6,1,100,1.5,3.0,1.5,E.Mobley,Y,28.0
23,J.Poeltl o20.5 Pts+Rebs,Rotowire Prizepicks,Toronto Raptors,New York Knicks,0.0,0.6451612903225806,1,0.4,0,0.5,0,100,1.5,3.0,1.5,J.Poeltl,N,18.0
24,D.Garland o18.5 Pts,Rotowire Prizepicks,Cleveland Cavaliers,Oklahoma City Thunder,1.0,0.5882352941176471,1,0.6,1,0.6,1,100,1.5,3.0,1.5,D.Garland,N,18.0
25,C.White o4.5 Ast,PvB_Bets,Chicago Bulls,Indiana Pacers,0.0,0.4705882352941176,0,0.4,0,0.4,0,130,1.0,2.3,1.2999999999999998,C.White,Y,5.0
26,D.Lillard u3.5 3pt M,TopShelfAction,Milwaukee Bucks,San Antonio Spurs,1.0,0.5555555555555556,1,0.6,1,0.5,0,106,0.9,1.854,0.954,D.Lillard,N,4.0
27,J.Williams u20.5 Pts,allanlemdfs_duplicate,Oklahoma City Thunder,Cleveland Cavaliers,0.0,0.6744186046511628,1,1.0,1,1.0,1,100,0.5,1.0,0.5,J.Williams,N,25.0
28,G.Antetokounmpo u12.5 Rebs,TopShelfAction,Milwaukee Bucks,San Antonio Spurs,1.0,0.6428571428571429,1,0.6,1,0.7,1,-103,0.9,1.7737864077669905,0.8737864077669902,G.Antetokounmpo,N,16.0
29,G.Yabusele o20.5 Pts+Rebs,Theotherbabs,Philadelphia 76ers,Washington Wizards,1.0,0.2352941176470588,0,0.2,0,0.2,0,-122,1.0,1.819672131147541,0.819672131147541,G.Yabusele,Y,29.0
30,N.Claxton o8.5 Rebs,TopShelfAction,Brooklyn Nets,Detroit Pistons,1.0,0.3666666666666666,0,0.4,0,0.4,0,105,0.8,1.64,0.8399999999999999,N.Claxton,N,6.0
31,B.Lopez o14.5 Pts+Rebs,Rotowire Sleeper,Milwaukee Bucks,San Antonio Spurs,1.0,0.6176470588235294,1,0.6,1,0.8,1,100,1.5,3.0,1.5,B.Lopez,Y,29.0
32,I.Hartenstein o11.5 Rebs,PvB_Bets,Oklahoma City Thunder,Cleveland Cavaliers,0.0,0.6,1,0.2,0,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,I.Hartenstein,N,11.0
33,I.Zubac o26.5 Pts+Rebs,Rotowire Sleeper,Los Angeles Clippers,Denver Nuggets,0.0,0.6111111111111112,1,0.6,1,0.8,1,100,1.5,3.0,1.5,I.Zubac,N,18.0
34,I.Zubac o26.5 Pts+Rebs,Rotowire Prizepicks,Los Angeles Clippers,Denver Nuggets,0.0,0.6111111111111112,1,0.6,1,0.8,1,100,1.5,3.0,1.5,I.Zubac,N,18.0
35,B.Mathurin o17.5 Pts,FirefighterBets,Indiana Pacers,Chicago Bulls,1.0,0.4864864864864865,0,0.4,0,0.4,0,-105,1.0,1.9523809523809523,0.9523809523809524,B.Mathurin,N,8.0
36,B.Coulibaly u4.5 Ast,PvB_Bets,Washington Wizards,Philadelphia 76ers,0.0,0.6,1,0.4,0,0.3,0,-140,1.0,1.7142857142857144,0.7142857142857144,B.Coulibaly,Y,2.0
