,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,A.Davis o38.5 Pts+Rebs,RoyalsProps,Los Angeles Lakers,Atlanta Hawks,0.0,0.6190476190476191,1,0.2,0,0.5,0,-125.0,1.25,2.25,1.0,A.Davis,Y,48.0
1,T.Young o20.5 Pts,LinesAtLunch,Atlanta Hawks,Los Angeles Lakers,1.0,0.5,0,0.2,0,0.3,0,-108.0,1.08,2.08,1.0,T.Young,Y,31.0
2,T.Young o20.5 Pts,sandyplashkes,Atlanta Hawks,Los Angeles Lakers,1.0,0.5,0,0.2,0,0.3,0,-108.0,1.08,2.08,1.0,T.Young,Y,31.0
3,T.Young o31.5 Pts+Ast,JoeDellera,Atlanta Hawks,Los Angeles Lakers,1.0,0.5909090909090909,1,0.4,0,0.5,0,-115.0,1.0,1.869565217391304,0.8695652173913042,T.Young,Y,51.0
4,J.Johnson o24.5 Pts+Ast,Markus_Markets,Atlanta Hawks,Los Angeles Lakers,1.0,0.6363636363636364,1,0.8,1,0.8,1,-115.0,1.0,1.869565217391304,0.8695652173913042,J.Johnson,N,19.0
5,T.Maxey o4.5 3pt M,Mjaybrxd,Philadelphia 76ers,Orlando Magic,1.0,0.2857142857142857,0,0.4,0,0.3,0,280.0,0.25,0.95,0.7,T.Maxey,N,1.0
6,T.Maxey o3.5 3pt M,Mjaybrxd,Philadelphia 76ers,Orlando Magic,1.0,0.3571428571428571,0,0.4,0,0.4,0,135.0,0.75,1.7625000000000002,1.0125000000000002,T.Maxey,N,1.0
7,B.Mathurin o27.5 Pts+Rebs+Ast,RoyalsProps,Indiana Pacers,Chicago Bulls,0.0,0.4782608695652174,0,0.4,0,0.4,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,B.Mathurin,N,26.0
8,D.Daniels o18.5 Pts+Rebs+Ast,Rotowire Sleeper,Atlanta Hawks,Los Angeles Lakers,1.0,0.6190476190476191,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,D.Daniels,Y,20.0
9,D.Daniels o15.5 Pts+Rebs,Rotowire Sleeper,Atlanta Hawks,Los Angeles Lakers,1.0,0.6190476190476191,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,D.Daniels,N,15.0
10,B.Mathurin o6.5 Rebs,Rotowire Prizepicks,Indiana Pacers,Chicago Bulls,0.0,0.4347826086956521,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,B.Mathurin,N,6.0
11,N.Vucevic o31.5 Pts+Rebs,Rotowire Prizepicks,Chicago Bulls,Indiana Pacers,1.0,0.4347826086956521,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,N.Vucevic,N,22.0
12,F.Wagner u27.5 Pts,sandyplashkes,Orlando Magic,Philadelphia 76ers,0.0,0.5416666666666666,1,0.4,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,F.Wagner,N,30.0
13,J.Grant o20.5 Pts+Rebs+Ast,gneiffer07,Portland Trail Blazers,Utah Jazz,1.0,0.6,1,0.4,0,0.5,0,-110.0,1.1,2.1,1.0,J.Grant,Y,23.0
14,J.Randle o25.5 Pts+Rebs,Rotowire Prizepicks,Minnesota Timberwolves,Golden State Warriors,0.0,0.6666666666666666,1,0.4,0,0.7,1,100.0,1.5,3.0,1.5,J.Randle,N,25.0
15,P.George o10.5 Rebs+Ast,Rotowire Prizepicks,Philadelphia 76ers,Orlando Magic,1.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,P.George,Y,13.0
16,B.Lopez o14.5 Pts+Rebs,Rotowire Sleeper,Milwaukee Bucks,Boston Celtics,0.0,0.6190476190476191,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,B.Lopez,N,10.0
