,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,C.Cunningham u43.5 Pts+Rebs+Ast,LinesAtLunch,Detroit Pistons,Cleveland Cavaliers,1.0,0.6086956521739131,1,0.4,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,C.Cunningham,N,54.0
1,C.Cunningham u43.5 Pts+Rebs+Ast,sandyplashkes,Detroit Pistons,Cleveland Cavaliers,1.0,0.6086956521739131,1,0.4,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,C.Cunningham,N,54.0
2,J.Allen o22.5 Pts+Rebs,FirefighterBets,Cleveland Cavaliers,Detroit Pistons,0.0,0.56,1,0.8,1,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,J.Allen,N,19.0
3,D.Sabonis u19.5 Pts,JoeDellera,Sacramento Kings,Orlando Magic,1.0,0.4347826086956521,0,0.6,1,0.4,0,-125.0,1.0,1.8,0.8,D.Sabonis,N,21.0
4,P.Banchero o24.5 Pts,LinesAtLunch,Orlando Magic,Sacramento Kings,0.0,0.3529411764705882,0,0.2,0,0.2,0,-102.0,1.02,2.02,1.0,P.Banchero,N,23.0
5,P.Banchero o24.5 Pts,sandyplashkes,Orlando Magic,Sacramento Kings,0.0,0.3529411764705882,0,0.2,0,0.2,0,-102.0,1.02,2.02,1.0,P.Banchero,N,23.0
6,P.Banchero o23.5 Pts,LinesAtLunch,Orlando Magic,Sacramento Kings,0.0,0.3529411764705882,0,0.2,0,0.2,0,-125.0,1.25,2.25,1.0,P.Banchero,N,23.0
7,D.Sabonis u14.5 Rebs,gamblersdream,Sacramento Kings,Orlando Magic,1.0,0.6304347826086957,1,0.8,1,0.6,1,105.0,1.0,2.05,1.0499999999999998,D.Sabonis,Y,13.0
8,P.Banchero o1.5 3pt M,CamIsMoney18,Orlando Magic,Sacramento Kings,0.0,0.4705882352941176,0,0.4,0,0.4,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,P.Banchero,N,1.0
9,W.Carter o6.5 Rebs,MJCLocks,Orlando Magic,Sacramento Kings,0.0,0.5789473684210527,1,0.8,1,0.8,1,-125.0,1.25,2.25,1.0,W.Carter,Y,8.0
10,Z.Edey o9.5 Pts,CamIsMoney18,Memphis Grizzlies,Toronto Raptors,0.0,0.4722222222222222,0,0.6,1,0.4,0,-117.0,1.0,1.8547008547008548,0.8547008547008548,Z.Edey,Y,13.0
11,Z.Edey o17.5 Pts+Rebs,FirefighterBets,Memphis Grizzlies,Toronto Raptors,0.0,0.4444444444444444,0,0.8,1,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,Z.Edey,Y,28.0
12,J.Morant o7.5 Ast,Markus_Markets,Memphis Grizzlies,Toronto Raptors,0.0,0.4827586206896552,0,0.4,0,0.3,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Morant,N,4.0
13,I.Hartenstein o11.5 Rebs,GDAWG5000,Oklahoma City Thunder,Phoenix Suns,1.0,0.6428571428571429,1,1.0,1,0.7,1,-105.0,0.53,1.0347619047619048,0.5047619047619047,I.Hartenstein,N,4.0
14,I.Hartenstein o11.5 Rebs,JoeDellera,Oklahoma City Thunder,Phoenix Suns,1.0,0.6428571428571429,1,1.0,1,0.7,1,100.0,0.5,1.0,0.5,I.Hartenstein,N,4.0
15,I.Hartenstein o27.5 Pts+Rebs+Ast,RoyalsProps,Oklahoma City Thunder,Phoenix Suns,1.0,0.6071428571428571,1,0.8,1,0.5,0,-110.0,1.1,2.1,1.0,I.Hartenstein,N,17.0
16,I.Hartenstein o22.5 Pts+Rebs,FirefighterBets,Oklahoma City Thunder,Phoenix Suns,1.0,0.6428571428571429,1,0.6,1,0.4,0,-115.0,1.0,1.869565217391304,0.8695652173913042,I.Hartenstein,N,13.0
17,N.Richards o8.5 Rebs,kylemurray03,Phoenix Suns,Oklahoma City Thunder,0.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,N.Richards,N,6.0
18,N.Alexander-Walker o3.5 Rebs,rsura_,Minnesota Timberwolves,Chicago Bulls,1.0,0.26,0,0.6,1,0.4,0,100.0,1.0,2.0,1.0,N.Alexander-Walker,Y,5.0
19,R.Gobert o23.5 Pts+Rebs,GDAWG5000,Minnesota Timberwolves,Chicago Bulls,1.0,0.38,0,0.8,1,0.6,1,-118.0,0.59,1.09,0.4999999999999999,R.Gobert,Y,25.0
20,R.Gobert o29.5 Pts+Rebs,JoeDellera,Minnesota Timberwolves,Chicago Bulls,1.0,0.14,0,0.4,0,0.2,0,300.0,0.1,0.4,0.3,R.Gobert,N,25.0
21,R.Gobert o23.5 Pts+Rebs,JoeDellera,Minnesota Timberwolves,Chicago Bulls,1.0,0.38,0,0.8,1,0.6,1,-118.0,1.0,1.847457627118644,0.847457627118644,R.Gobert,Y,25.0
22,T.Maxey u42.5 Pts+Rebs+Ast,LinesAtLunch,Philadelphia 76ers,Miami Heat,1.0,0.6666666666666666,1,0.2,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,T.Maxey,Y,39.0
23,T.Maxey u42.5 Pts+Rebs+Ast,sandyplashkes,Philadelphia 76ers,Miami Heat,1.0,0.6666666666666666,1,0.2,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,T.Maxey,Y,39.0
24,T.Herro o21.5 Pts,CamIsMoney18,Miami Heat,Philadelphia 76ers,0.0,0.6382978723404256,1,0.8,1,0.7,1,-125.0,1.0,1.8,0.8,T.Herro,Y,30.0
