,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,C.Cunningham o41.5 Pts+Rebs+Ast,PlayerPropSavant,Detroit Pistons,Indiana Pacers,1.0,0.4722222222222222,0,0.8,1,0.6,1,-108,1.08,2.08,1.0,C.Cunningham,N,33.0
1,C.Cunningham o25.5 Pts,LinesAtLunch,Detroit Pistons,Indiana Pacers,1.0,0.4166666666666667,0,0.6,1,0.5,0,-112,1.12,2.12,1.0,C.Cunningham,N,20.0
2,C.Cunningham o25.5 Pts,sandyplashkes,Detroit Pistons,Indiana Pacers,1.0,0.4166666666666667,0,0.6,1,0.5,0,-112,1.12,2.12,1.0,C.Cunningham,N,20.0
3,J.Duren o19.5 Pts+Rebs,CamIsMoney18,Detroit Pistons,Indiana Pacers,1.0,0.4594594594594595,0,0.4,0,0.5,0,-120,1.0,1.8333333333333333,0.8333333333333335,J.Duren,Y,34.0
4,D.Mitchell u21.5 Pts,LinesAtLunch_duplicate,Cleveland Cavaliers,Oklahoma City Thunder,0.0,0.4324324324324324,0,0.8,1,0.5,0,-116,1.16,2.16,0.9999999999999998,D.Mitchell,Y,8.0
5,D.Mitchell u21.5 Pts,sandyplashkes_duplicate,Cleveland Cavaliers,Oklahoma City Thunder,0.0,0.4324324324324324,0,0.8,1,0.5,0,-116,1.16,2.16,0.9999999999999998,D.Mitchell,Y,8.0
6,J.Allen o10.5 Rebs,TopShelfAction,Cleveland Cavaliers,Oklahoma City Thunder,0.0,0.4871794871794871,0,0.6,1,0.4,0,100,0.7,1.4,0.7,J.Allen,N,7.0
7,C.Whitmore o1.5 3pt M,CamIsMoney18,Houston Rockets,Sacramento Kings,0.0,0.3809523809523809,0,1.0,1,0.7,1,125,1.0,2.25,1.25,C.Whitmore,N,1.0
8,D.Sabonis u39.5 Pts+Rebs+Ast,LinesAtLunch,Sacramento Kings,Houston Rockets,1.0,0.4594594594594595,0,0.2,0,0.3,0,-108,1.08,2.08,1.0,D.Sabonis,N,41.0
9,D.Sabonis u39.5 Pts+Rebs+Ast,sandyplashkes,Sacramento Kings,Houston Rockets,1.0,0.4594594594594595,0,0.2,0,0.3,0,-108,1.08,2.08,1.0,D.Sabonis,N,41.0
10,J.Harden o5.5 Rebs,TopShelfAction,Los Angeles Clippers,Portland Trail Blazers,0.0,0.5675675675675675,1,0.4,0,0.4,0,140,0.5,1.2,0.7,J.Harden,N,2.0
11,K.Ellis o8.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Houston Rockets,1.0,0.6578947368421053,1,1.0,1,0.9,1,100,1.5,3.0,1.5,K.Ellis,N,7.0
12,K.Ellis o5.5 Pts,Rotowire Sleeper,Sacramento Kings,Houston Rockets,1.0,0.5789473684210527,1,1.0,1,0.9,1,100,1.5,3.0,1.5,K.Ellis,Y,6.0
13,K.Murray o16.5 Pts+Rebs,Rotowire Prizepicks_duplicate,Sacramento Kings,Houston Rockets,1.0,0.6486486486486487,1,0.8,1,0.5,0,100,1.5,3.0,1.5,K.Murray,Y,29.0
14,K.Murray o16.5 Pts+Rebs,Rotowire Prizepicks_duplicate,Portland Trail Blazers,Los Angeles Clippers,1.0,0.0,0,0.0,0,0.0,0,100,1.5,3.0,1.5,K.Murray,N,13.0
15,R.Dunn o14.5 Pts+Rebs+Ast,Rotowire Prizepicks,Phoenix Suns,Washington Wizards,0.0,0.2571428571428571,0,0.6,1,0.7,1,100,1.5,3.0,1.5,R.Dunn,Y,30.0
16,K.Murray o17.5 Pts+Rebs+Ast,Rotowire Sleeper_duplicate,Sacramento Kings,Houston Rockets,1.0,0.6486486486486487,1,0.8,1,0.5,0,100,1.5,3.0,1.5,K.Murray,Y,31.0
17,K.Murray o17.5 Pts+Rebs+Ast,Rotowire Sleeper_duplicate,Portland Trail Blazers,Los Angeles Clippers,1.0,0.0303030303030303,0,0.2,0,0.1,0,100,1.5,3.0,1.5,K.Murray,N,14.0
18,R.Dunn o13.5 Pts+Rebs,Rotowire Prizepicks,Phoenix Suns,Washington Wizards,0.0,0.3142857142857143,0,0.6,1,0.7,1,100,1.5,3.0,1.5,R.Dunn,Y,29.0
