,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Poole o20.5 Pts,RoyalsProps,Washington Wizards,Los Angeles Lakers,0.0,0.6176470588235294,1.0,0.2,0.0,0.6,1.0,-108.0,1.08,2.08,1.0,J.Poole,N,15.0
1,P.Banchero o36.5 Pts+Rebs+Ast,RoyalsProps,Orlando Magic,Toronto Raptors,0.0,0.4,0.0,0.2,0.0,0.4,0.0,-111.0,1.11,2.1100000000000003,1.0000000000000002,P.Banchero,Y,40.0
2,G.Dick u18.5 Pts+Rebs+Ast,CamIsMoney18,Toronto Raptors,Orlando Magic,1.0,0.4444444444444444,0.0,0.8,1.0,0.8,1.0,-124.0,1.0,1.806451612903225,0.8064516129032258,G.Dick,N,19.0
3,D.Russell o20.5 Pts+Ast,RoyalsProps,Brooklyn Nets,New York Knicks,1.0,0.6666666666666666,1.0,0.6,1.0,0.6666666666666666,1.0,-120.0,1.2,2.2,1.0000000000000002,D.Russell,Y,33.0
4,T.Maxey u40.5 Pts+Rebs+Ast,CamIsMoney18,Philadelphia 76ers,Denver Nuggets,0.0,0.6764705882352942,1.0,0.4,0.0,0.6,1.0,-120.0,1.0,1.8333333333333333,0.8333333333333335,T.Maxey,Y,40.0
5,J.Poole o22.5 Pts+Rebs,Rotowire Sleeper,Washington Wizards,Los Angeles Lakers,0.0,0.6176470588235294,1.0,0.4,0.0,0.7,1.0,100.0,1.5,3.0,1.5,J.Poole,N,22.0
6,K.Towns o38.5 Pts+Rebs+Ast,Rotowire Prizepicks,New York Knicks,Brooklyn Nets,0.0,0.6666666666666666,1.0,0.6,1.0,0.8,1.0,100.0,1.5,3.0,1.5,K.Towns,Y,47.0
7,J.Jaquez o14.5 Pts+Rebs+Ast,Rotowire Prizepicks,Miami Heat,Portland Trail Blazers,1.0,0.6216216216216216,1.0,1.0,1.0,0.9,1.0,100.0,1.5,3.0,1.5,J.Jaquez,Y,17.0
8,K.Towns o35.5 Pts+Rebs,Rotowire Prizepicks,New York Knicks,Brooklyn Nets,0.0,0.6923076923076923,1.0,0.6,1.0,0.8,1.0,100.0,1.5,3.0,1.5,K.Towns,Y,41.0
9,J.Hart o27.5 Pts+Rebs+Ast,Rotowire Prizepicks,New York Knicks,Brooklyn Nets,0.0,0.627906976744186,1.0,0.6,1.0,0.8,1.0,100.0,1.5,3.0,1.5,J.Hart,Y,28.0
10,J.Poole o27.5 Pts+Rebs+Ast,Rotowire Prizepicks,Washington Wizards,Los Angeles Lakers,0.0,0.6176470588235294,1.0,0.4,0.0,0.6,1.0,100.0,1.5,3.0,1.5,J.Poole,N,25.0
