,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Giddey u25.5 Pts+Rebs+Ast,gneiffer07,Chicago Bulls,Cleveland Cavaliers,0.0,0.5,0,0.4,0,0.5,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,J.Giddey,Y,9.0
1,N.Vucevic u17.5 Pts,LinesAtLunch,Chicago Bulls,Cleveland Cavaliers,0.0,0.0833333333333333,0,0.2,0,0.1,0,-120.0,1.2,2.2,1.0000000000000002,N.Vucevic,N,25.0
2,N.Vucevic u17.5 Pts,sandyplashkes,Chicago Bulls,Cleveland Cavaliers,0.0,0.0833333333333333,0,0.2,0,0.1,0,-120.0,1.2,2.2,1.0000000000000002,N.Vucevic,N,25.0
3,A.Edwards o36.5 Pts+Rebs+Ast,gneiffer07,Minnesota Timberwolves,Sacramento Kings,0.0,0.4166666666666667,0,0.4,0,0.4,0,-120.0,1.2,2.2,1.0000000000000002,A.Edwards,Y,43.0
4,R.Gobert o22.5 Pts+Rebs,GDAWG5000,Minnesota Timberwolves,Sacramento Kings,0.0,0.4166666666666667,0,0.4,0,0.4,0,-104.0,0.52,1.02,0.5,R.Gobert,N,22.0
5,R.Gobert o22.5 Pts+Rebs,JoeDellera,Minnesota Timberwolves,Sacramento Kings,0.0,0.4166666666666667,0,0.4,0,0.4,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,R.Gobert,N,22.0
6,A.Edwards o38.5 Pts+Rebs+Ast,Mjaybrxd,Minnesota Timberwolves,Sacramento Kings,0.0,0.3333333333333333,0,0.4,0,0.3,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,A.Edwards,Y,43.0
7,C.Cunningham o24.5 Pts,LinesAtLunch,Detroit Pistons,Toronto Raptors,0.0,0.3076923076923077,0,0.4,0,0.2,0,-114.0,1.14,2.14,0.9999999999999998,C.Cunningham,N,15.0
8,T.Harris u16.5 Pts,gneiffer07,Detroit Pistons,Toronto Raptors,0.0,0.6923076923076923,1,0.6,1,0.6,1,-109.0,1.09,2.0900000000000003,1.0000000000000002,T.Harris,Y,11.0
9,C.Cunningham o24.5 Pts,sandyplashkes,Detroit Pistons,Toronto Raptors,0.0,0.3076923076923077,0,0.4,0,0.2,0,-114.0,1.14,2.14,0.9999999999999998,C.Cunningham,N,15.0
10,C.Cunningham o34.5 Pts+Ast,PlayerPropSavant,Detroit Pistons,Toronto Raptors,0.0,0.3846153846153846,0,0.6,1,0.3,0,-111.0,1.11,2.1100000000000003,1.0000000000000002,C.Cunningham,N,25.0
11,T.Young o14.5 Rebs+Ast,JoeDellera,Atlanta Hawks,Washington Wizards,1.0,0.8181818181818182,1,0.8,1,0.8,1,-135.0,1.0,1.7407407407407407,0.7407407407407407,T.Young,N,11.0
12,D.Daniels o2.5 Stl,kylemurray03,Atlanta Hawks,Washington Wizards,1.0,0.6,1,0.8,1,0.6,1,185.0,1.0,2.85,1.85,D.Daniels,Y,6.0
13,T.Murphy o15.5 Pts,GDAWG5000,New Orleans Pelicans,Denver Nuggets,1.0,0.0,0,0.0,0,0.0,0,-105.0,0.53,1.0347619047619048,0.5047619047619047,T.Murphy,Y,17.0
14,T.Murphy o14.5 Pts,JoeDellera,New Orleans Pelicans,Denver Nuggets,1.0,0.0,0,0.0,0,0.0,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,T.Murphy,Y,17.0
15,B.Adebayo o18.5 Pts,kylemurray03,Miami Heat,Indiana Pacers,0.0,0.3,0,0.4,0,0.3,0,-120.0,1.2,2.2,1.0000000000000002,B.Adebayo,Y,30.0
16,C.Johnson o13.5 Pts,JoeDellera,Brooklyn Nets,New York Knicks,0.0,0.75,1,0.8,1,0.8,1,-125.0,1.0,1.8,0.8,C.Johnson,Y,17.0
17,J.Brunson o26.5 Pts,RoyalsProps,New York Knicks,Brooklyn Nets,1.0,0.2727272727272727,0,0.2,0,0.3,0,-120.0,1.8,3.3000000000000003,1.5000000000000002,J.Brunson,Y,37.0
18,B.Hield o12.5 Pts,MJCLocks,Golden State Warriors,Memphis Grizzlies,1.0,0.7272727272727273,1,0.6,1,0.7,1,-102.0,1.02,2.02,1.0,B.Hield,Y,18.0
19,J.Embiid u36.5 Pts+Rebs+Ast,allanlemdfs,Philadelphia 76ers,Orlando Magic,0.0,1.0,1,1.0,1,1.0,1,-120.0,1.2,2.2,1.0000000000000002,J.Embiid,Y,30.0
20,T.Eason o15.5 Pts+Rebs,Rotowire Sleeper,Houston Rockets,Los Angeles Clippers,1.0,0.6666666666666666,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,T.Eason,Y,23.0
21,J.Allen o14.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Chicago Bulls,1.0,0.6923076923076923,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,J.Allen,Y,27.0
22,J.Green o4.5 Rebs,Rotowire Prizepicks,Houston Rockets,Los Angeles Clippers,1.0,0.4,0,0.4,0,0.3,0,100.0,1.5,3.0,1.5,J.Green,Y,5.0
23,N.Vucevic o30.5 Pts+Rebs+Ast,Rotowire Prizepicks,Chicago Bulls,Cleveland Cavaliers,0.0,0.9166666666666666,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,N.Vucevic,Y,35.0
24,M.Turner o16.5 Pts,RoyalsProps,Indiana Pacers,Miami Heat,1.0,0.4,0,0.6,1,0.4,0,-125.0,1.25,2.25,1.0,M.Turner,N,9.0
25,M.Turner o26.5 Pts+Rebs+Ast,RoyalsProps,Indiana Pacers,Miami Heat,1.0,0.4,0,0.6,1,0.4,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,M.Turner,N,16.0
26,B.Hield o14.5 Pts+Rebs,Rotowire Sleeper,Golden State Warriors,Memphis Grizzlies,1.0,0.7272727272727273,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,B.Hield,Y,22.0
27,D.Daniels o1.5 Stl,JoeDellera,Atlanta Hawks,Washington Wizards,1.0,0.7,1,0.8,1,0.7,1,-175.0,0.75,1.1785714285714286,0.4285714285714286,D.Daniels,Y,6.0
28,D.Daniels o2.5 Stl,JoeDellera,Atlanta Hawks,Washington Wizards,1.0,0.6,1,0.8,1,0.6,1,155.0,0.25,0.6375,0.3874999999999999,D.Daniels,Y,6.0
29,D.Daniels o3.5 Stl,JoeDellera,Atlanta Hawks,Washington Wizards,1.0,0.5,0,0.8,1,0.5,0,370.0,0.1,0.47,0.37,D.Daniels,Y,6.0
30,T.Eason o16.5 Pts+Rebs+Ast,Rotowire Sleeper,Houston Rockets,Los Angeles Clippers,1.0,0.6666666666666666,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,T.Eason,Y,24.0
31,D.Daniels o4.5 Stl,JoeDellera,Atlanta Hawks,Washington Wizards,1.0,0.4,0,0.6,1,0.4,0,700.0,0.05,0.4,0.35,D.Daniels,Y,6.0
32,D.Vassell o17.5 Pts+Rebs,Rotowire Sleeper,San Antonio Spurs,Los Angeles Lakers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,D.Vassell,N,15.0
33,R.Barrett o26.5 Pts+Rebs,Rotowire Sleeper,Toronto Raptors,Detroit Pistons,1.0,0.3333333333333333,0,0.0,0,0.3333333333333333,0,100.0,1.5,3.0,1.5,R.Barrett,Y,28.0
34,C.Martin o16.5 Pts+Rebs+Ast,Rotowire Prizepicks,Philadelphia 76ers,Orlando Magic,0.0,0.7272727272727273,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Martin,N,9.0
