,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,A.Thompson o3.5 Ast,FirefighterBets_duplicate,Detroit Pistons,Toronto Raptors,1.0,0.25,0,0.0,0,0.1,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,A.Thompson,N,3.0
1,D.Booker o7.5 Ast,FirefighterBets,Phoenix Suns,Utah Jazz,1.0,0.4193548387096774,0,1.0,1,0.6,1,-125.0,1.0,1.8,0.8,D.Booker,N,4.0
2,D.Avdija o17.5 Pts+Ast,Rotowire Sleeper,Portland Trail Blazers,Miami Heat,1.0,0.4324324324324324,0,0.6,1,0.7,1,100.0,1.5,3.0,1.5,D.Avdija,Y,20.0
3,G.Allen o12.5 Pts+Rebs,Rotowire Sleeper,Phoenix Suns,Utah Jazz,1.0,0.5555555555555556,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,G.Allen,Y,18.0
4,T.Harris o8.5 Rebs+Ast,Rotowire Prizepicks,Detroit Pistons,Toronto Raptors,1.0,0.5555555555555556,1,0.4,0,0.3,0,100.0,1.5,3.0,1.5,T.Harris,Y,10.0
5,G.Dick o2.5 Rebs,Rotowire Prizepicks,Toronto Raptors,Detroit Pistons,0.0,0.625,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,G.Dick,Y,3.0
6,J.Morant o32.5 Pts+Rebs+Ast,Theotherbabs,Memphis Grizzlies,Minnesota Timberwolves,0.0,0.6666666666666666,1,0.6,1,0.7,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Morant,N,21.0
7,M.Plumlee o11.5 Pts+Rebs,Rotowire Sleeper,Phoenix Suns,Utah Jazz,1.0,0.4285714285714285,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,M.Plumlee,Y,16.0
8,W.Kessler o23.5 Pts+Rebs+Ast,Rotowire Prizepicks,Utah Jazz,Phoenix Suns,0.0,0.5666666666666667,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,W.Kessler,Y,29.0
9,G.Allen o12.5 Pts+Rebs,Rotowire Prizepicks,Phoenix Suns,Utah Jazz,1.0,0.5555555555555556,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,G.Allen,Y,18.0
10,T.Rozier o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,Miami Heat,Portland Trail Blazers,0.0,0.40625,0,0.4,0,0.3,0,100.0,1.5,3.0,1.5,T.Rozier,N,17.0
11,T.Rozier o15.5 Pts+Ast,Rotowire Prizepicks,Miami Heat,Portland Trail Blazers,0.0,0.46875,0,0.4,0,0.3,0,100.0,1.5,3.0,1.5,T.Rozier,N,15.0
12,H.Highsmith o9.5 Pts+Rebs+Ast,Rotowire Prizepicks,Miami Heat,Portland Trail Blazers,0.0,0.5294117647058824,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,H.Highsmith,Y,21.0
13,J.Jaquez o19.5 Pts+Rebs,Rotowire Prizepicks,Miami Heat,Portland Trail Blazers,0.0,0.15625,0,0.6,1,0.3,0,100.0,1.5,3.0,1.5,J.Jaquez,N,16.0
