,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Randle o4.5 Ast,Markus_Markets,Minnesota Timberwolves,Atlanta Hawks,1.0,0.4,0,0.8,1,0.5,0,-128,1.0,1.78125,0.78125,J.Randle,N,2.0
1,Q.Grimes o3.5 Ast,TopShelfAction,Dallas Mavericks,Washington Wizards,1.0,0.1627906976744186,0,0.0,0,0.4,0,165,0.5,1.325,0.825,Q.Grimes,Y,6.0
2,B.Coulibaly u8.5 Rebs+Ast,Theotherbabs,Washington Wizards,Dallas Mavericks,0.0,0.5,0,0.6,1,0.8,1,-110,1.0,1.9090909090909087,0.9090909090909092,B.Coulibaly,N,9.0
3,D.Gafford o15.5 Pts,TopShelfAction,Dallas Mavericks,Washington Wizards,1.0,0.25,0,0.4,0,0.3,0,100,0.9,1.8,0.9,D.Gafford,Y,18.0
4,K.Thompson o11.5 Pts,CamIsMoney18,Dallas Mavericks,Washington Wizards,1.0,0.6410256410256411,1,0.2,0,0.5,0,-120,1.0,1.8333333333333333,0.8333333333333335,K.Thompson,Y,23.0
5,A.Sarr u23.5 Pts+Rebs+Ast,CamIsMoney18,Washington Wizards,Dallas Mavericks,0.0,0.75,1,0.8,1,0.8,1,-118,1.0,1.847457627118644,0.847457627118644,A.Sarr,Y,7.0
6,J.Poole u5.5 Ast,TopShelfAction,Washington Wizards,Dallas Mavericks,0.0,0.6216216216216216,1,0.6,1,0.7,1,110,0.7,1.47,0.77,J.Poole,N,6.0
7,D.Fox o22.5 Pts,sandyplashkes,Sacramento Kings,Brooklyn Nets,0.0,0.5952380952380952,1,0.0,0,0.4,0,-125,1.25,2.25,1.0,D.Fox,Y,30.0
8,K.Murray o12.5 Pts+Ast,Markus_Markets_duplicate,Sacramento Kings,Brooklyn Nets,0.0,0.6190476190476191,1,0.8,1,0.8,1,-115,1.0,1.869565217391304,0.8695652173913042,K.Murray,N,10.0
9,K.Murray o17.5 Pts+Rebs,FirefighterBets_duplicate,Sacramento Kings,Brooklyn Nets,0.0,0.5952380952380952,1,0.6,1,0.7,1,-125,1.0,1.8,0.8,K.Murray,N,12.0
10,D.Fox o22.5 Pts,TopShelfAction,Sacramento Kings,Brooklyn Nets,0.0,0.5952380952380952,1,0.0,0,0.4,0,-105,0.7,1.3666666666666665,0.6666666666666665,D.Fox,Y,30.0
