,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,C.Capela o10.5 Pts,therocketplays,Atlanta Hawks,Chicago Bulls,1.0,0.3666666666666666,0,0.2,0,0.1,0,-120,1.2,2.2,1.0000000000000002,C.Capela,N,8.0
1,B.Adebayo u4.5 Ast,TopShelfAction,Miami Heat,Orlando Magic,0.0,0.4444444444444444,0,0.6,1,0.3,0,120,0.3,0.66,0.36,B.Adebayo,N,7.0
2,M.Bridges o6.5 Rebs,TopShelfAction_duplicate,Charlotte Hornets,Washington Wizards,0.0,0.6875,1,0.8,1,0.7,1,-115,0.4,0.7478260869565218,0.3478260869565217,M.Bridges,Y,14.0
3,J.Morant o7.5 Ast,TopShelfAction,Memphis Grizzlies,Toronto Raptors,1.0,0.5555555555555556,1,0.4,0,0.4,0,105,0.3,0.6149999999999999,0.3149999999999999,J.Morant,Y,9.0
4,D.Ayton o14.5 Pts,TopShelfAction,Portland Trail Blazers,Utah Jazz,1.0,0.55,1,0.4,0,0.6,1,110,0.4,0.8400000000000001,0.44,D.Ayton,Y,18.0
5,D.Fox o2.5 3pt M,TopShelfAction,Sacramento Kings,Detroit Pistons,1.0,0.3666666666666666,0,0.2,0,0.3,0,135,0.2,0.47,0.27,D.Fox,N,2.0
6,I.Hartenstein o28.5 Pts+Rebs+Ast,Rotowire Sleeper,Oklahoma City Thunder,Indiana Pacers,0.0,0.6923076923076923,1,0.6,1,0.6,1,100,1.5,3.0,1.5,I.Hartenstein,N,25.0
7,S.Barnes o33.5 Pts+Rebs+Ast,Rotowire Sleeper,Toronto Raptors,Memphis Grizzlies,0.0,0.5882352941176471,1,0.4,0,0.6,1,100,1.5,3.0,1.5,S.Barnes,Y,40.0
8,R.Barrett o6.5 Rebs,Rotowire Prizepicks,Toronto Raptors,Memphis Grizzlies,0.0,0.48,0,0.4,0,0.6,1,100,1.5,3.0,1.5,R.Barrett,Y,9.0
9,M.Beasley o14.5 Pts,Rotowire Prizepicks,Detroit Pistons,Sacramento Kings,0.0,0.6333333333333333,1,0.8,1,0.8,1,100,1.5,3.0,1.5,M.Beasley,Y,22.0
10,Y.Missi o20.5 Pts+Rebs,Rotowire Prizepicks,New Orleans Pelicans,Houston Rockets,1.0,0.3103448275862069,0,0.6,1,0.6,1,100,1.5,3.0,1.5,Y.Missi,N,11.0
11,S.Barnes o26.5 Pts+Rebs,Rotowire Sleeper,Toronto Raptors,Memphis Grizzlies,0.0,0.5882352941176471,1,0.4,0,0.6,1,100,1.5,3.0,1.5,S.Barnes,Y,32.0
12,S.Gilgeous-Alexander o31.5 Pts,the_degenerates,Oklahoma City Thunder,Indiana Pacers,0.0,0.4285714285714285,0,0.8,1,0.6,1,-106,1.06,2.06,1.0,S.Gilgeous-Alexander,Y,45.0
13,M.Turner u14.5 Pts,TopShelfAction,Indiana Pacers,Oklahoma City Thunder,1.0,0.5357142857142857,1,0.4,0,0.5,0,100,0.7,1.4,0.7,M.Turner,Y,12.0
14,J.Williams o5.5 Rebs,TopShelfAction_duplicate,Oklahoma City Thunder,Indiana Pacers,0.0,0.5517241379310345,1,0.4,0,0.5,0,-104,1.2,2.353846153846154,1.153846153846154,J.Williams,N,4.0
15,S.Gilgeous-Alexander o5.5 Rebs,TopShelfAction,Oklahoma City Thunder,Indiana Pacers,0.0,0.5,0,0.8,1,0.7,1,100,0.8,1.6,0.8,S.Gilgeous-Alexander,Y,7.0
16,J.Williams u23.5 Pts,TopShelfAction_duplicate,Oklahoma City Thunder,Indiana Pacers,0.0,0.6206896551724138,1,0.8,1,0.7,1,-105,1.0,1.9523809523809523,0.9523809523809524,J.Williams,Y,20.0
17,S.Gilgeous-Alexander o5.5 Ast,TopShelfAction,Oklahoma City Thunder,Indiana Pacers,0.0,0.5,0,0.4,0,0.4,0,115,1.6,3.44,1.84,S.Gilgeous-Alexander,Y,8.0
18,I.Hartenstein u3.5 Ast,TopShelfAction,Oklahoma City Thunder,Indiana Pacers,0.0,0.4615384615384615,0,0.8,1,0.4,0,105,0.5,1.025,0.5249999999999999,I.Hartenstein,Y,1.0
19,S.Gilgeous-Alexander u32.5 Pts,TopShelfAction,Oklahoma City Thunder,Indiana Pacers,0.0,0.6785714285714286,1,0.4,0,0.6,1,-115,0.7,1.3086956521739128,0.6086956521739129,S.Gilgeous-Alexander,N,45.0
