,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,B.Mathurin o13.5 Pts,GDAWG5000,Indiana Pacers,New York Knicks,1.0,0.6122448979591837,1,0.6,1,0.5,0,-120,0.6,1.1,0.5000000000000001,B.Mathurin,Y,18.0
1,B.Mathurin o13.5 Pts,JoeDellera,Indiana Pacers,New York Knicks,1.0,0.6122448979591837,1,0.6,1,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,B.Mathurin,Y,18.0
2,K.Towns o40.5 Pts+Rebs+Ast,rsura_,New York Knicks,Indiana Pacers,0.0,0.5106382978723404,1,0.2,0,0.3,0,-115,1.15,2.1499999999999995,0.9999999999999996,K.Towns,Y,57.0
3,A.Nembhard o10.5 Pts,gneiffer07,Indiana Pacers,New York Knicks,1.0,0.4285714285714285,0,0.4,0,0.4,0,-105,1.05,2.05,0.9999999999999998,A.Nembhard,N,8.0
4,M.Bridges o22.5 Pts+Rebs+Ast,gneiffer07_duplicate,New York Knicks,Indiana Pacers,0.0,0.5769230769230769,1,0.2,0,0.5,0,-105,1.05,2.05,0.9999999999999998,M.Bridges,N,16.0
5,P.Achiuwa u8.5 Pts,MoneylineHacks,New York Knicks,Indiana Pacers,0.0,0.7419354838709677,1,0.6,1,0.6,1,-113,1.0,1.8849557522123888,0.8849557522123894,P.Achiuwa,N,9.0
6,K.Towns o23.5 Pts,Theotherbabs,New York Knicks,Indiana Pacers,0.0,0.5106382978723404,1,0.2,0,0.4,0,-107,1.0,1.9345794392523368,0.9345794392523366,K.Towns,Y,40.0
7,K.Towns o39.5 Pts+Rebs+Ast,sandyplashkes,New York Knicks,Indiana Pacers,0.0,0.5319148936170213,1,0.2,0,0.3,0,-118,1.18,2.18,0.9999999999999998,K.Towns,Y,57.0
8,J.Brunson u7.5 Ast,TopShelfAction,New York Knicks,Indiana Pacers,0.0,0.5490196078431373,1,0.6,1,0.7,1,-115,1.27,2.3743478260869564,1.1043478260869564,J.Brunson,Y,7.0
9,O.Agbaji o4.5 Rebs,TopShelfAction,Toronto Raptors,Philadelphia 76ers,0.0,0.4042553191489361,0,0.6,1,0.3,0,110,0.8,1.6800000000000002,0.8800000000000001,O.Agbaji,N,4.0
10,I.Quickley u27.5 Pts+Rebs+Ast,TopShelfAction,Toronto Raptors,Philadelphia 76ers,0.0,0.6428571428571429,1,0.8,1,0.7,1,120,1.2,2.64,1.4400000000000002,I.Quickley,N,31.0
11,I.Quickley u28.5 Pts+Rebs+Ast,gneiffer07,Toronto Raptors,Philadelphia 76ers,0.0,0.7142857142857143,1,0.8,1,0.7,1,120,1.0,2.2,1.2000000000000002,I.Quickley,N,31.0
12,S.Barnes o20.5 Pts,sandyplashkes,Toronto Raptors,Philadelphia 76ers,0.0,0.45,0,0.4,0,0.6,1,-120,1.2,2.2,1.0000000000000002,S.Barnes,Y,33.0
13,G.Dick u3.5 Rebs,rsura_,Toronto Raptors,Philadelphia 76ers,0.0,0.5652173913043478,1,0.6,1,0.7,1,-124,1.24,2.24,0.9999999999999998,G.Dick,N,4.0
14,J.Embiid o41.5 Pts+Rebs+Ast,CamIsMoney18,Philadelphia 76ers,Toronto Raptors,1.0,0.5,0,0.8,1,0.6,1,-125,1.0,1.8,0.8,J.Embiid,Y,43.0
15,M.Beasley o16.5 Pts,therocketplays,Detroit Pistons,Chicago Bulls,0.0,0.6037735849056604,1,0.8,1,0.8,1,-113,1.13,2.13,1.0,M.Beasley,Y,24.0
16,M.Beasley o3.5 3pt M,JoeDellera,Detroit Pistons,Chicago Bulls,0.0,0.6037735849056604,1,0.8,1,0.8,1,-140,1.0,1.7142857142857144,0.7142857142857144,M.Beasley,Y,7.0
17,T.Hardaway o9.5 Pts,rsura_,Detroit Pistons,Chicago Bulls,0.0,0.5714285714285714,1,0.4,0,0.3,0,-125,1.25,2.25,1.0,T.Hardaway,N,3.0
18,T.Jones o19.5 Pts+Rebs+Ast,Markus_Markets_duplicate,Chicago Bulls,Detroit Pistons,1.0,0.0,0,0.0,0,0.0,0,-130,1.0,1.7692307692307692,0.7692307692307692,T.Jones,N,11.0
19,T.Jones o19.5 Pts+Rebs+Ast,Markus_Markets_duplicate,Phoenix Suns,Memphis Grizzlies,1.0,0.5294117647058824,1,0.4,0,0.4,0,-130,1.0,1.7692307692307692,0.7692307692307692,T.Jones,Y,23.0
20,J.Morant o32.5 Pts+Rebs+Ast,sandyplashkes,Memphis Grizzlies,Phoenix Suns,0.0,0.6129032258064516,1,0.4,0,0.5,0,-120,1.2,2.2,1.0000000000000002,J.Morant,Y,39.0
21,G.Jackson o9.5 Pts,therocketplays,Memphis Grizzlies,Phoenix Suns,0.0,0.5,0,0.6,1,0.5,0,-105,1.05,2.05,0.9999999999999998,G.Jackson,N,3.0
22,J.Morant o30.5 Pts+Rebs+Ast,JCBetsNFL,Memphis Grizzlies,Phoenix Suns,0.0,0.6129032258064516,1,0.4,0,0.5,0,-130,1.3,2.3,0.9999999999999998,J.Morant,Y,39.0
23,J.Morant o30.5 Pts+Rebs+Ast,CamIsMoney18,Memphis Grizzlies,Phoenix Suns,0.0,0.6129032258064516,1,0.4,0,0.5,0,-130,1.0,1.7692307692307692,0.7692307692307692,J.Morant,Y,39.0
24,K.Towns o39.5 Pts+Rebs+Ast,Rotowire Sleeper,New York Knicks,Indiana Pacers,0.0,0.5319148936170213,1,0.2,0,0.3,0,100,1.5,3.0,1.5,K.Towns,Y,57.0
25,M.Bridges o22.5 Pts+Rebs+Ast,Rotowire Sleeper_duplicate,New York Knicks,Indiana Pacers,0.0,0.5769230769230769,1,0.2,0,0.5,0,100,1.5,3.0,1.5,M.Bridges,N,16.0
26,I.Quickley u24.5 Pts+Ast,Rotowire Prizepicks,Toronto Raptors,Philadelphia 76ers,0.0,0.7142857142857143,1,1.0,1,0.8,1,100,1.5,3.0,1.5,I.Quickley,N,28.0
27,Z.Edey o14.5 Pts+Rebs,GDAWG5000,Memphis Grizzlies,Phoenix Suns,0.0,0.631578947368421,1,0.6,1,0.6,1,-115,0.58,1.0843478260869563,0.5043478260869564,Z.Edey,N,13.0
28,Z.Edey o14.5 Pts+Rebs,JoeDellera,Memphis Grizzlies,Phoenix Suns,0.0,0.631578947368421,1,0.6,1,0.6,1,-115,1.0,1.869565217391304,0.8695652173913042,Z.Edey,N,13.0
29,J.Jackson o27.5 Pts+Rebs,Rotowire Sleeper,Memphis Grizzlies,Phoenix Suns,0.0,0.52,1,0.6,1,0.7,1,100,1.5,3.0,1.5,J.Jackson,N,23.0
