,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,E.Mobley o18.5 Pts,RoyalsProps,Cleveland Cavaliers,Charlotte Hornets,1.0,0.3076923076923077,0,0.4,0,0.3,0,-125.0,0.63,1.134,0.5040000000000001,E.Mobley,Y,23.0
1,K.Irving o30.5 Pts+Rebs+Ast,the_degenerates,Dallas Mavericks,Oklahoma City Thunder,0.0,0.5833333333333334,1,0.6,1,0.7,1,-120.0,1.2,2.2,1.0000000000000002,K.Irving,N,30.0
2,C.Cunningham o40.5 Pts+Rebs+Ast,the_degenerates,Detroit Pistons,Washington Wizards,0.0,0.3571428571428571,0,0.6,1,0.3,0,-107.0,1.07,2.0700000000000003,1.0000000000000002,C.Cunningham,Y,41.0
3,J.Green o20.5 Pts,RoyalsProps,Charlotte Hornets,Cleveland Cavaliers,0.0,0.0,0,0.0,0,0.0,0,-120.0,0.6,1.1,0.5000000000000001,J.Green,N,15.0
4,D.Brooks o1.5 3pt M,TopShelfAction,Houston Rockets,Chicago Bulls,0.0,0.6153846153846154,1,0.8,1,0.6,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,D.Brooks,N,1.0
5,B.Adebayo o17.5 Pts,JoeDellera,Miami Heat,Indiana Pacers,0.0,0.3636363636363636,0,0.6,1,0.4,0,-105.0,1.0,1.9523809523809523,0.9523809523809524,B.Adebayo,Y,24.0
6,C.Capela u10.5 Pts,gneiffer07,Atlanta Hawks,Portland Trail Blazers,0.0,0.5384615384615384,1,0.4,0,0.4,0,-105.0,1.05,2.05,0.9999999999999998,C.Capela,Y,8.0
7,J.Harden o14.5 Rebs+Ast,RoyalsProps,Los Angeles Clippers,Utah Jazz,1.0,0.6153846153846154,1,0.4,0,0.5,0,-125.0,0.63,1.134,0.5040000000000001,J.Harden,Y,17.0
8,D.Booker o35.5 Pts+Rebs+Ast,Rotowire Sleeper,Phoenix Suns,Minnesota Timberwolves,0.0,0.3846153846153846,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,D.Booker,Y,57.0
9,C.Sexton o20.5 Pts+Rebs+Ast,Rotowire Sleeper,Utah Jazz,Los Angeles Clippers,0.0,0.75,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,C.Sexton,N,18.0
10,C.Sexton o20.5 Pts+Rebs+Ast,Rotowire Prizepicks,Utah Jazz,Los Angeles Clippers,0.0,0.75,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,C.Sexton,N,18.0
11,R.Gobert o10.5 Pts,Rotowire Prizepicks,Minnesota Timberwolves,Phoenix Suns,1.0,0.4615384615384615,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,R.Gobert,Y,11.0
