,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,G.Antetokounmpo o31.5 Pts,LinesAtLunch,Milwaukee Bucks,Chicago Bulls,1.0,0.3846153846153846,0,0.4,0,0.4,0,-112.0,1.12,2.12,1.0,G.Antetokounmpo,Y,41.0
1,G.Antetokounmpo o31.5 Pts,sandyplashkes,Milwaukee Bucks,Chicago Bulls,1.0,0.3846153846153846,0,0.4,0,0.4,0,-112.0,1.12,2.12,1.0,G.Antetokounmpo,Y,41.0
2,D.Lillard o35.5 Pts+Rebs+Ast,Mjaybrxd,Milwaukee Bucks,Chicago Bulls,1.0,0.5454545454545454,1,0.4,0,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,D.Lillard,N,35.0
3,G.Antetokounmpo o30.5 Pts,JoeDellera,Milwaukee Bucks,Chicago Bulls,1.0,0.4615384615384615,0,0.4,0,0.5,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,G.Antetokounmpo,Y,41.0
4,Z.LaVine o20.5 Pts,Theotherbabs,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.6,1,-118.0,1.0,1.847457627118644,0.847457627118644,Z.LaVine,Y,27.0
5,N.Vucevic o2.5 Ast,Theotherbabs,Chicago Bulls,Milwaukee Bucks,0.0,0.6,1,0.6,1,0.6,1,-132.0,1.0,1.7575757575757576,0.7575757575757576,N.Vucevic,Y,6.0
6,Z.LaVine o20.5 Pts,Markus_Markets,Chicago Bulls,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.6,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,Z.LaVine,Y,27.0
7,T.Young o23.5 Pts,RoyalsProps,Atlanta Hawks,Golden State Warriors,0.0,0.5,0,0.4,0,0.4,0,-105.0,1.05,2.05,0.9999999999999998,T.Young,N,12.0
8,T.Young o37.5 Pts+Rebs+Ast,LinesAtLunch,Atlanta Hawks,Golden State Warriors,0.0,0.5714285714285714,1,0.4,0,0.6,1,-112.0,1.12,2.12,1.0,T.Young,N,26.0
9,T.Young o37.5 Pts+Rebs+Ast,sandyplashkes,Atlanta Hawks,Golden State Warriors,0.0,0.5714285714285714,1,0.4,0,0.6,1,-112.0,1.12,2.12,1.0,T.Young,N,26.0
