,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Brunson o23.5 Pts,therocketplays,New York Knicks,Milwaukee Bucks,1.0,0.5,0,0.6,1,0.5,0,-120.0,1.2,2.2,1.0000000000000002,J.Brunson,Y,44.0
1,K.Towns o1.5 3pt M,ThePropfessor_,New York Knicks,Milwaukee Bucks,1.0,0.6666666666666666,1,0.6,1,0.5,0,-135.0,1.35,2.35,1.0,K.Towns,Y,2.0
2,J.Hardy o11.5 Pts,therocketplays,Dallas Mavericks,Denver Nuggets,1.0,0.3,0,0.8,1,0.5,0,-120.0,1.2,2.2,1.0000000000000002,J.Hardy,N,5.0
3,J.Hart o28.5 Pts+Rebs+Ast,Rotowire Sleeper,New York Knicks,Milwaukee Bucks,1.0,0.5789473684210527,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,J.Hart,N,26.0
4,J.Poole o25.5 Pts+Rebs+Ast,Rotowire Sleeper,Washington Wizards,Oklahoma City Thunder,1.0,0.6896551724137931,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,J.Poole,N,20.0
5,Z.Williamson o6.5 Rebs,Rotowire Prizepicks,New Orleans Pelicans,Boston Celtics,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1,100.0,1.5,3.0,1.5,Z.Williamson,Y,7.0
6,P.Banchero o10.5 Rebs+Ast,Rotowire Prizepicks,Orlando Magic,Philadelphia 76ers,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100.0,1.5,3.0,1.5,P.Banchero,Y,14.0
7,M.Williams o10.5 Pts,Rotowire Sleeper,Charlotte Hornets,Phoenix Suns,0.0,0.6923076923076923,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,M.Williams,Y,24.0
8,P.Banchero o6.5 Rebs,Rotowire Prizepicks,Orlando Magic,Philadelphia 76ers,1.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,100.0,1.5,3.0,1.5,P.Banchero,Y,8.0
9,J.Poole o22.5 Pts+Ast,Rotowire Sleeper,Washington Wizards,Oklahoma City Thunder,1.0,0.7241379310344828,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,J.Poole,N,17.0
