,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Johnson o27.5 Pts+Rebs,Markus_Markets,Atlanta Hawks,Dallas Mavericks,1.0,0.6875,1,1.0,1,0.9,1,-122.0,1.0,1.819672131147541,0.819672131147541,J.Johnson,Y,39.0
1,D.Daniels o11.5 Pts,RoyalsProps,Atlanta Hawks,Dallas Mavericks,1.0,0.6,1,0.6,1,0.6,1,-120.0,1.2,2.2,1.0000000000000002,D.Daniels,Y,17.0
2,K.Irving o6.5 Ast,therocketplays,Dallas Mavericks,Atlanta Hawks,0.0,0.1875,0,0.2,0,0.1,0,-125.0,1.25,2.25,1.0,K.Irving,N,6.0
3,K.Irving o9.5 Ast,therocketplays,Dallas Mavericks,Atlanta Hawks,0.0,0.0,0,0.0,0,0.0,0,425.0,0.5,2.625,2.125,K.Irving,N,6.0
4,M.Porter o8.5 Rebs+Ast,Markus_Markets,Denver Nuggets,New York Knicks,1.0,0.8,1,0.8,1,0.8,1,-109.0,1.0,1.9174311926605505,0.9174311926605504,M.Porter,Y,10.0
5,J.Hart o28.5 Pts+Rebs+Ast,sandyplashkes,New York Knicks,Denver Nuggets,0.0,0.625,1,0.8,1,0.7,1,-112.0,1.12,2.12,1.0,J.Hart,N,23.0
6,N.Jokic o27.5 Pts,JoeDellera,Denver Nuggets,New York Knicks,1.0,0.6666666666666666,1,0.8,1,0.7,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,N.Jokic,N,22.0
7,M.Bridges o16.5 Pts,RoyalsProps,New York Knicks,Denver Nuggets,0.0,0.4375,0,0.4,0,0.4,0,-111.0,1.11,2.1100000000000003,1.0000000000000002,M.Bridges,N,14.0
8,J.Brunson o37.5 Pts+Rebs+Ast,Theotherbabs,New York Knicks,Denver Nuggets,0.0,0.375,0,0.6,1,0.4,0,105.0,1.0,2.05,1.0499999999999998,J.Brunson,Y,43.0
9,J.Hart o13.5 Pts,HPBasketball,New York Knicks,Denver Nuggets,0.0,0.625,1,1.0,1,0.8,1,-120.0,0.6,1.1,0.5000000000000001,J.Hart,N,12.0
10,B.Miller u34.5 Pts+Rebs+Ast,allanlemdfs,Charlotte Hornets,Orlando Magic,1.0,0.6666666666666666,1,0.4,0,0.6,1,-125.0,1.25,2.25,1.0,B.Miller,Y,34.0
11,B.Miller u30.5 Pts+Rebs,kylemurray03,Charlotte Hornets,Orlando Magic,1.0,0.6666666666666666,1,0.4,0,0.6,1,-110.0,1.1,2.1,1.0,B.Miller,Y,30.0
