,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,M.Bridges o17.5 Pts,JoeDellera_duplicate,New York Knicks,Oklahoma City Thunder,0.0,0.5,0,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,M.Bridges,Y,24.0
1,M.Bridges o17.5 Pts,JoeDellera_duplicate,Charlotte Hornets,Detroit Pistons,0.0,0.5263157894736842,1,0.8,1,0.7,1,-110,1.0,1.9090909090909087,0.9090909090909092,M.Bridges,Y,20.0
2,J.Hart o8.5 Rebs,Markus_Markets,New York Knicks,Oklahoma City Thunder,0.0,0.5151515151515151,1,1.0,1,0.5,0,-124,1.0,1.806451612903225,0.8064516129032258,J.Hart,N,7.0
3,K.Towns o16.5 Rebs+Ast,Theotherbabs,New York Knicks,Oklahoma City Thunder,0.0,0.5625,1,0.4,0,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,K.Towns,Y,26.0
4,K.Towns o2.5 Ast,therocketplays,New York Knicks,Oklahoma City Thunder,0.0,0.625,1,0.4,0,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,K.Towns,Y,4.0
5,M.Beasley o15.5 Pts,therocketplays,Detroit Pistons,Charlotte Hornets,1.0,0.5757575757575758,1,0.6,1,0.7,1,-115,1.15,2.1499999999999995,0.9999999999999996,M.Beasley,N,12.0
6,A.Reaves o31.5 Pts+Rebs+Ast,LinesAtLunch,Los Angeles Lakers,Atlanta Hawks,1.0,0.3214285714285714,0,0.8,1,0.5,0,-108,1.08,2.08,1.0,A.Reaves,Y,33.0
7,A.Reaves o31.5 Pts+Rebs+Ast,sandyplashkes,Los Angeles Lakers,Atlanta Hawks,1.0,0.3214285714285714,0,0.8,1,0.5,0,-108,1.08,2.08,1.0,A.Reaves,Y,33.0
8,J.Poeltl o11.5 Pts,Theotherbabs,Toronto Raptors,Orlando Magic,1.0,0.6896551724137931,1,0.6,1,0.7,1,100,1.0,2.0,1.0,J.Poeltl,Y,25.0
9,J.Hart o21.5 Pts+Rebs,Rotowire Sleeper,New York Knicks,Oklahoma City Thunder,0.0,0.6666666666666666,1,1.0,1,0.7,1,100,1.5,3.0,1.5,J.Hart,Y,26.0
10,M.Beasley o19.5 Pts+Rebs+Ast,Rotowire Sleeper,Detroit Pistons,Charlotte Hornets,1.0,0.6363636363636364,1,0.6,1,0.7,1,100,1.5,3.0,1.5,M.Beasley,N,17.0
