,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,D.Schroder o5.5 Ast,Markus_Markets,Brooklyn Nets,New Orleans Pelicans,0.0,0.7,1,0.4,0,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,D.Schroder,N,2.0
1,I.Zubac o28.5 Pts+Rebs,HPBasketball,Los Angeles Clippers,Oklahoma City Thunder,0.0,0.5,0,0.2,0,0.5,0,-106,1.1,2.137735849056604,1.0377358490566038,I.Zubac,Y,36.0
2,J.Giddey u12.5 Pts,sandyplashkes,Chicago Bulls,Cleveland Cavaliers,1.0,0.4,0,0.6,1,0.4,0,-116,1.16,2.16,0.9999999999999998,J.Giddey,N,18.0
3,J.Allen o13.5 Pts,Markus_Markets,Cleveland Cavaliers,Chicago Bulls,0.0,0.7272727272727273,1,0.6,1,0.7,1,-130,1.0,1.7692307692307692,0.7692307692307692,J.Allen,N,9.0
4,J.Allen o24.5 Pts+Rebs,Rotowire Sleeper,Cleveland Cavaliers,Chicago Bulls,0.0,0.7272727272727273,1,0.8,1,0.8,1,100,1.5,3.0,1.5,J.Allen,N,14.0
5,E.Mobley o28.5 Pts+Rebs+Ast,Rotowire Sleeper,Cleveland Cavaliers,Chicago Bulls,0.0,0.5454545454545454,1,0.4,0,0.5,0,100,1.5,3.0,1.5,E.Mobley,N,14.0
6,J.Giddey o18.5 Pts+Rebs,Rotowire Prizepicks,Chicago Bulls,Cleveland Cavaliers,1.0,0.6,1,0.2,0,0.6,1,100,1.5,3.0,1.5,J.Giddey,Y,26.0
7,D.Schroder o19.5 Pts+Rebs,Rotowire Prizepicks,Brooklyn Nets,New Orleans Pelicans,0.0,0.7,1,0.6,1,0.7,1,100,1.5,3.0,1.5,D.Schroder,N,17.0
8,D.Schroder o25.5 Pts+Rebs+Ast,Rotowire Prizepicks,Brooklyn Nets,New Orleans Pelicans,0.0,0.7,1,0.6,1,0.7,1,100,1.5,3.0,1.5,D.Schroder,N,17.0
9,D.Schroder o22.5 Pts+Ast,Rotowire Prizepicks,Brooklyn Nets,New Orleans Pelicans,0.0,0.7,1,0.6,1,0.7,1,100,1.5,3.0,1.5,D.Schroder,N,16.0
10,D.Schroder o15.5 Pts,Rotowire Prizepicks,Brooklyn Nets,New Orleans Pelicans,0.0,0.7,1,0.6,1,0.7,1,100,1.5,3.0,1.5,D.Schroder,N,14.0
11,A.Sengun o19.5 Pts,gneiffer07,Houston Rockets,Washington Wizards,1.0,0.3,0,0.4,0,0.3,0,-110,1.1,2.1,1.0,A.Sengun,Y,27.0
12,J.Poole u7.5 Rebs+Ast,allanlemdfs,Washington Wizards,Houston Rockets,0.0,0.875,1,0.8,1,0.875,1,-118,1.18,2.18,0.9999999999999998,J.Poole,N,11.0
13,B.Simmons o5.5 Rebs,Rotowire Prizepicks,Brooklyn Nets,New Orleans Pelicans,0.0,0.7142857142857143,1,0.8,1,0.7142857142857143,1,100,1.5,3.0,1.5,B.Simmons,N,5.0
14,B.Simmons o11.5 Rebs+Ast,Rotowire Prizepicks,Brooklyn Nets,New Orleans Pelicans,0.0,0.7142857142857143,1,0.8,1,0.7142857142857143,1,100,1.5,3.0,1.5,B.Simmons,Y,17.0
15,K.Johnson o20.5 Pts+Rebs+Ast,Rotowire Sleeper,San Antonio Spurs,Sacramento Kings,1.0,0.4,0,0.6,1,0.4,0,100,1.5,3.0,1.5,K.Johnson,Y,17.0
16,D.Schroder o5.5 Ast,therocketplays,Brooklyn Nets,New Orleans Pelicans,0.0,0.7,1,0.4,0,0.7,1,-125,1.25,2.25,1.0,D.Schroder,N,2.0
17,C.Paul o7.5 Ast,ThePropfessor_,San Antonio Spurs,Sacramento Kings,1.0,0.7,1,0.6,1,0.7,1,-130,1.3,2.3,0.9999999999999998,C.Paul,Y,11.0
18,N.Claxton o19.5 Pts+Rebs,Rotowire Sleeper,Brooklyn Nets,New Orleans Pelicans,0.0,0.4444444444444444,0,0.4,0,0.4444444444444444,0,100,1.5,3.0,1.5,N.Claxton,Y,22.0
19,J.Smith o10.5 Pts,Rotowire Sleeper,Houston Rockets,Washington Wizards,1.0,0.5,0,0.4,0,0.5,0,100,1.5,3.0,1.5,J.Smith,Y,11.0
20,J.Harden o5.5 Rebs,JoeDellera,Los Angeles Clippers,Oklahoma City Thunder,0.0,0.7,1,0.6,1,0.7,1,-140,0.75,1.2857142857142858,0.5357142857142858,J.Harden,Y,11.0
21,J.Harden o6.5 Rebs,JoeDellera,Los Angeles Clippers,Oklahoma City Thunder,0.0,0.6,1,0.6,1,0.6,1,135,0.25,0.5875,0.3375,J.Harden,Y,11.0
22,J.Giddey u25.5 Pts+Rebs+Ast,PropBomb,Chicago Bulls,Cleveland Cavaliers,1.0,0.5,0,0.6,1,0.5,0,-125,1.25,2.25,1.0,J.Giddey,Y,11.0
23,A.Sarr o15.5 Pts+Rebs,Rotowire Prizepicks,Washington Wizards,Houston Rockets,0.0,0.625,1,0.6,1,0.625,1,100,1.5,3.0,1.5,A.Sarr,N,11.0
