,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,C.White o25.5 Pts+Ast,Mjaybrxd,Chicago Bulls,Atlanta Hawks,1.0,0.4375,0,0.6,1,0.6,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,C.White,Y,29.0
1,C.White o20.5 Pts,Mjaybrxd,Chicago Bulls,Atlanta Hawks,1.0,0.5,0,0.6,1,0.5,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,C.White,N,20.0
2,C.White o25.5 Pts+Ast,RoyalsProps,Chicago Bulls,Atlanta Hawks,1.0,0.4375,0,0.6,1,0.6,1,-110.0,1.1,2.1,1.0,C.White,Y,29.0
3,T.Young o21.5 Pts,LinesAtLunch,Atlanta Hawks,Chicago Bulls,0.0,0.6,1,0.2,0,0.5,0,-112.0,1.12,2.12,1.0,T.Young,Y,25.0
4,T.Young o21.5 Pts,sandyplashkes,Atlanta Hawks,Chicago Bulls,0.0,0.6,1,0.2,0,0.5,0,-112.0,1.12,2.12,1.0,T.Young,Y,25.0
5,P.Pritchard o12.5 Pts,PropBomb,Boston Celtics,Washington Wizards,0.0,0.7333333333333333,1,0.6,1,0.7,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,P.Pritchard,N,9.0
6,J.Tatum o27.5 Pts,JoeDellera,Boston Celtics,Washington Wizards,0.0,0.7333333333333333,1,0.6,1,0.8,1,-125.0,1.0,1.8,0.8,J.Tatum,N,16.0
7,K.Kuzma u17.5 Pts,LinesAtLunch,Washington Wizards,Boston Celtics,1.0,0.5,0,0.4,0,0.5,0,-118.0,1.18,2.18,0.9999999999999998,K.Kuzma,N,21.0
8,K.Kuzma u17.5 Pts,sandyplashkes,Washington Wizards,Boston Celtics,1.0,0.5,0,0.4,0,0.5,0,-118.0,1.18,2.18,0.9999999999999998,K.Kuzma,N,21.0
9,N.Jokic o12.5 Rebs,JoeDellera,Denver Nuggets,Dallas Mavericks,1.0,0.5,0,0.8,1,0.5,0,-130.0,1.0,1.7692307692307692,0.7692307692307692,N.Jokic,Y,17.0
10,K.Irving o24.5 Pts,JoeDellera,Dallas Mavericks,Denver Nuggets,0.0,0.3571428571428571,0,0.2,0,0.4,0,-135.0,1.0,1.7407407407407407,0.7407407407407407,K.Irving,N,19.0
11,T.Haliburton o2.5 3pt M,RoyalsProps,Indiana Pacers,Milwaukee Bucks,0.0,0.4,0,0.4,0,0.4,0,-113.0,1.13,2.13,1.0,T.Haliburton,Y,4.0
12,B.Mathurin o26.5 Pts+Rebs+Ast,Mjaybrxd,Indiana Pacers,Milwaukee Bucks,0.0,0.5333333333333333,1,0.6,1,0.7,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,B.Mathurin,Y,30.0
13,D.Lillard o25.5 Pts,RoyalsProps,Milwaukee Bucks,Indiana Pacers,1.0,0.5,0,0.2,0,0.4,0,-115.0,1.15,2.1499999999999995,0.9999999999999996,D.Lillard,N,24.0
14,G.Antetokounmpo o31.5 Pts,therocketplays,Milwaukee Bucks,Indiana Pacers,1.0,0.4285714285714285,0,0.4,0,0.5,0,-120.0,1.2,2.2,1.0000000000000002,G.Antetokounmpo,Y,37.0
15,T.Murphy u2.5 Ast,PvB_Bets,New Orleans Pelicans,Golden State Warriors,1.0,0.75,1,0.75,1,0.75,1,-109.0,1.0,1.9174311926605505,0.9174311926605504,T.Murphy,N,4.0
16,T.Young o36.5 Pts+Rebs+Ast,Rotowire Sleeper,Atlanta Hawks,Chicago Bulls,0.0,0.5333333333333333,1,0.2,0,0.5,0,100.0,1.5,3.0,1.5,T.Young,Y,39.0
17,J.Giddey o17.5 Pts+Rebs,Rotowire Sleeper,Chicago Bulls,Atlanta Hawks,1.0,0.5625,1,0.4,0,0.4,0,100.0,1.5,3.0,1.5,J.Giddey,Y,24.0
18,C.Carrington o13.5 Pts+Ast,Rotowire Prizepicks,Washington Wizards,Boston Celtics,1.0,0.7692307692307693,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,C.Carrington,N,4.0
19,D.Sabonis o29.5 Pts+Rebs,Rotowire Prizepicks,Sacramento Kings,Los Angeles Clippers,0.0,0.6923076923076923,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.Sabonis,Y,39.0
20,K.Kuzma o16.5 Pts,Rotowire Prizepicks,Washington Wizards,Boston Celtics,1.0,0.5,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,K.Kuzma,Y,21.0
21,B.Mathurin o17.5 Pts,Markus_Markets,Indiana Pacers,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.7,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,B.Mathurin,Y,20.0
22,D.Daniels o21.5 Pts+Rebs+Ast,MJCLocks,Atlanta Hawks,Chicago Bulls,0.0,0.6428571428571429,1,0.8,1,0.7,1,-113.0,1.13,2.13,1.0,D.Daniels,N,17.0
23,C.Carrington o12.5 Pts+Rebs,Rotowire Sleeper,Washington Wizards,Boston Celtics,1.0,0.5384615384615384,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,C.Carrington,N,3.0
24,K.Kuzma o23.5 Pts+Rebs,Rotowire Prizepicks,Washington Wizards,Boston Celtics,1.0,0.375,0,0.4,0,0.375,0,100.0,1.5,3.0,1.5,K.Kuzma,Y,24.0
25,B.Mathurin o23.5 Pts+Rebs,MillyProps,Indiana Pacers,Milwaukee Bucks,0.0,0.6,1,0.6,1,0.7,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,B.Mathurin,Y,29.0
26,T.Murphy o17.5 Pts+Ast,Rotowire Prizepicks,New Orleans Pelicans,Golden State Warriors,1.0,0.5,0,0.5,0,0.5,0,100.0,1.5,3.0,1.5,T.Murphy,Y,28.0
27,C.Carrington o8.5 Pts,Rotowire Prizepicks,Washington Wizards,Boston Celtics,1.0,0.6923076923076923,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Carrington,N,2.0
28,C.Capela o9.5 Rebs+Ast,ThePropfessor_,Atlanta Hawks,Chicago Bulls,0.0,0.5625,1,1.0,1,0.7,1,-125.0,1.25,2.25,1.0,C.Capela,Y,14.0
29,K.Dunn o11.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Sacramento Kings,1.0,0.4375,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,K.Dunn,N,9.0
30,D.Sabonis o35.5 Pts+Rebs+Ast,Rotowire Sleeper,Sacramento Kings,Los Angeles Clippers,0.0,0.7692307692307693,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,D.Sabonis,Y,43.0
31,D.Sabonis o35.5 Pts+Rebs+Ast,Rotowire Prizepicks,Sacramento Kings,Los Angeles Clippers,0.0,0.7692307692307693,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,D.Sabonis,Y,43.0
32,J.Harden u37.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Sacramento Kings,1.0,0.6875,1,1.0,1,0.9,1,100.0,1.5,3.0,1.5,J.Harden,Y,37.0
33,N.Vucevic o9.5 Rebs,JBBets1,Chicago Bulls,Atlanta Hawks,1.0,0.625,1,0.4,0,0.5,0,-140.0,1.0,1.7142857142857144,0.7142857142857144,N.Vucevic,Y,13.0
34,C.Carrington o8.5 Pts,Rotowire Sleeper,Washington Wizards,Boston Celtics,1.0,0.6923076923076923,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,C.Carrington,N,2.0
35,J.Harden u31.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Sacramento Kings,1.0,0.75,1,1.0,1,1.0,1,100.0,1.5,3.0,1.5,J.Harden,Y,31.0
36,K.Irving u38.5 Pts+Rebs+Ast,Rotowire Prizepicks,Dallas Mavericks,Denver Nuggets,0.0,0.7142857142857143,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,K.Irving,Y,31.0
37,A.Coffey o2.5 Rebs,Rotowire Sleeper,Los Angeles Clippers,Sacramento Kings,1.0,0.5,0,0.6,1,0.6,1,100.0,1.5,3.0,1.5,A.Coffey,N,2.0
38,C.Capela o21.5 Pts+Rebs+Ast,therocketplays,Atlanta Hawks,Chicago Bulls,0.0,0.5,0,0.8,1,0.6,1,-125.0,1.25,2.25,1.0,C.Capela,Y,35.0
39,F.VanVleet o16.5 Pts,Markus_Markets,Houston Rockets,Portland Trail Blazers,1.0,0.4666666666666667,0,0.8,1,0.6,1,-122.0,1.0,1.819672131147541,0.819672131147541,F.VanVleet,N,2.0
40,T.Eason o6.5 Rebs,Rotowire Prizepicks,Houston Rockets,Portland Trail Blazers,1.0,0.3125,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,T.Eason,Y,8.0
41,J.Kuminga u12.5 Pts,Rotowire Prizepicks,Golden State Warriors,New Orleans Pelicans,0.0,0.5,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,J.Kuminga,Y,7.0
42,D.Gafford o16.5 Pts+Rebs,HPBasketball,Dallas Mavericks,Denver Nuggets,0.0,0.6,1,0.8,1,0.8,1,-115.0,0.57,1.0656521739130431,0.4956521739130434,D.Gafford,Y,19.0
43,D.Gafford o10.5 Pts,HPBasketball,Dallas Mavericks,Denver Nuggets,0.0,0.6,1,0.8,1,0.8,1,100.0,0.55,1.1,0.55,D.Gafford,Y,13.0
44,A.Sarr o13.5 Pts+Rebs,Rotowire Prizepicks,Washington Wizards,Boston Celtics,1.0,0.6153846153846154,1,0.4,0,0.6,1,100.0,1.5,3.0,1.5,A.Sarr,Y,15.0
45,G.Antetokounmpo u52.5 Pts+Rebs+Ast,Rotowire Prizepicks,Milwaukee Bucks,Indiana Pacers,1.0,0.6428571428571429,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,G.Antetokounmpo,N,58.0
46,Z.LaVine o22.5 Pts,the_degenerates,Chicago Bulls,Atlanta Hawks,1.0,0.5384615384615384,1,0.6,1,0.5,0,-110.0,1.1,2.1,1.0,Z.LaVine,Y,26.0
47,G.Antetokounmpo o44.5 Pts+Rebs,the_degenerates,Milwaukee Bucks,Indiana Pacers,1.0,0.5,0,0.4,0,0.6,1,-117.0,1.17,2.17,1.0,G.Antetokounmpo,Y,47.0
48,K.Irving o37.5 Pts+Rebs+Ast,the_degenerates,Dallas Mavericks,Denver Nuggets,0.0,0.3571428571428571,0,0.2,0,0.3,0,-107.0,1.07,2.0700000000000003,1.0000000000000002,K.Irving,N,31.0
49,D.Green o5.5 Ast,Markus_Markets,Golden State Warriors,New Orleans Pelicans,0.0,0.5714285714285714,1,1.0,1,0.7,1,-130.0,1.0,1.7692307692307692,0.7692307692307692,D.Green,N,5.0
50,T.Young u39.5 Pts+Rebs+Ast,Rotowire Prizepicks,Atlanta Hawks,Chicago Bulls,0.0,0.6,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,T.Young,Y,39.0
51,N.Jokic o22.5 Rebs+Ast,PlayerPropSavant,Denver Nuggets,Dallas Mavericks,1.0,0.7,1,1.0,1,0.7,1,-125.0,1.25,2.25,1.0,N.Jokic,Y,27.0
